ID,repeat_coverage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,Distance_closest_pc,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_6,genomic_classification_is_8,DISEASE_DB_is_1
ENSG00000272918,0.25426811,0.020037807,0.052930057,0.241249948,0.000157715,0.000265348,0.0,0.000228042,3.82e-05,0.000359059,0.000124188,0.000732882,0.000295543,0.000412279,2.57e-05,0.000402427,6.96e-05,0.000260126,0.000665461,0.000185318,0.0,3.44e-05,0.001104805,0.000105414,0.000616338,0.000283162,9.19e-05,0.000489408,2.14e-05,0.000720906,9.96e-05,0.000627207,0.000157246,0.000226515,6.69e-05,0.000153355,0.00048524,0.000211223,0.000596812,0.000716419,0.792278247,0,0,0,0
ENSG00000272909,0.0,0.120385233,0.112359551,0.230970049,0.001123723,0.001518379,0.000777605,0.000130309,2.29e-05,0.000513947,0.000344339,0.000142769,0.00022713,0.000690119,0.000346681,0.000107763,0.0,0.000178234,0.001563834,0.00075113,0.0,0.000481058,0.002278659,0.0003313,0.000571175,0.000554526,0.000282115,0.000445711,0.00016565,0.000813182,0.000151045,0.0,0.000434571,0.000815454,0.0,0.000191693,0.000654254,0.004401321,0.002347366,0.003368762,0.233831571,0,0,0,0
ENSG00000272906,0.0,0.281376518,0.234817814,0.216102062,0.000315431,0.001437301,0.002355464,0.0,0.00047421,0.000485785,0.00031047,0.000327418,0.000845581,0.001362312,0.001206962,0.0003637,6.38e-05,0.0001686,0.00038264,0.000788588,0.0,0.001065201,0.0,0.0,0.000932476,0.000448341,0.000219787,0.000506887,0.000694663,0.0,0.000308518,0.0,0.000268748,0.000326182,0.0,0.000357827,0.000349581,0.00068411,0.000926232,0.001407125,0.456057867,0,0,0,0
ENSG00000272905,0.0,0.169415292,0.298350825,0.222075693,0.000428789,0.0,4.53e-05,0.0,2.8e-05,7.74e-05,5.08e-05,0.000304575,0.000153245,0.000501905,0.0,0.0,0.0,0.0,0.000399277,0.0,8.91e-05,0.000111674,0.003383464,0.0,0.001503652,0.0,0.000206666,0.000668566,9.35e-05,0.0,0.0,0.0,0.0,0.000353363,0.0,0.000383387,0.000192822,0.0,0.000382952,0.000413091,0.613201439,0,0,0,0
ENSG00000272902,0.392181764,0.026655897,0.0,0.243993878,0.00035486,6.63e-05,1.51e-05,0.0,3.31e-05,0.00019009,0.000355629,0.00012183,6.57e-05,0.000466054,0.000462241,3.7e-05,0.000104331,9.63e-05,0.001048102,2.17e-05,0.000188769,0.000549781,0.000455732,0.0,9.56e-05,0.000165178,0.000488781,0.000107058,0.00019504,0.00039794,0.000401716,4.15e-05,0.0,0.0,0.000586291,0.000447284,0.000110291,0.0,0.000199833,0.000286093,0.654451871,0,0,0,0
ENSG00000272892,0.325961875,0.0,0.0,0.219096221,0.000108429,0.000648628,0.000905948,0.0,7.9e-05,4.22e-05,0.000174992,0.0,0.000139562,0.000197177,0.00023754,0.0,0.0,9.63e-06,0.000216275,0.0,0.000429974,0.000661455,0.0,0.0,0.000223157,0.000283162,8.86e-05,0.000176973,0.000197712,0.000640164,0.0,0.0,0.000385968,0.0,0.000334386,0.000319489,4.8e-05,0.0,4.09e-05,9.58e-06,0.88176095,1,0,0,0
ENSG00000272888,0.027678879,0.317371938,0.243875278,0.215752906,0.043632976,0.069631683,0.015076477,0.018183595,0.009458712,0.011194187,0.016065391,0.005716483,0.006066842,0.035922026,0.018046648,0.00342821,0.018304275,0.017100852,0.018050642,0.006488104,0.0,0.046138648,0.031169297,0.016640313,0.051700641,0.037578017,0.018921401,0.004125009,0.051715017,0.028282572,0.024591455,0.019231098,0.063942019,0.047685923,0.048234106,0.060498403,0.026276454,0.056498979,0.056017357,0.065819222,0.578670061,0,0,1,0
ENSG00000272858,0.209019705,0.0,0.0,0.219915909,0.0,0.000560179,0.000641713,0.000228042,3.82e-05,0.00019009,0.0,0.000255081,9.03e-05,0.000107551,0.0,7.41e-05,0.0,6.26e-05,0.000166365,0.000244462,0.0,0.000111674,0.000207151,0.0,0.000302856,0.000212372,5.25e-05,0.000262183,0.0,0.0,0.0,0.0,0.00035166,0.0,0.000189486,0.0,0.000301759,0.0,0.000503476,0.000509417,0.688415997,1,0,0,0
ENSG00000272853,0.0,0.0,0.0,0.215985677,0.000512575,0.0,0.002363013,0.001248799,0.000344185,0.000985652,0.000383853,0.000167516,0.000508991,0.001138248,0.001431662,7.75e-05,0.000179681,0.00010116,0.000809645,0.000585526,0.0,0.003049566,0.003148693,0.00085084,0.000759796,0.001109053,0.000413332,0.000930749,0.000673289,0.001459113,0.000864493,0.0,0.0,0.0,0.0,0.001495208,0.000299387,9.04e-05,0.000386276,0.000451867,0.777999483,1,0,0,0
ENSG00000272851,0.0,0.371225577,0.742451155,0.227835396,0.0,0.0,0.0,0.000418076,0.000124926,0.0,0.0,0.0,0.0,0.002168945,0.0,0.00013302,0.000295604,0.000289028,0.0,0.0,0.000162551,7.73e-05,0.000248581,0.0,0.000377241,0.0,0.0,5.03e-05,6.68e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002517572,0.00214141,0.005096643,0.004846229,0.00682649,0.547583723,0,0,0,0
ENSG00000272843,0.265908551,0.079207921,0.091937765,0.228629313,0.0,0.00038328,0.001358921,0.0,0.00036968,0.0,0.000242731,0.00022272,0.000161454,0.00055568,0.00027606,2.36e-05,0.0,5.78e-05,0.000354913,0.000234605,0.000618744,0.001194055,0.001740067,0.0,0.000512729,0.000247767,0.00016074,0.000873943,0.000141604,0.0,0.0,0.0,0.0,0.0,0.0,0.000115016,6.4e-05,0.0,0.000139363,0.000209074,0.568009372,0,0,0,0
ENSG00000272831,0.455403884,0.0,0.0,0.232082363,0.006170619,0.0,0.002189373,0.002524745,0.001065699,0.004139737,0.005283628,0.000428308,0.000451524,0.006542684,0.003999666,0.000139755,0.001814198,0.001676365,0.022775418,0.000471181,0.0,0.014878447,0.003728715,0.005617047,0.000924507,0.008837028,0.012793597,0.001702003,0.007398165,0.001372604,0.00427426,0.000688219,0.002401578,0.0,0.001235,0.005265176,0.002399191,0.004994218,0.00678078,0.00962818,0.414201543,0,0,0,0
ENSG00000272810,0.534719005,0.0,0.0,0.216870762,5.42e-05,0.000523325,0.0,0.0,4.33e-05,0.0,0.0,0.0,0.000155981,0.000331616,0.0,0.0,0.0,4.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.78e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000166273,0.0,0.000218486,0.000234624,0.772363878,0,0,0,0
ENSG00000272799,0.662428363,0.0,0.0,0.216268051,0.0,0.0,0.0,0.0,0.0,0.000119686,0.0,0.000925145,0.0,0.000367466,0.0,2.69e-05,0.0,0.0,0.00011091,8.28e-05,0.0,0.000309252,0.000718123,0.0,0.000555235,0.0,0.000114814,0.000928564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010732,0.0,0.000214963,0.00022551,0.609181965,1,0,0,0
ENSG00000272795,0.0,0.0,0.0,0.215976255,0.0,0.000943459,0.003148168,0.001422545,0.000247303,0.0,0.000524976,0.000409272,0.003412428,0.002339234,0.002227743,0.0,0.0,4.82e-05,0.000948283,0.001303141,0.0,0.001082381,0.001505296,0.0,0.001168916,0.000778697,0.000305078,0.0,0.00041947,0.0,0.0,0.0,0.0,0.0,0.0,0.000894569,0.000119135,0.0,7.31e-05,0.0,0.938268939,1,0,0,0
ENSG00000272791,0.161080859,0.043897216,0.0,0.21599399,0.000621005,0.001496267,0.001102236,0.001471411,0.000446166,0.000415382,0.000107253,0.0,0.0005172,0.002437822,0.001129922,0.000117866,0.0,0.00023604,0.001386378,0.000193204,0.000498141,0.000498239,0.000870034,0.0,0.001423953,0.000542728,0.000449416,0.000557138,0.000491608,0.001268794,0.000295663,0.000180597,0.000165823,5.44e-05,0.0,0.000319489,0.000333788,0.0,0.000418122,0.000480489,0.786896507,0,0,0,0
ENSG00000272788,0.0,0.020030817,0.0,0.242549588,0.0,0.0,0.0,0.000108591,6.63e-05,0.00018305,0.0,0.000156094,4.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000326432,0.0,0.000195768,0.0,0.0,0.0,0.000120167,2.67e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000148772,0.0,7.73e-05,0.0,0.960561577,0,1,0,0
ENSG00000272768,0.204910514,0.402777778,0.394444444,0.216061882,4.93e-05,0.000280089,0.000196289,1.63e-05,2.55e-06,0.000450584,0.000434657,0.00024937,0.0,0.000134439,0.00014124,8.08e-05,0.000220254,8.19e-05,0.000415913,0.000165603,0.0,0.000343613,0.000952894,0.002981703,0.000337392,0.001816959,0.000390369,0.0,6.41e-05,6.92e-05,0.0,0.000107382,0.0,0.0,0.0,0.000549521,0.000254482,0.000452492,0.000504094,0.000732511,0.614427802,0,0,0,0
ENSG00000272758,0.215925741,0.477115118,0.445214979,0.243304986,0.002065087,0.010016879,0.003850277,0.000836152,0.000563443,0.0,0.000609649,0.000479705,0.001904611,0.005467175,0.001669203,0.000498404,0.000869424,0.001377702,0.005345874,0.002391392,0.000676423,0.001520488,0.0,0.0,0.006187287,0.001321425,0.001876394,0.001962001,0.001752689,0.009867757,0.002497067,0.004693071,0.009108843,0.001594665,0.0,0.001226837,0.036063541,0.131960216,0.065078388,0.086618211,0.656187064,0,0,0,0
ENSG00000272752,0.098670469,0.050013161,0.057646749,0.211494854,0.005608757,0.013591703,0.014865089,0.012504276,0.004757401,0.012053113,0.005238469,0.024358347,0.019828749,0.013838225,0.004294987,0.008875291,0.002040249,0.007524375,0.008567816,0.038352956,0.007750028,0.022927584,0.149507671,0.002492282,0.090232375,0.01198721,0.002634169,0.033299395,0.006644722,0.022861361,0.001182652,0.142949533,0.020596392,0.022868948,0.002120009,0.007923323,0.004058769,0.0,0.004147424,0.003301773,0.841562172,0,0,1,0
ENSG00000272716,0.406363618,0.0,0.0,0.215971821,0.000793506,0.001253031,0.002468707,0.001411685,0.000848989,0.000316817,0.000812866,0.000119926,0.000339327,0.002168945,0.002933945,0.000239099,0.0,0.00030348,0.000454732,0.000258262,0.0,0.005944506,0.00252724,0.0,0.000342705,0.001557393,0.001800945,0.001271586,0.001135507,0.0,0.003049829,0.0,0.001069274,0.0,0.0,0.006019169,7.82e-05,0.0,0.00011625,0.000117919,0.731527989,1,0,0,0
ENSG00000272696,0.314723177,0.162587413,0.291958042,0.217723702,0.000359788,0.000272719,0.000709659,0.0,0.000191214,0.000520987,0.0,0.0,0.000355746,0.001039659,0.000526441,0.0,0.000266623,0.00026976,0.001131284,0.0,0.001746116,0.001185465,0.002623911,0.00134779,0.000796988,0.0,0.000190264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000217962,0.0,0.000463841,0.000780589,0.579561974,0,0,0,0
ENSG00000272692,0.351781241,0.049284579,0.0,0.217957859,9.36e-05,0.0,1.51e-05,0.0,0.0,0.0,0.0,0.0,0.001242375,0.001129285,0.000346681,0.000116182,2.9e-05,0.0,0.000626643,4.14e-05,0.0,4.3e-05,0.000497162,0.0,0.000358645,3.54e-05,6.56e-05,0.0,2.94e-05,0.000490216,0.0,0.0,0.0,0.000190273,0.0,3.83e-05,0.000123846,0.0,0.000198517,0.000250217,0.703937927,1,0,0,0
ENSG00000272688,0.079442067,0.0,0.0,0.216058002,0.002158731,0.008800702,0.010463694,0.002443302,0.000555795,0.001119419,0.000728192,0.00014848,0.003527361,0.014178803,0.011337737,0.000324973,0.000794074,0.000582874,0.001419651,0.002141015,0.0,0.003771154,0.003093453,0.0,0.002704447,0.000955673,0.000784018,0.0,0.003887443,0.000830483,0.001455819,0.0,0.000840552,0.00334336,0.001589449,0.000306709,0.000698286,0.0,0.001672382,0.002594948,0.516349318,1,0,0,0
ENSG00000272686,0.190241196,0.037178265,0.026692088,0.215948821,0.001739799,0.00334633,0.002453608,0.001688593,0.000724063,0.000816683,0.001100756,0.00024366,0.000435105,0.002930764,0.002612944,0.000255937,0.001251971,0.000857451,0.003343944,0.000666356,0.001557347,0.003857057,0.003438704,0.001076726,0.000974983,0.001380417,0.002174911,0.000609575,0.002425978,0.002162717,0.0018961,0.00542766,0.005249164,0.004738692,0.005272157,0.003731629,0.001531466,0.002973308,0.002652993,0.003510268,0.673292768,1,0,0,0
ENSG00000272682,0.021597328,0.18266049,0.336201191,0.216455653,0.0,0.0,0.0,0.0,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87e-05,0.000400492,0.0,4.25e-05,0.0,0.0,4.37e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000114571,0.0,9.84e-05,7.76e-05,0.880083599,0,0,0,0
ENSG00000272677,0.266853921,0.037610619,0.074115044,0.215976809,0.000808292,0.002019592,0.003638889,0.006075677,0.001119238,0.002464129,0.001337842,0.000637703,0.001059029,0.001989693,0.0,0.000237415,0.000168089,0.000390188,0.002212659,0.000691986,0.00162027,0.005326003,0.007623151,0.003531361,0.002558333,0.001993936,0.001033329,0.0,0.000897719,0.0,0.00130156,0.00083709,0.004042657,0.0,0.002775406,0.001559105,0.000347286,0.0,0.000908489,0.001316833,0.464011736,0,0,0,0
ENSG00000272669,0.0,0.0,0.0,0.230224904,0.00060129,0.003729611,0.007300427,0.0,0.001830554,0.002992157,0.0,0.004469631,0.005689204,0.003405781,0.0,0.000858736,0.0,0.00064068,0.000427004,0.007325978,0.0,0.0,0.0,0.0,0.008897048,0.004129452,0.000219787,0.0,0.000713366,0.010536758,0.0,0.0,0.006269834,0.0,0.0,0.000255591,0.001465267,0.000850325,0.001685443,0.001372878,0.811147061,0,0,0,0
ENSG00000272644,0.0,0.081318681,0.083516484,0.217474859,0.002971951,0.002152265,0.002121427,0.003523784,0.000497156,0.002626058,0.002077324,0.00093847,0.000686864,0.002787363,0.002214903,0.0,0.000886813,0.001209102,0.00276721,0.000242491,0.0,0.002456834,0.0,0.00067013,0.000231127,0.002017532,0.000708568,0.001343687,0.000395424,0.0,0.0,0.0,0.0,0.0,0.0,0.00143131,0.000719453,0.001046073,0.001225246,0.001656797,0.680231833,0,0,0,0
ENSG00000272631,0.068429087,0.027811736,0.027353301,0.216046086,0.000660434,0.000567549,0.000551118,0.001254228,0.000428319,0.0,0.0,0.0,0.000585613,0.001003809,0.000449401,8.59e-05,4.64e-05,0.000149331,0.000998192,0.000163632,0.000718372,0.0007989,0.002955352,0.000150591,0.001020145,0.00037755,0.00024275,0.001013773,0.000101528,0.000974664,0.000144618,0.001200723,0.0,0.000425848,0.000728962,0.000741214,0.000271348,2.13e-05,0.000489555,0.000502776,0.656278735,1,0,0,0
ENSG00000272620,0.138530724,0.060945091,0.082437804,0.267445582,0.0,0.00123829,0.00259705,0.0,0.0,0.0,0.0,0.0,5.47e-06,0.0,0.0,3.03e-05,0.000162292,7.23e-05,0.0,0.000812245,0.0,1.72e-05,2.76e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005623,0.000325858,0.0,0.000242572,0.000207743,0.907268731,0,0,0,1
ENSG00000272604,0.342841907,0.0,0.0,0.224204442,0.000783649,0.001098245,0.000528469,0.0,6.12e-05,0.000711077,0.000429013,0.000217009,4.65e-05,0.000412279,0.0,0.000210475,0.0,0.000462446,0.001048102,0.000132088,0.0,0.000489649,0.0,0.000158121,0.000417091,0.00097927,0.000452696,0.0,0.000146948,0.001505251,0.000716662,0.0,0.0,0.0,0.000341074,0.001482428,0.000174808,0.000262058,0.00043453,0.000682294,0.494851975,0,0,0,0
ENSG00000272599,0.0,0.516162669,0.368091762,0.220113764,0.002227731,0.008999713,0.01260777,0.005027772,0.0015858,0.006941804,0.007236764,0.001808411,0.000738858,0.0,0.003145805,0.001380713,0.000788278,0.002211068,0.002035203,0.00127554,0.003969398,0.00735332,0.010827084,0.002733228,0.004011509,0.007244239,0.003162315,0.003605013,0.001365281,0.0,0.0,0.002596686,0.0,0.0033343,0.004413899,0.002440895,0.000273602,0.0,0.000530882,0.000730507,0.624025302,0,0,0,0
ENSG00000272589,0.0,0.820054945,0.715659341,0.218789462,0.0,0.003088353,0.003955971,0.002242408,0.000912727,0.000992692,0.0,0.001498126,0.002832288,0.001900067,0.0,0.00035023,5.8e-05,0.000327566,0.000743099,0.003820707,0.000833731,0.001795378,0.020922236,0.000316241,0.003987599,0.001073658,0.0,0.004216773,3.74e-05,0.002664467,0.0,0.0,0.003685279,0.0,0.000187256,0.001648562,0.000801241,0.0,0.000719389,0.000120808,0.870930206,0,0,1,0
ENSG00000272588,0.25632798,0.0,0.0,0.230356254,3.45e-05,0.0,0.0,0.0,7.65e-06,0.0,0.0,1.52e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000292229,0.00022417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000191712,0.0,0.000388762,0.000409623,0.603300318,0,0,0,0
ENSG00000272579,0.0,0.682608696,0.37826087,0.22485343,0.00255302,0.0,0.000422776,0.0,0.000101981,0.000323857,0.000694323,0.0,0.000218921,0.002375084,0.0,0.0,0.0,0.000852634,0.000648825,0.000141946,0.00108018,0.001340091,0.0,0.0,0.00255302,0.0,0.000501903,0.000299325,0.000657258,0.0,0.0,0.001425249,0.001217943,0.003415845,0.000840424,0.005699681,0.004807727,0.026167248,0.017432131,0.025861442,0.224829937,0,0,0,0
ENSG00000272572,0.161612349,0.0,0.015281174,0.21599593,0.000231645,0.000493842,0.000317082,0.000211753,5.61e-05,0.000176009,0.000124188,1.71e-05,3.56e-05,0.000367466,0.00015408,1.85e-05,4.06e-05,5.3e-05,0.000854009,9.86e-05,0.000183526,0.00025771,0.0,0.0,0.000116892,0.000283162,0.000203385,0.000117982,0.000138933,0.0,0.0,0.0,0.000666152,0.0,0.000494892,0.000217252,0.000129699,0.000113803,0.000226877,0.000310134,0.669280867,0,0,0,0
ENSG00000272540,0.0,0.705958549,0.707253886,0.216967473,0.000271074,0.0,0.0,0.000228042,5.1e-05,0.000344978,0.0,0.0,0.000210711,0.0,0.0,5.22e-05,0.0,3.85e-05,0.0008651,0.0,0.000356564,0.0,0.000455732,0.000158121,0.000417091,0.0,0.000298517,0.000489408,0.000355347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037362288,0.152014608,0.0879256,0.125025692,0.526215274,0,0,0,0
ENSG00000272501,0.149431907,0.0,0.0,0.21602558,0.000138001,0.002270198,0.00327651,0.000157457,7.14e-05,0.000246413,0.000208861,6.28e-05,0.000790851,0.002993502,0.002625784,0.0,0.0,0.0,0.000554551,0.000611155,0.000298885,0.000584142,0.001588156,0.000135532,0.000656187,0.000294961,0.00023947,0.000388904,0.000323286,0.000374871,0.000273167,0.0,7.15e-05,0.0,0.000305406,0.000191693,0.000413634,0.000541562,0.001013883,0.00141611,0.503044172,0,0,0,0
ENSG00000272498,0.295149559,0.0,0.0,0.236495595,0.0,0.000294831,0.0,0.000380069,4.84e-05,0.0,0.0,0.000592017,0.001526972,0.001622227,0.000520021,0.000368751,5.22e-05,0.000221589,0.000720917,0.000339093,0.001001526,0.000137445,0.0,0.0,0.000462253,0.0,0.0,0.000384535,0.0,0.0,0.0,0.0,0.0,0.002192665,0.0,0.0,0.000450168,0.0,0.000679597,0.000653836,0.726029821,0,1,0,0
ENSG00000272486,0.038933565,0.323500492,0.118977385,0.257182032,0.000167573,0.000375909,0.00016609,2.71e-05,1.02e-05,0.0,6.77e-05,0.0,0.0,0.000125476,0.0,0.0,3.48e-05,2.89e-05,9.98e-05,3.55e-05,0.000199256,8.59e-05,0.0,0.0,0.00019659,0.0,6.56e-06,0.0,6.68e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000600639,0.000283153,0.000323285,0.00046976,0.000619497,0.69065092,0,0,0,0
ENSG00000272482,0.0,0.590116279,0.561046512,0.216272484,0.002074944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009204571,0.000571381,0.0,0.0,0.0,0.024100795,0.00016166,0.0,0.001237007,0.001201475,0.0,0.0,0.0,6.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000197071,0.0,0.000296682,0.000337152,0.727022998,0,0,0,0
ENSG00000272476,0.170917443,0.186941314,0.156237855,0.216163858,0.000187287,0.0,0.000143442,0.000396358,9.94e-05,0.002499331,0.00231441,0.000281731,0.000153245,0.000492942,0.000321,0.000340127,0.000701335,0.000467263,0.000415913,2.17e-05,0.000723616,0.000678636,0.000538592,0.001769445,7.44e-05,0.001864153,0.000357565,9.39e-05,0.000347332,0.000161483,0.000417785,0.000292859,4.29e-05,0.000951363,2.45e-05,0.000613419,0.000206132,0.000270182,0.000372427,0.000515389,0.655667683,0,0,0,0
ENSG00000272468,0.0,0.120567376,0.0,0.216690087,0.001813728,0.017085449,0.0233206,0.0,0.000517552,0.0,6.77e-05,0.0,0.000191556,0.000286803,0.0,0.001124776,0.0,0.001103125,0.000981556,0.003448099,0.0,0.001417404,0.0,0.0,0.004484388,0.001026464,0.000780737,0.0,0.00196376,0.000893923,0.000501342,0.0,0.0,0.0,0.0,0.0,0.00020159,0.0,0.000237152,0.000234003,0.804955131,0,0,0,0
ENSG00000272462,0.284542143,0.0,0.0,0.216346472,0.000591433,0.003044129,0.002861284,0.000684125,0.000221808,0.000485785,0.000333049,0.000253178,0.001603595,0.004024199,0.002375404,0.000373803,0.000405731,0.000534703,0.001480652,0.000727472,0.001667462,0.000979297,0.0,0.0,0.000162054,0.001050061,0.000590474,0.000598651,0.000160307,0.001747475,0.000459563,0.000112263,0.0,0.0,0.000107004,0.001316294,0.000434511,0.000875622,0.000945724,0.001136073,0.568087962,0,0,0,0
ENSG00000272457,0.0,0.0,0.06012024,0.222832477,0.0,0.0,0.0,5.97e-05,1.53e-05,0.0,0.0,4.38e-05,0.0,0.0,0.0,6.23e-05,0.0,0.0,0.0,0.0,0.0,0.000111674,0.0,0.0,0.0,0.000306759,0.0,0.000351762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06e-05,0.0,1.68e-05,0.0,0.953467264,0,0,0,0
ENSG00000272455,0.755993715,0.0,0.0,0.216442629,0.001227224,0.007665603,0.00794969,0.004571689,0.00195803,0.00133767,0.001033017,0.001414368,0.00301837,0.005216222,0.002298364,0.000444522,0.000979551,0.001339165,0.004342136,0.002722599,0.0,0.001778198,0.0,0.0,0.002491917,0.001746168,0.001157985,0.003620307,0.001191615,0.005196288,0.001073386,0.004229377,0.006447094,0.0,0.002376372,0.004779553,0.000246173,0.000608836,0.000673313,0.000848392,0.435791664,1,0,0,0
ENSG00000272444,0.266064053,0.0,0.0,0.219125595,8.87e-05,0.000405392,0.0,0.000651547,0.000124926,0.000133767,0.0,0.0,0.000385848,0.001129285,0.000455821,0.000161644,0.0,0.000178234,0.000532369,0.000110402,0.0,0.0,0.000662883,0.0,0.000746513,0.000507333,0.0,0.000404198,0.0,0.000432543,0.000559189,0.002118349,0.00061469,0.0,0.0,0.000268371,0.000305028,0.0,0.000555178,0.000752245,0.652506696,0,0,0,0
ENSG00000272432,0.0,0.0,0.0,0.240992792,0.000187287,0.000353797,0.000211388,0.0,3.31e-05,0.0,0.000254021,0.0,0.0,0.0,0.0,0.0,0.0,0.000125246,0.0,9.86e-05,5.77e-05,0.0,0.0,0.0,0.0,0.0,0.000101693,0.0,0.000144276,0.0,0.0,0.0,0.0,0.0,0.0,0.001047923,7.04e-05,0.0,0.000145955,0.000225326,0.592592077,0,0,0,0
ENSG00000272405,0.0,0.086619062,0.020490531,0.21691787,0.00910807,0.004017071,0.005390388,6.52e-05,1.27e-05,0.001464397,0.001089466,0.000694811,0.013403424,0.032794085,0.021205293,5.39e-05,5.22e-05,0.0,0.013181682,0.00169152,0.026522083,0.01495576,0.038695778,0.0,0.000743856,9.44e-05,0.001866553,0.004286688,0.000641228,0.03693344,0.021773014,0.003377645,0.0,0.009151203,0.000305406,0.088638978,0.000107225,0.0,0.000136879,0.000127787,0.781234996,0,0,0,0
ENSG00000272374,0.092086425,0.030751174,0.0,0.218778378,0.000276002,0.000884493,0.000226487,0.000342062,5.1e-05,0.000443543,4.52e-05,0.00064151,0.001078185,0.000923146,5.78e-05,0.000109447,0.0,5.78e-05,0.000687643,0.001251883,0.000167795,6.01e-05,0.0,0.0,0.000443657,0.000141581,0.0,0.000895791,5.34e-06,0.000490216,0.0,0.00118364,0.0,1.81e-05,0.000153818,0.000166134,0.000124103,2.18e-05,0.000209256,0.00029679,0.684228704,0,0,0,0
ENSG00000272356,0.097363688,0.176402411,0.170839128,0.264307604,0.000128144,0.000501212,0.000188739,0.000276908,7.65e-05,0.000225292,0.000112898,0.000258888,0.000380375,0.000752857,0.00021828,0.000259305,3.48e-05,0.000149331,0.000460277,0.000321349,0.0,8.59e-05,0.0,6.02e-05,0.000417091,0.000212372,5.25e-05,0.000395459,3.74e-05,0.000282595,2.25e-05,0.000305062,0.0,0.0,0.0,0.000191693,0.000354696,0.000723171,0.000903068,0.001463583,0.480573551,0,0,0,0
ENSG00000272341,0.169828119,0.11194324,0.1206149,0.216739689,0.000704791,0.011992246,0.00327651,8.14e-05,2.55e-05,0.000246413,0.000203216,0.000561559,0.001557074,0.005144522,0.0,0.000212158,0.000255031,0.000395006,0.0017302,0.003063663,0.000146821,0.000137445,0.000248581,5.27e-05,0.005021027,0.0,0.001479465,0.0,0.000368706,0.001908958,0.000269953,0.00241853,0.0,0.000362424,0.0,0.000907348,0.000968862,0.000456689,0.001140833,0.001059883,0.804696862,1,0,0,0
ENSG00000272334,0.069502716,0.01981982,0.0,0.219099547,0.0,0.00162157,0.0,0.000146598,6.37e-05,0.0,0.0,0.00024366,0.000678654,0.000770782,0.0002247,0.000121233,0.0,0.000187869,0.000105365,0.000372608,0.0,7.73e-05,0.0,0.0,0.000225813,0.0,0.0,6.55e-05,0.0,0.0,0.0,0.0,0.000237299,0.0,0.0,0.0,0.000119341,0.0,0.000111041,0.0,0.863208243,0,0,0,0
ENSG00000272328,0.0,0.0,0.0,0.227324962,0.002735378,0.0,0.0,0.0,0.00020906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17e-05,0.0,0.00131432,0.006642637,0.0,0.000565862,0.0,1.31e-05,0.0,9.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001853035,0.0,0.0,0.0,0.0,0.0,1,0,0,0
