ID,gene_length,Length_ExonProj,Distance_closest_pc,K562_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,keratinocyte_nucleus,keratinocyte_cytosol,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,A549_cytosol,A549_nucleus,MCF.7_nucleus,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,NCI.H460_nucleus,min_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_6,genomic_classification_is_8,with_repeat_Alu,with_repeat_L2
ENSG00000276075,0.006995433,0.0,0.218791125,0.0,2.21e-05,0.000615294,0.0,0.000309226,0.0,5.8e-05,0.0,0.003712462,0.001035835,0.001385483,5.82e-05,0.004372477,0.004101587,0.001145007,0.00128592,0.000808397,0.000403439,0.0,0.0,0.0,0.000105784,0.0,0.0,0,0,0,0,0,0
ENSG00000275964,0.000731051,0.0,0.216010062,0.000506662,0.000299811,0.00085238,9.14e-05,0.0,3.2e-05,0.0,0.000587498,0.0,0.000473249,0.0,0.000110987,0.001417404,0.001505296,0.000951073,0.00103989,0.00053529,0.00355347,0.0,0.00056883,0.000729708,0.002464477,0.000373551,0.0,1,0,0,0,0,0
ENSG00000275880,0.002085741,0.0,0.216196279,0.0,4.02e-06,3.95e-05,0.0,2.46e-05,0.000131336,0.000608597,8.28e-05,0.0002045,3.26e-05,0.000142002,0.0,5.15e-05,0.0,4.78e-05,6.89e-05,3.06e-05,0.000157635,0.0,0.0001639,0.0,0.0,0.0,0.0,0,0,0,0,1,1
ENSG00000275494,0.000303357,0.0,0.217230726,0.0,0.0005795,0.000756417,9.14e-05,0.001409302,0.0,0.0,0.000412037,0.0,0.001248314,0.0,0.00047643,0.005102654,0.009197498,0.001272525,0.000797139,0.0,0.003630952,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
ENSG00000275441,0.000236957,0.0,0.216011171,0.00220269,0.00046682,0.0,0.000234142,0.00179515,0.000318238,0.0,0.000433723,0.001232244,0.002537676,0.0,0.000940679,0.006666094,0.0,0.002425502,0.0,0.0,0.001677879,0.0,0.0,0.0,0.003662407,0.0,0.0,0,0,0,0,0,0
ENSG00000275437,0.00236436,0.0,0.216322641,0.001318179,0.000408467,7.9e-05,0.000390236,0.002197417,8.92e-05,0.0,0.002066099,0.000152064,0.000880098,0.0,0.001782553,0.000412336,0.002692961,0.002157182,1.64e-05,0.000391089,9.35e-05,0.001239958,0.000167114,0.001344713,0.003379364,0.001132088,0.0,0,0,1,0,1,0
ENSG00000275322,0.001712729,0.0,0.216693966,1.72e-05,0.0,0.002043454,0.003534968,0.000664972,0.000109447,8.69e-05,0.000707757,0.000178282,0.000205235,9.98e-05,0.000255811,0.000249119,0.000718123,0.004643786,6.56e-06,4.81e-05,0.000991231,0.0,0.0,0.000283097,0.0,0.0,0.0,0,1,0,0,0,0
ENSG00000274922,0.00193927,0.0,0.216090978,0.00104338,7.65e-05,0.000101608,4.57e-05,0.000867474,0.0,4.06e-05,0.000585526,0.0,0.000502223,0.0,0.000353262,0.0002663,0.000414302,0.000257693,0.000255872,0.000338653,0.000136261,0.000121112,0.0,0.0,0.000220145,0.0,0.0,1,0,0,0,0,0
ENSG00000274712,0.001260949,0.0,0.227055336,0.0,0.000503038,0.001676536,0.001168805,0.001565284,0.000255937,0.000324585,0.003432327,0.00067118,0.001103442,0.001546675,0.0,0.001013659,0.001063374,0.004479075,0.001463063,0.00136335,0.003524081,0.001407208,0.000475632,0.005613138,0.002078509,0.000278257,0.0,0,0,0,0,0,0
ENSG00000274677,0.000354133,0.0,0.22434937,0.002241334,0.000965834,0.000383853,0.001252563,0.001784204,0.000212158,0.0,0.001245968,0.0,0.000970643,0.000575685,0.001565994,0.002070269,0.006794548,0.003031213,0.0,0.000408568,0.000398096,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
ENSG00000274627,0.003484697,0.0,0.223120116,0.000201806,0.000613707,0.0002766,0.004102238,0.00541008,0.001781457,5.8e-05,0.002046385,0.0,0.001699832,0.001017044,0.000688929,0.00104802,0.019789811,0.009162711,0.000170581,0.002455779,0.000502295,0.002162717,9e-05,0.001586322,0.002198588,0.001124465,0.0,0,0,1,0,1,0
ENSG00000274265,0.048774042,0.0,0.236028113,0.0,0.000368224,0.001179784,0.000228431,0.000342064,0.00023068,0.001327321,0.001350456,0.0,0.0,0.000710012,0.00030995,0.001142514,0.000345251,0.000348018,0.001528671,0.0,0.000331301,0.000865087,0.001532949,0.0,0.0,0.0,0.0,1,0,0,0,1,0
ENSG00000273901,0.000367804,0.0,0.219248631,0.0,1.81e-05,5.08e-05,0.0,0.0,0.0,0.0,0.000110402,0.0,4.83e-05,0.0,0.0,0.0,0.0,0.000294886,0.000134497,0.0,0.000197712,0.0,0.000385647,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000273888,0.001406768,0.0,0.261018879,0.0,4.63e-05,0.000524976,0.000799508,0.0,0.0,0.0,2.96e-05,3.67e-05,0.000115898,0.000142002,0.0,0.00079031,0.001270525,0.000887314,0.000610156,0.00152066,0.000448859,0.001816682,0.000803432,0.0,0.0,0.001600933,0.0,0,0,0,0,1,0
ENSG00000273796,0.000320933,0.0,0.216161364,0.00167456,0.000629804,0.002241026,0.003413138,0.001480452,0.000193637,0.0,0.0,0.0,0.0,0.0,0.000514328,0.005789881,0.015315353,0.001251272,0.000954599,0.003364679,0.00184353,6.34e-05,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
ENSG00000273729,0.002225701,0.0,0.216118689,0.000218981,0.000833032,0.000163702,0.000399754,0.000311962,5.39e-05,3.48e-05,0.000757044,0.000230718,0.000544478,0.000345411,0.000208438,0.000979297,0.007015509,0.002736327,7.22e-05,0.000779994,0.00022443,0.00046138,0.0,0.000563754,0.000191554,0.0,0.0,0,0,0,0,1,0
ENSG00000273674,0.044694349,0.0,0.215968773,0.0,2.21e-05,0.0,1.52e-05,1.64e-05,0.0,0.0,1.58e-05,0.0,0.0,2.3e-05,1.22e-05,0.0,0.0,0.0,0.0,6.55e-06,0.0,0.0,0.0,0.0,3.14e-05,0.0,0.0,1,0,0,0,1,1
ENSG00000273456,0.000393843,0.006604876,0.216317653,0.0,0.000120729,0.001857173,0.00061486,0.000875683,0.0,0.000185477,0.000942362,0.000372295,0.000228174,0.000211085,0.000207085,0.0,0.0,0.001686959,0.002194594,0.000893606,0.003625608,0.000980432,0.000623463,0.0,0.003513738,0.0,0.0,1,0,0,0,0,0
ENSG00000273387,0.000873615,0.014650815,0.221341355,0.000343499,0.000499014,0.0,0.0,0.0,0.0,0.0,0.000512582,0.0,0.000719531,0.0,0.000182722,0.000154626,0.000386682,0.000321452,0.000121375,0.000561508,0.000122902,0.0,0.0,0.003814493,0.0,0.000156282,0.000165159,0,0,0,0,0,1
ENSG00000273382,0.001835764,0.030786362,0.216241171,0.000145987,5.23e-05,0.000406433,0.000127541,7.11e-05,0.000131336,0.000191273,7.89e-05,0.000346077,0.000100203,0.000299356,6.09e-05,0.000970707,0.000870034,0.000475536,0.000669204,0.000201007,0.00091375,0.000317199,0.000395289,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000273366,0.000384729,0.006452036,0.234079485,0.000128812,0.00015896,0.000327404,0.000140866,0.000591086,0.000260988,0.000492674,0.000392322,0.003911719,0.000723153,0.0,0.000110987,0.000910575,0.002085319,0.000292229,0.000131216,0.0,0.000203055,0.0,0.00062025,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000273344,0.001424345,0.023886724,0.216049412,0.009257311,0.000720351,0.000688678,0.000277924,0.00244644,0.000400744,0.000527451,0.001242025,0.0,0.001843497,0.002183766,0.002930317,0.00444979,0.005910704,0.002539737,0.002142107,0.003436779,0.002161472,0.004100512,0.00146546,0.011394669,0.006015382,0.006476156,0.002122997,1,0,0,0,1,0
ENSG00000273311,0.001397004,0.023428203,0.236476475,0.00558616,0.000315908,0.002511981,0.001073625,0.000670445,0.001133195,0.001785217,0.000857589,0.001012013,0.000319926,0.000529631,0.001917902,0.00104802,0.00248581,0.000810272,0.000623278,0.000412938,0.000435501,0.00096313,0.000510983,0.000480777,0.0,0.0,0.000111839,0,0,0,1,1,0
ENSG00000273270,0.004547748,0.076267208,0.220774114,0.000339206,0.000116705,0.000496751,0.000159902,0.000112197,0.000104395,0.000173885,7.1e-05,0.000246449,0.000205235,0.0,9.47e-05,0.000360794,0.000510972,0.000435687,0.001210471,0.000550584,0.000617182,0.000507518,0.000392075,0.000722386,0.000660434,0.000337339,0.000897949,0,0,0,0,1,0
ENSG00000273254,0.000369757,0.006200941,0.216021147,0.000626887,0.000122741,0.000254021,0.00012183,0.000558248,6.4e-05,6.38e-05,0.000208976,0.00027791,0.0,0.000214923,0.000293708,0.000730178,0.0,0.000483506,0.000183703,0.00030588,0.000702679,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000273230,0.001925599,0.032292929,0.216711979,0.0,0.000410479,0.000400788,0.000510162,0.000541829,0.000437787,0.00022605,0.000157718,0.000461436,0.001067224,0.000337735,0.000223327,0.002783266,0.016710168,0.00256099,0.000790579,0.001953262,0.000972529,0.003927494,0.000713448,0.0,0.000471739,0.00134364,0.000207313,0,1,0,0,1,0
ENSG00000273213,0.001038964,0.006899639,0.215949098,0.0,0.0,0.001732985,0.0,0.0,9.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003096706,0.0,0.0,0.002076208,0.0,0.0,0.0,0.004492142,0.0,0,0,0,1,0,0
ENSG00000273209,0.000455686,0.007642005,0.216239508,0.0,0.000438649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79e-05,0.000206168,8.29e-05,0.000358645,0.0,0.0,0.000368706,0.000213388,0.000196037,0.0,0.0,0.0,0.0,1,0,0,0,0,0
ENSG00000273183,0.000397749,0.006670378,0.228877325,0.0,0.000118717,0.000722547,0.001536198,0.002873335,0.000319921,0.0,0.001904439,0.000157308,0.000271635,0.0,3.93e-05,0.000197578,0.003328224,0.000911223,0.000285396,0.002523509,3.74e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000273117,0.001012925,0.016987085,0.216013665,0.011163733,0.000953761,0.001930556,0.000432115,0.0,0.000250886,0.000307197,0.002896088,0.0,0.000954948,0.0,0.002171006,0.002937892,0.002941542,0.001798537,0.000275554,0.000179158,0.00235384,0.001747475,0.002101779,0.0,0.001289419,0.0,0.000199842,1,0,0,0,0,0
ENSG00000273084,0.000568957,0.009541589,0.216409376,0.0,0.000255543,0.001106401,0.000633896,0.003820168,0.000296348,0.000144904,0.0,0.0,7e-05,0.0,0.000117754,1.72e-05,0.000345251,0.004548147,0.000623278,0.001562172,0.001164897,0.0,0.0,0.0,0.0,0.001667639,0.000302568,0,0,0,0,0,0
ENSG00000273066,0.006999339,0.046583478,0.213461771,0.000695586,0.000474868,0.000254021,0.000449247,0.120299703,8.92e-05,4.64e-05,0.000686071,0.000550577,0.000511881,0.000506603,0.001507793,0.000962117,0.005234011,0.004208099,0.000265713,0.006185328,0.000341988,0.000905458,0.000151045,0.001076258,0.009509106,0.0,0.0,0,0,0,1,1,0
ENSG00000273064,0.000593043,0.009945523,0.21826545,0.000755699,4.23e-05,0.00028789,0.00016942,0.000207975,1.85e-05,0.0,0.000248405,0.000267423,0.000140043,0.000245626,0.0,0.000962117,0.000483352,0.000390524,0.000114814,0.000332098,0.000251148,0.000299897,0.0003278,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000273038,0.0012948,0.021648708,0.217162557,6.44e-05,0.00034609,0.007344017,0.004827506,0.000922204,0.00701638,0.001211398,5.32e-05,0.0,0.000303024,0.000433683,0.000110987,0.009002663,0.076134841,0.001758688,0.005520929,0.005693736,0.000379393,0.014020174,0.006147864,0.0,0.0,0.001356981,0.00066155,0,0,0,0,0,0
ENSG00000273008,0.000939364,0.015753447,0.215990665,0.0,0.000167009,0.0,9.14e-05,0.000106724,0.0,7.54e-05,0.000270091,0.0,0.00033562,0.0,0.0,0.000936346,0.00245819,0.000563205,0.000377247,0.001179822,0.00029924,0.001015035,0.000433853,0.0,0.001358035,0.000768067,0.0,1,0,0,0,1,0
ENSG00000273000,0.041936145,0.033384644,0.224043442,0.0,0.002694273,0.000778996,0.008368185,0.008187637,0.001724208,0.000127516,0.008382686,0.000351321,0.003318778,0.001174398,0.004435403,0.002147582,0.016572068,0.005977413,0.0,0.006259613,0.00026985,0.006038306,0.0,0.0,0.0,0.0011683,0.0,0,0,0,0,0,1
ENSG00000272944,0.001224494,0.020535159,0.216418798,0.0,8.05e-06,0.000118543,0.0,0.0,4.55e-05,8.69e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000143458,3.94e-05,0.0,0.000403439,0.00029413,0.000424212,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000272918,0.001678227,0.028144412,0.241249948,0.000133106,0.000171033,0.000124188,0.000732882,0.000295543,0.000402427,6.96e-05,0.000185318,0.0,8.81e-05,0.000157354,0.000161066,3.44e-05,0.001104805,0.000616338,9.19e-05,0.000489408,2.14e-05,0.000720906,9.96e-05,0.000627207,0.000157246,0.0,0.000211223,0,0,0,0,1,0
ENSG00000272913,0.000993396,0.016659571,0.234048172,3.43e-05,0.0,0.001292683,7.61e-05,0.0,0.000885677,0.004219605,0.002596425,0.0,0.0,0.0,0.0,0.001142514,0.000939084,0.000674784,0.002650571,0.0009089,0.007147017,0.0,0.0,0.000314824,2e-05,0.0,0.0,1,0,0,0,0,0
ENSG00000272841,0.001273968,0.021364862,0.216119243,0.0,7.04e-05,0.000118543,1.14e-05,4.1e-05,3.54e-05,0.0,5.72e-05,0.000152064,7.36e-05,0.000253302,0.000146177,0.000463878,0.000662883,0.000130175,0.001036609,0.001013773,0.00022443,0.000265293,0.000340655,0.0,0.000717614,0.000301128,0.000160998,0,0,0,0,0,1
ENSG00000272768,0.000893796,0.014989247,0.216061882,9.45e-05,2.01e-05,0.000434657,0.00024937,0.0,8.08e-05,0.000220254,0.000165603,0.0,0.000218515,9.98e-05,6.9e-05,0.000343613,0.000952894,0.000337392,0.000390369,0.0,6.41e-05,6.92e-05,0.0,0.000107382,0.0,0.0,0.000452492,0,0,0,0,0,1
ENSG00000272767,0.000824792,0.013832029,0.23163899,0.0,0.000122741,0.000524976,0.00014848,0.0,0.0,0.0,6.51e-05,0.0,0.000251112,0.0,0.000500793,0.002491195,0.002292469,0.000491476,0.000892271,0.001212595,0.001164897,0.000236457,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000272752,0.020610034,0.040917477,0.211494854,0.007153377,0.009135176,0.005238469,0.024358347,0.019828749,0.008875291,0.002040249,0.038352956,0.007750028,0.024487002,0.007361097,0.030645834,0.022927584,0.149507671,0.090232375,0.002634169,0.033299395,0.006644722,0.022861361,0.001182652,0.142949533,0.020596392,0.035352034,0.0,0,0,0,1,1,0
ENSG00000272734,0.003840132,0.062009411,0.215441435,0.0,0.002440742,0.001281393,0.001861712,0.0,0.005536323,0.005912084,0.005774432,0.002779103,0.0,0.0,0.0,0.00289494,0.015660604,0.015352654,0.0,0.0,0.001317189,0.068076566,0.008362123,0.000793161,0.005823827,0.00569856,0.000926713,0,0,0,1,1,0
ENSG00000272702,0.001837066,0.030808197,0.2280593,0.000322031,0.000134814,0.0,0.000106601,0.000402267,0.0,0.0,0.0,0.0,0.0,0.000172706,0.0,0.003977322,0.0,0.000316139,0.000872589,0.001077134,0.000462218,0.000784345,0.0,0.000524706,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000272696,0.000328745,0.005513161,0.217723702,0.002292859,0.000104632,0.0,0.0,0.000355746,0.0,0.000266623,0.0,0.001746116,0.0,0.000963313,0.000289648,0.001185465,0.002623911,0.000796988,0.000190264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000272686,0.001322141,0.022172731,0.215948821,0.003769907,0.00042054,0.001100756,0.00024366,0.000435105,0.000255937,0.001251971,0.000666356,0.001557347,0.000735226,0.001838355,0.001752776,0.003857057,0.003438704,0.000974983,0.002174911,0.000609575,0.002425978,0.002162717,0.0018961,0.00542766,0.005249164,0.001812485,0.002973308,1,0,0,0,0,0
ENSG00000272677,0.006287818,0.009148571,0.215976809,0.004237925,0.001161013,0.001337842,0.000637703,0.001059029,0.000237415,0.000168089,0.000691986,0.00162027,0.0,0.000963313,0.000718706,0.005326003,0.007623151,0.002558333,0.001033329,0.0,0.000897719,0.0,0.00130156,0.00083709,0.004042657,0.0,0.0,0,0,0,0,0,0
ENSG00000272667,0.000365851,0.006135438,0.216124231,0.0,0.000291762,0.004465117,0.000531102,0.000897575,0.000159961,0.001315728,0.000733386,0.0,0.00070263,0.00117056,0.0005035,0.005300232,0.006615017,0.000680097,0.0030475,0.000904531,0.002319107,0.001459113,0.004418877,0.0025674,0.002107099,0.0,0.00273356,1,0,0,0,0,0
ENSG00000272661,0.000329396,0.005524078,0.226339564,0.0,0.000877299,0.000502396,0.001469572,0.001280687,0.000683621,0.0,0.003517101,0.000136333,0.003056801,0.001592729,0.007851624,0.0,0.003714905,0.012701339,0.001305603,0.017520363,0.0,0.019389479,0.0,0.007809583,0.00458873,0.0,0.000405702,0,0,0,0,0,0
ENSG00000272654,0.000878823,0.014738152,0.215963785,0.0,0.000217313,0.000293535,2.28e-05,0.000391321,0.000117866,0.000133312,0.000433723,0.002564116,0.001355761,0.003776496,0.000935265,0.000901984,0.000704313,0.000502103,0.000820102,0.000286216,0.001103446,0.0,0.000510983,0.0,0.0,0.0,0.000629958,1,0,0,0,1,0
ENSG00000272589,0.003136423,0.015196672,0.218789462,0.000682705,0.001567468,0.0,0.001498126,0.002832288,0.00035023,5.8e-05,0.003820707,0.000833731,0.001008068,0.000913421,0.001407635,0.001795378,0.020922236,0.003987599,0.0,0.004216773,3.74e-05,0.002664467,0.0,0.0,0.003685279,0.002315635,0.0,0,0,0,1,0,0
ENSG00000272540,0.000458941,0.007696591,0.216967473,0.000227568,1.41e-05,0.0,0.0,0.000210711,5.22e-05,0.0,0.0,0.000356564,2.17e-05,0.0,3.25e-05,0.0,0.000455732,0.000417091,0.000298517,0.000489408,0.000355347,0.0,0.0,0.0,0.0,0.0,0.152014608,0,0,0,0,0,0
ENSG00000272512,0.001313678,0.022030808,0.21620099,0.0,0.000199203,9.6e-05,0.003569233,0.001937449,0.000298032,0.0,0.00061707,5.77e-05,0.000602426,4.61e-05,0.001036777,0.001202646,0.036348069,0.007183523,0.0,0.00235746,0.000229773,0.001188053,0.000157473,0.000319705,0.003576636,0.000514586,6.7e-05,0,1,0,0,0,1
ENSG00000272501,0.001803215,0.030240505,0.21602558,0.003684032,4.43e-05,0.000208861,6.28e-05,0.000790851,0.0,0.0,0.000611155,0.000298885,0.000386326,0.000426007,0.000747129,0.000584142,0.001588156,0.000656187,0.00023947,0.000388904,0.000323286,0.000374871,0.000273167,0.0,7.15e-05,0.0,0.000541562,0,0,0,0,1,0
ENSG00000272476,0.001631356,0.027358377,0.216163858,0.000824399,6.24e-05,0.00231441,0.000281731,0.000153245,0.000340127,0.000701335,2.17e-05,0.000723616,0.00014125,0.000287843,0.000131289,0.000678636,0.000538592,7.44e-05,0.000357565,9.39e-05,0.000347332,0.000161483,0.000417785,0.000292859,4.29e-05,0.0,0.000270182,0,0,0,0,1,0
ENSG00000272449,0.00060411,0.010131115,0.218215016,0.0,0.000245483,0.0,0.000110408,0.000656762,8.59e-05,0.0,0.001050793,0.0,0.0,9.21e-05,0.000640203,0.001889872,0.002251039,0.001833073,0.000314919,0.000725372,0.004234775,0.00146488,0.001295133,0.006176892,0.001163622,0.001839167,0.00022656,0,0,0,0,0,0
ENSG00000272447,0.001063051,0.017827706,0.219760451,0.0,0.000706266,0.002963573,0.000536813,0.00145035,0.000180166,0.0,0.001176967,0.0,0.001221754,0.0,0.001369737,0.004698909,0.008009833,0.000770422,0.000747933,0.000963522,0.001402686,0.002479916,0.002262465,0.00172543,0.003702433,0.0,0.002278912,0,0,0,0,0,0
ENSG00000272419,0.033780665,0.0,0.216196834,0.0,0.001849169,0.000451592,0.000211299,0.004887406,0.005795628,0.010792451,0.007956848,0.007251886,0.0,0.004705268,0.0,0.000146036,0.000635263,0.016819113,0.002138827,0.004050724,0.007374119,0.006880324,0.00341298,0.006379453,0.0,0.001448463,0.0,0,0,0,0,0,1
ENSG00000272356,0.002764713,0.046365135,0.264307604,5.58e-05,0.000132802,0.000112898,0.000258888,0.000380375,0.000259305,3.48e-05,0.000321349,0.0,9.05e-05,0.000168868,0.000119108,8.59e-05,0.0,0.000417091,5.25e-05,0.000395459,3.74e-05,0.000282595,2.25e-05,0.000305062,0.0,0.000146752,0.000723171,0,0,0,0,1,0
ENSG00000272269,0.000664,0.011135493,0.216108713,0.0,8.65e-05,0.002320055,0.000432115,0.000270914,8.42e-05,0.0,0.001987241,0.0,0.000877683,0.0,0.0,0.004363886,0.0,0.000337392,0.000472379,0.000364871,0.000593136,0.001136147,0.002760593,0.000414884,0.0,0.0,0.001198606,0,0,0,0,0,0
ENSG00000272106,0.001282431,0.021506785,0.216054123,0.012803943,0.000758582,0.002032165,0.001269695,0.00313604,0.000553969,0.000643374,0.001003478,0.002616552,0.002512323,0.002667342,0.003471715,0.003582166,0.008286034,0.001979188,0.00200105,0.006523981,0.002425978,0.003714106,0.001992512,0.003055499,0.002933356,0.0,0.002216742,0,0,0,0,1,0
ENSG00000272092,0.00067051,0.011244664,0.215974038,0.000326325,7.44e-05,0.000451592,0.000112312,7.66e-05,0.000117866,0.0,0.000279949,0.0,0.000497394,0.000168868,0.000157005,0.001151104,0.001173855,0.000385211,0.000449416,0.000782179,0.000772145,0.00113038,0.000510983,0.000500301,0.0,0.0,0.0,1,0,0,0,0,0
ENSG00000272086,0.000477819,0.008013188,0.215982074,0.00415205,0.000903457,0.002066034,0.000453055,0.000985143,0.000188585,0.000741909,0.000508639,0.0,0.005272136,0.0,0.001524035,0.002860579,0.003300603,0.001732122,0.001256397,0.000428232,0.002487429,0.0,0.000600967,0.0,0.001255111,0.0,0.002701078,1,0,0,0,0,0
ENSG00000272084,0.002170368,0.036397777,0.25329309,5.58e-05,0.000352127,0.0,0.000727172,0.000733385,0.000166696,1.74e-05,0.000546097,4.72e-05,0.00028733,6.14e-05,0.000651031,0.000206168,0.002637721,0.000263006,3.94e-05,0.000801842,2.67e-05,0.000536354,0.0,0.000388039,0.0,0.000129599,9.81e-05,0,0,0,1,0,0
ENSG00000272030,0.001882635,0.01076431,0.216063821,0.001416935,0.000883335,0.001891042,0.007018539,0.001502344,0.002377521,0.00159974,0.008248626,0.0,0.003196844,0.001535161,0.004022587,0.00131432,0.0,0.017738306,0.000984123,0.007487503,0.00085497,0.008748911,0.001108737,0.0,0.0,0.0,0.0,0,0,0,0,1,0
ENSG00000272017,0.000606714,0.010174784,0.216191569,0.0,0.000152924,0.0,0.000285539,0.000804534,6.4e-05,0.0,0.0,0.000367051,0.0,0.0,0.000219266,0.000463878,0.003894436,0.001017489,7.54e-05,0.001437635,8.82e-05,0.000853552,0.000237816,0.000331907,0.0,0.000364022,9.3e-05,0,0,0,0,0,0
ENSG00000271936,0.000677019,0.011353836,0.242060491,0.002537602,0.000794801,0.001670891,0.001420079,0.001111023,0.000341811,0.00049847,0.002105529,0.003717706,0.002532847,0.00252534,0.001422523,0.004810583,0.015978235,0.001482399,0.000469099,0.0,0.000526341,0.004406176,0.001050889,0.0,0.001824056,0.002033566,0.0,0,0,0,0,0,0
ENSG00000271918,0.001003811,0.016834245,0.216066593,0.001919303,0.000132802,0.000293535,0.000338839,0.000853791,0.000139755,0.0,0.000451466,0.000665936,0.001758988,0.001596567,0.000965042,0.001116743,0.00255486,0.001737435,0.000360845,0.001332762,0.000860314,0.001280329,0.00035351,0.002757759,0.001864082,0.0,0.000258609,0,0,0,0,0,1
ENSG00000271858,0.001820141,0.012380048,0.219950547,0.0,0.001436678,0.0,0.000137059,0.000262705,0.0,0.0,0.00079253,0.0,0.0,3.07e-05,0.000981284,0.000223349,0.00240295,0.003150761,5.58e-05,0.0,0.001464137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
ENSG00000271855,0.000526643,0.008831974,0.215978195,0.0,0.000209264,0.000270955,0.000118023,0.000448788,0.000106079,0.0,0.000516525,0.0,0.0,0.000502765,0.000484551,0.00210463,0.002264849,0.000831525,0.000216507,0.000932934,0.000267178,0.000380638,0.0,0.000341669,0.00105212,0.0,0.0,1,0,0,0,0,0
ENSG00000271797,0.000570259,0.009563423,0.21605052,0.0,7.04e-05,0.000733837,0.0,0.000106724,9.6e-05,0.0,0.00034895,0.000351321,0.000446689,0.000333898,0.0,0.00052401,0.0,0.0,0.000226348,0.000113613,0.000211071,0.000507518,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ENSG00000271780,0.000658141,0.011037238,0.220133716,0.001202248,0.000221337,0.000423368,0.0,0.001004299,0.000101028,0.000133312,0.000437666,0.0,0.000628986,0.0,0.0,0.00130573,0.001118615,0.000706663,0.00095788,0.001376459,0.001266425,0.000790113,0.0,0.002857819,0.0,0.000518397,0.000670847,0,0,0,0,0,1
ENSG00000271614,0.002320093,0.038908722,0.216043315,0.000167456,5.84e-05,0.000169347,8.76e-05,8.48e-05,0.0,3.48e-05,0.000522439,0.0,0.000437031,0.000399142,0.000121815,0.001254188,0.001864358,0.001609917,0.000232909,0.000190083,0.000961842,0.000392173,0.000356724,0.000263573,0.001609629,0.000564138,0.000248514,0,0,0,0,1,0
ENSG00000271576,0.000997953,0.016735991,0.215984845,0.00387725,0.001865266,0.0,0.000167516,0.005412816,0.000223945,0.0,2.56e-05,0.00046668,0.004130061,0.002364148,0.006622651,0.001950004,0.005772604,0.000401151,0.000249311,0.004286688,2.67e-05,0.0,0.000305304,0.007394699,0.005663722,0.002046907,0.000261399,1,0,0,0,0,1
ENSG00000271380,0.000475867,0.007980436,0.216510798,0.0,0.000100608,0.000344339,0.0,0.000465207,0.0,0.0,0.000272063,0.0,0.000822149,0.0,0.00011234,0.001443175,0.001740067,0.000935133,0.000672484,0.000356132,0.001448106,0.0,0.000488487,0.000507623,0.0,0.0,0.00587829,0,0,0,0,0,0
ENSG00000271155,0.000868408,0.014563478,0.218947691,0.0,0.00010262,0.000485462,0.000239852,0.002985532,2.69e-05,0.0,0.001819666,0.0,0.000417714,0.0,0.000178661,0.000343613,0.000538592,1.59e-05,0.000393649,0.000703524,1.87e-05,0.0,7.39e-05,0.0,0.002069932,0.0,3.31e-05,0,0,0,0,0,0
ENSG00000271122,0.00268985,0.045109663,0.216047749,0.003052852,0.000356151,0.001987005,0.000277924,0.000503518,0.000939558,0.00282273,0.000512582,0.003277244,0.000960985,0.002202956,0.000438532,0.003642299,0.002706771,0.000369271,0.006842934,0.001162344,0.00212941,0.00255489,0.003390484,0.002533233,0.000929182,0.000253481,0.001872799,0,0,0,0,1,0
ENSG00000270504,0.00175309,0.029399884,0.216202376,0.0,2.41e-05,0.002224091,0.000582499,0.000654026,0.000175115,0.000597005,0.0,0.000141577,0.000102618,8.44e-05,0.0,0.000249119,0.000386682,4.25e-05,0.001938722,0.00075596,0.0,0.000842018,0.001118378,0.001508226,0.0,0.0,0.000404199,0,0,0,0,0,0
