ID,gene_length,GC_content,repeat_coverage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,MCF.7_cell,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_ERV1
ENSG00000278175,0.001715333,0.482568481,0.0,0.0,0.0,0.0,0.33045593,0.0,0.002837747,0.004597684,0.002823371,0.000693469,0.000376273,0.003149855,0.00088517,0.0,2.69e-05,3.21e-05,4.6e-05,0.000259305,0.000863628,0.000616594,0.005728514,0.00091279,0.002480219,8.12e-06,0.003715196,0.00167909,0.004752708,0.000148702,0.001828758,0.001961685,0.001437635,0.003796603,0.000883775,0.004575602,0.002006318,0.004396166,0.001789615,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
ENSG00000278156,0.002911184,0.59889719,0.0,0.945273632,0.905472637,0.800995025,0.216296316,1.72e-05,2.21e-05,0.0,0.000591822,0.000183565,0.000434625,0.0,0.000637703,0.000155981,5.38e-05,3.85e-05,0.0,6.4e-05,0.0,5.78e-05,0.000443641,2.96e-05,5.24e-05,0.0,0.000453301,0.0,0.001307061,0.000390727,0.000507333,0.000141058,0.001177638,0.000109543,7.39e-05,0.0,0.000363366,6.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
ENSG00000278112,0.000259741,0.661686233,0.0,0.019900498,0.019900498,0.024875622,0.219789824,0.000364968,0.000110562,0.0,0.0,5.61e-05,0.000486941,9.6e-05,0.001880748,0.001806096,0.001209948,0.0,0.000353568,0.000464728,0.0,0.000332383,0.000216275,0.0,0.000220231,0.000920377,0.001616928,0.0,0.003493466,0.000486101,0.0,0.000131216,0.002379309,0.000128246,0.0,0.0,0.0,0.000153355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000278107,0.000337208,0.460512273,0.0,0.0,0.0,0.0,0.220623644,0.0,0.000206382,0.000271784,0.000347492,2.29e-05,2.01e-05,0.000513686,0.0,0.0,0.0,4.49e-05,2.12e-05,0.00011955,0.0,0.0,0.001386378,2.17e-05,0.0,0.0,0.000528072,0.0,0.00023644,2.87e-05,0.000401147,0.000351004,0.000163864,8.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000278090,0.0015936,0.450729278,0.0,0.0,0.0,0.0,0.221696609,0.0,0.009007083,0.009912576,0.0,6.37e-05,3.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.05e-06,0.0,0.0,3.88e-05,0.004317517,0.0,0.0,8.88e-05,0.0,0.000255036,6.15e-06,0.0,6.56e-06,0.000102688,8.02e-06,0.0,0.0,0.0,7.67e-05,0.00062322,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000278041,0.002347435,0.495197439,0.0,0.0,0.0,0.0,0.218186474,0.0,4.42e-05,0.0,0.002600759,0.000708766,0.004815083,0.0,0.0,0.000169664,0.0,0.0,0.00062228,0.000452941,1.16e-05,0.000163783,0.0,9.66e-05,0.0,0.002483663,0.0,0.0,3.72e-05,1.74e-05,0.0,0.0,6.99e-05,0.0,0.00018961,0.0,0.0,0.001124601,0.011484789,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000278022,0.000254533,0.42796158,0.0,0.0,0.0,0.0,0.219062968,0.0,0.000265348,0.000143442,0.001465981,0.000155521,0.001072478,0.0,0.0,0.002430021,0.002375084,0.0,0.000205069,0.001050689,7.54e-05,0.000457628,0.000282821,0.0,0.0,0.000345141,0.002869347,0.0,0.057242367,0.0,0.0,5.25e-05,0.002761658,0.001383983,0.0,0.0,0.0,0.000779553,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000278002,0.000807215,0.405016009,0.0,0.0,0.0,0.0,0.218683329,0.000266212,0.000810785,0.0,0.000211753,2.04e-05,2.01e-05,0.0,0.000104697,9.85e-05,0.000116514,0.0,0.000148499,0.0,0.0,3.85e-05,0.000305003,0.00041598,0.0,9.07e-05,0.000294412,0.0,0.000483506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011815,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277999,0.000315725,0.57470651,0.0,0.233830846,0.0,0.0,0.246037554,0.00010305,0.000420134,0.0,0.0,0.0,0.0,0.000304825,0.001064107,0.012002332,0.00520726,0.001816863,0.0,0.0,0.0,0.0,0.001330923,0.001212453,0.0,0.0,0.0,0.0,0.00019659,0.000201004,0.000318558,0.0,0.000777809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000277991,0.007992735,0.332266097,0.0,0.0,0.0,0.0,0.233467352,0.0,0.001282514,0.001049389,0.002171824,0.000328888,0.000702242,0.000519331,0.005903035,0.000799061,0.004866682,0.001759083,0.001926946,0.0,0.0,0.001994297,0.0,0.0,0.004373155,0.002313123,0.000705654,0.0,0.0,0.0,0.00090848,0.0,0.0,9.62e-05,0.0,0.000616121,0.001237229,0.000332268,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1
ENSG00000277969,0.001450384,0.656172181,0.0,0.850746269,0.900497512,0.631840796,0.216168846,0.005281305,0.009316656,0.019425025,0.0,4.33e-05,3.22e-05,0.000756417,9.52e-05,0.001543391,0.006121443,0.00620173,0.002450226,0.000106079,0.00042312,0.000342017,0.001968657,0.004339203,0.0,0.000848641,0.000757059,0.001453204,0.000215187,5.03e-05,0.001710773,0.000852906,0.00029714,0.000694663,0.000623463,0.001803059,0.001868105,0.000715655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000277938,0.001768062,0.507470651,0.0,0.0,0.0,0.0,0.216619424,2.58e-05,0.000199011,5.28e-05,0.000217182,6.37e-05,6.44e-05,7.9e-05,9.71e-05,0.000503518,0.000967959,0.00013482,4.95e-05,0.000400744,0.000365158,0.00030348,0.000427004,0.000104488,0.0,3.52e-05,0.00023366,0.0,0.000653531,0.00013537,0.000342155,6.23e-05,0.000443526,7.48e-05,0.000176755,0.002165483,0.0,0.00085623,0.001170206,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1
ENSG00000277895,0.000809168,0.685343294,0.0,0.069651741,0.07960199,0.0,0.216231749,0.000279093,0.0,0.0,0.0,7.65e-06,1.41e-05,0.000135478,5.52e-05,7.39e-05,0.0,0.0,7.07e-05,0.0,4.64e-05,9.15e-05,8.87e-05,0.0,0.000167795,0.0,0.000154216,0.0,0.00020456,6.05e-05,0.000200573,5.9e-05,0.000107058,0.000136261,0.0,0.0,0.0,0.000421725,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
ENSG00000277879,0.000966706,0.380469584,0.0,0.0,0.0,0.0,0.223590092,0.000214687,0.00248395,0.001162633,7.06e-05,1.78e-05,3.02e-05,0.000750772,0.00044544,0.000232603,0.000708044,0.00030174,0.000325283,0.000831795,0.000782482,0.00091044,0.000443641,0.00088519,0.0,5.68e-05,0.000644902,0.0,0.000539296,0.0,0.000401147,0.00024275,0.000185713,0.00019504,0.000475632,0.0,0.0,0.00086901,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
ENSG00000277778,0.043974364,0.311277126,0.0,0.029850746,0.0,0.0,0.230306374,0.0,0.00524799,0.00294433,0.0,0.0,0.0,0.000739482,0.007502051,0.0,0.0,0.0,0.0,0.001564247,0.00022605,0.0,0.000737553,0.004747297,0.0,1.35e-05,0.0,0.001626384,5.31e-06,0.0,0.0158335,0.000672484,0.006901961,0.0,0.000433853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000277744,0.000248023,0.572572038,0.0,0.0,0.0,0.0,0.222338669,0.0,0.000921346,0.001170182,0.0,0.000124926,0.000313896,0.0,0.000963217,0.001154807,0.0,0.0,0.0,0.0,0.0,0.0,0.000942737,0.001555489,0.0,0.001296648,0.000453301,0.0,0.001886206,0.0,0.000401147,0.0,0.002894935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000277715,0.001275921,0.472073995,0.0,0.0,0.0,0.0,0.230779676,0.0,0.0,0.0,0.000233471,0.000109629,7.65e-05,9.03e-05,0.000144673,0.000106724,0.000188214,3.85e-05,0.0,0.00011955,4.64e-05,0.000154149,0.000460277,5.91e-06,4.72e-05,0.0,0.000425261,0.0,0.000581802,0.0,0.0,0.000141058,0.000900161,9.62e-05,7.07e-05,0.0,0.0,0.000332268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
ENSG00000277701,0.006385465,0.32906439,0.0,0.0,0.0,0.0,0.220765524,0.0,0.0,0.002166725,0.0,0.00010708,0.000203227,0.00173863,0.015066921,0.005226734,0.003181716,0.0,0.00018032,0.010186969,0.0,0.006218929,0.001691381,0.006107611,0.000461436,0.0,0.00309366,0.000180709,0.024836817,0.0,0.0,9.19e-05,0.006371041,0.00110879,0.0,0.0,0.000760171,0.000677316,0.001461804,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000277687,0.000720635,0.234258271,0.0,0.452736318,0.791044776,0.766169154,0.233050027,0.0,0.0,0.000203838,0.000662406,0.000331437,4.43e-05,0.000107253,0.000850905,0.000522673,0.0,0.0,0.000254569,0.000853685,0.0,0.0,0.0,0.000258262,0.0,0.00013941,0.000785098,0.0,0.001288465,0.0,0.000660712,3.94e-05,0.0,0.0,0.0,0.0,0.000245217,0.000523962,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000277639,0.000705012,0.498932764,0.0,0.233830846,0.0,0.174129353,0.218946028,0.0,0.000744448,0.00120793,0.00517437,0.001845851,0.001354179,0.000496751,0.000213202,0.000259968,0.0,0.00010914,0.0,0.000439471,0.000892609,0.00047208,0.002800484,0.000311492,8.39e-05,8.12e-06,0.000570131,0.000459303,0.000209874,5.85e-05,0.001710773,0.001056292,0.001254108,0.000138933,0.001455819,0.0,0.0,0.000217252,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277589,0.000891192,0.333866951,0.0,0.069651741,0.228855721,0.0,0.229727217,0.0,0.000316943,0.0,0.0,0.0,1.41e-05,0.0,0.0,0.0,0.0,0.0,5.66e-05,0.0,0.0,5.3e-05,0.0,0.00012026,0.0,1.35e-05,9.81e-05,0.0,0.000175337,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000277566,0.000331349,0.532017076,0.0,0.0,0.0,0.0,0.223822863,0.0,0.001031908,0.000709659,0.0,0.000224358,0.000309872,0.0,0.001008903,0.000673181,0.0,0.0001605,0.000388925,0.000417582,0.000168089,0.0,0.0,0.00083196,0.0,0.000537338,0.0,0.0,0.002672568,0.00030048,0.0,0.0,0.000893606,0.0,0.000260312,0.0,0.0,8.95e-05,0.00032781,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000277559,0.000904862,0.568836713,0.0,0.0,0.0,0.0,0.217112955,0.0,0.0,0.0,2.17e-05,1.02e-05,2.01e-05,0.0,0.0,0.000944096,0.000708044,0.0,0.0,0.000193637,0.000214458,0.000216771,0.000537915,0.0,0.000319859,0.0,0.000271046,0.0,0.00116626,0.0,0.0,0.000295237,0.001162344,0.00037405,0.0,0.002872209,0.0,0.000140575,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277534,0.001792149,0.293489861,0.0,0.0,0.0,0.0,0.246876639,0.0,0.003213657,0.001019191,0.0,0.000163169,6.04e-05,0.000316115,0.00017513,0.000166927,0.000430204,0.0,0.0,0.000338443,0.0,0.000987514,0.000576733,0.000662414,0.000644962,0.0,0.00227585,3.76e-05,0.000451627,0.0,0.000247767,0.000272274,0.000142016,0.000459547,0.000851638,0.002944694,0.00135315,0.002670927,0.002052625,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000277511,0.000515576,0.308253291,0.0,0.0,0.0,0.0,0.219828065,0.00059683,0.008822814,0.005088405,0.0,0.000469111,9.05e-05,0.000502396,0.0,0.0,0.0,0.0,0.000657637,0.000956396,0.000231846,0.0,0.000964919,0.001890639,0.000361808,0.000372211,0.0,0.0,0.0,0.0,0.0,0.000364125,0.000854279,0.000101528,0.0,0.0,0.0,0.000741214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000277496,0.001132055,0.653504091,0.0,0.0,0.0,0.0,0.218254919,2.58e-05,0.001415188,0.003193465,0.0,2.55e-06,0.0,0.0,5.71e-06,9.3e-05,0.00024199,0.00021186,0.0,8.76e-05,0.000197069,0.000192686,0.0,0.000621013,0.0,0.0,0.000107484,0.0,0.0,6.15e-05,0.00060172,3.94e-05,3.5e-05,7.75e-05,0.000151045,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
ENSG00000277491,0.000274063,0.680540733,0.0,0.0,0.0,0.0,0.216723617,0.0,8.11e-05,0.0,0.0,5.1e-05,2.82e-05,0.000389498,0.000125637,0.0,0.000394354,0.0,0.0,0.0,0.0,5.78e-05,0.0,0.00028192,0.0,7.58e-05,0.0,0.0,6.64e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000277476,0.001736164,0.688367129,0.0,0.0,0.0,0.0,0.239879369,0.0,0.0,0.000196289,0.001167355,0.00016062,0.000404443,0.001191074,0.00201971,0.007402259,0.004418553,0.001913163,8.49e-05,0.000373803,0.0,0.000298663,0.004319954,0.000212919,0.001137859,0.0,0.001682353,0.001987802,0.01930306,0.0,0.002465873,0.000511744,0.004524837,0.002645064,0.000331014,0.002183604,0.000492662,0.000907348,0.002776857,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000277459,0.000366502,0.778726432,0.0,0.467661692,0.915422886,0.696517413,0.215949653,0.0,0.0,0.0,0.002541034,0.000622082,0.001062417,0.0,0.0,0.0,0.000725969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002176041,0.0,0.0,0.001864153,0.000341163,0.0,0.000462218,0.000395289,0.0,0.0,0.000421725,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277425,0.001305215,0.524190679,0.0,0.0,0.0,0.0,0.215970159,0.0,0.000515954,0.0,0.0,2.04e-05,0.0,0.0,0.0,0.0,0.000439166,0.0,0.000318211,0.0,0.0,0.0,0.000288367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92e-05,5.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000277383,0.000334604,0.790110281,0.0,0.029850746,0.0,0.0,0.216020315,0.0,0.000228494,0.0,0.0,0.000349284,0.00088736,0.000423368,0.0,0.000369429,0.0,0.0,0.000219212,0.0,0.0,0.0,0.00038264,0.000567783,0.0,0.000483198,0.0,0.0,0.002531767,9.02e-05,0.000637116,0.000183703,0.0,0.001367953,0.000382434,0.0,0.0,8.95e-05,0.001494204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
ENSG00000277369,0.000481725,0.671469228,0.0,0.0,0.0,0.0,0.216004243,0.000339206,0.000619145,0.000921047,0.000228042,6.12e-05,0.000197191,0.000254021,0.000289346,0.000883893,0.000761819,0.000513601,0.000162641,4.04e-05,2.9e-05,0.0,0.000604461,0.000587498,6.82e-05,0.000249043,0.000434608,0.001280024,0.000568518,0.000182544,0.001592789,0.000190264,0.000183528,0.000475577,0.000752013,0.001205059,0.0,0.000140575,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277352,0.000376267,0.53432942,0.0,0.0,0.0,0.0,0.216606123,0.0,0.0,0.0,0.00061897,0.000201412,0.000412491,0.0,0.0,0.000623924,0.000788707,0.0,0.0,0.0,0.0,0.0,0.000837372,0.0,0.0,0.0,0.0,0.0,0.0,2.05e-05,0.0,0.0,0.000281846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000277342,0.0002988,0.165777303,0.0,0.23880597,0.23880597,0.805970149,0.216569545,0.0,0.001282514,0.000377478,0.0,0.000341635,0.000108656,0.000158057,0.000340743,0.000112197,0.000286803,0.0,0.000675315,0.0,0.0,0.0,0.0,0.0,0.0,0.000244983,0.000420588,7.53e-05,0.000874031,0.0,0.001191642,0.0,0.000196637,9.35e-05,0.0,0.0,0.003297049,0.000102236,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000277324,0.001051333,0.537886873,0.0,0.0,0.0,0.0,0.216121737,0.0,0.0,0.000392577,0.000439794,9.94e-05,5.03e-05,0.000129833,7.23e-05,0.0,0.000322653,8.35e-05,7.42e-05,0.0,3.48e-05,9.63e-05,0.0,0.00012026,0.0,3.25e-05,0.000243007,0.0,0.000377241,1.23e-05,0.0,6.89e-05,0.000211931,0.00024046,8.36e-05,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
ENSG00000277287,0.003651999,0.608146567,0.0,0.0,0.0,0.0,0.216091255,0.0,0.0,0.0,0.000836152,0.000101981,0.000146887,0.000366919,0.000142769,0.000177873,0.000224065,8.35e-05,0.0,0.000134704,0.000144904,9.15e-05,0.000366004,0.0,0.0,4.06e-06,9.81e-05,0.0,6.11e-05,2.46e-05,0.000188775,2.62e-05,5.68e-05,6.68e-05,2.89e-05,0.000851696,0.0,0.000894569,0.000251575,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277283,0.001318886,0.55923159,0.0,0.248756219,0.472636816,0.457711443,0.216113701,0.005015093,0.00334633,0.004099413,0.003621516,0.001124337,0.000794801,0.001766854,0.000574884,0.001412039,0.002787363,0.002182803,0.003613465,0.00032834,0.000585412,0.000732205,0.003149851,0.001283426,0.00210268,0.002028889,0.00417317,0.001995332,0.002414875,0.000233821,0.002902415,0.001879675,0.001795952,0.002124067,0.00246493,0.002681937,0.002079883,0.00313099,0.00219366,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
ENSG00000277268,0.048771438,0.525435788,0.0,0.771144279,0.76119403,0.771144279,0.215982906,0.0,0.0,0.0,0.000325774,0.000130025,0.000138839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,0.000271046,0.0,0.000526012,0.0,0.0,0.0,0.0,0.000975201,0.000864493,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277200,0.002004368,0.672002846,0.0,0.144278607,0.139303483,0.109452736,0.218203654,0.0,0.0,0.0,0.005950797,0.001022357,0.001326009,0.0,0.0,5.47e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.001913202,0.0,0.0,0.0,0.0,0.0,6.91e-05,0.0,0.0,8.86e-05,8.3e-05,4.54e-05,0.0,0.002138301,0.001509197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000277182,0.00132149,0.625400213,0.0,0.044776119,0.074626866,0.0,0.21607546,0.000790049,0.000899234,0.001019191,0.000504949,0.000147872,6.84e-05,0.000124188,0.000197973,0.000602032,0.000887296,0.000507181,0.000540959,2.02e-05,2.9e-05,3.85e-05,0.00270621,0.000812245,0.0,0.000384393,0.000406569,0.000128002,0.000175337,3.69e-05,0.000200573,0.000226348,0.000541844,0.000235117,0.000369579,0.0,0.001107933,0.000702875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
ENSG00000277152,0.004330971,0.523123444,0.0,0.0,0.0,0.0,0.237411994,0.0,0.0,0.0,0.0,2.55e-06,4.02e-06,2.82e-05,0.000700521,5.47e-06,0.0,0.0,0.0,1.35e-05,0.0,0.0,2.22e-05,0.0,1.57e-05,0.0,0.00013085,0.0,0.000223157,0.000153829,0.000141581,9.84e-06,0.000358316,0.0,1.61e-05,0.0,0.0,0.0,9.15e-05,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1
ENSG00000277147,0.047600975,0.367484881,0.0,0.0,0.0,0.0,0.222268007,0.000863042,0.00973679,0.009708738,0.007014991,0.002256323,0.001034247,0.0,3.62e-05,0.0,0.000609456,0.000609901,0.000947562,0.001232539,0.005158583,0.003232302,0.001669199,0.00300649,0.0,0.000307243,0.01085585,0.00488668,0.003692713,0.000325093,0.003551329,0.000121375,5.03e-05,0.008624513,0.002429579,0.008607567,0.0,0.004408946,0.000404045,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000277142,0.001422392,0.723230167,0.0,0.0,0.0,0.0,0.216034448,0.0,0.000302202,0.0,0.000396358,0.00021161,0.000195179,0.0,0.000125637,0.000492572,0.0,0.00029532,0.000487924,0.0,2.32e-05,0.000173417,0.0017912,0.000427809,0.000450949,0.000378979,0.000972026,0.000436714,0.001333627,0.000197927,0.000873084,0.000167301,0.001009404,0.000480921,0.000453136,0.000634242,0.002021922,0.001533546,0.002409023,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000277007,0.001657396,0.348452508,0.0,0.0,0.0,0.0,0.231995628,6.44e-05,0.001275144,0.000120793,0.000179175,7.9e-05,0.000173045,1.69e-05,0.000755726,0.000714229,0.000636343,4.49e-05,0.00041721,0.000264356,1.16e-05,0.0,0.000521278,0.001435229,0.0,0.00077826,0.0,0.0,0.001110471,0.0,0.0,2.62e-05,0.001431081,8.02e-06,0.0,0.0,0.0,0.000102236,0.001499922,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1
ENSG00000276997,0.017773713,0.457844184,0.0,0.0,0.0,0.0,0.220835632,0.0,0.008830185,0.002831086,0.0,7.65e-05,0.000378285,0.0,0.001401043,0.002301405,0.004947345,0.0,0.010981823,0.001086049,0.0,0.00304925,0.011628939,0.001717149,0.0,0.007131565,0.001462713,0.0,0.003599731,0.000266638,0.001026464,0.000249311,0.001793767,0.000480921,0.00013819,0.0,0.0,0.00029393,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000276952,0.000394494,0.557274991,0.0,0.0,0.0,0.0,0.22634566,0.0,9.58e-05,0.0,0.0,2.8e-05,5.63e-05,0.0,0.0,0.0,0.000483979,0.0,0.0,0.0,0.0,0.0,0.000188547,0.00014786,0.0,0.0,0.00049536,0.0,0.002303297,0.000412263,0.000802294,0.0,0.000332098,0.00031527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
ENSG00000276867,0.000302706,0.496798292,0.0,0.0,0.0,0.0,0.218156823,6.01e-05,0.000582291,0.000249136,0.0,0.0,2.41e-05,0.0,0.0,0.000429632,0.000627381,7.7e-05,0.0,2.69e-05,0.0,0.00010116,0.000199638,0.000301635,0.0,0.0,0.000289739,0.0,0.000185964,4.51e-05,0.0,5.25e-05,0.000113613,0.000112215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000276851,0.000335255,0.428139452,0.0,0.0,0.0,0.0,0.215973484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003317079,0.0,0.0,0.002822666,0.0,0.0,0.0,0.0,0.0,4.78e-05,0.0,0.000401147,0.006560819,0.018573464,0.0,0.00175791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ENSG00000276850,0.054499412,0.436499466,0.0,0.129353234,0.0,0.0,0.21691981,0.0,2.21e-05,0.0,0.0,2.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006462411,0.028650422,0.039471656,0.000216275,0.0,0.009994284,0.0,0.005977027,0.0,0.000300199,0.0,0.001970339,0.0,0.0,0.000339316,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1
ENSG00000276814,0.000592392,0.395055141,0.0,0.0,0.0,0.0,0.216540725,0.0,0.001488896,0.000988993,0.000304055,5.61e-05,2.82e-05,0.0,0.000144673,0.000134089,0.0,0.0,0.000296997,0.000159961,0.0,0.00020232,0.000410368,0.000317406,0.00068691,0.000158359,0.0,0.0,0.000154084,9.23e-06,0.000176977,9.51e-05,0.000144201,4.81e-05,0.000179969,0.0,0.0,0.000370607,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0
ENSG00000276791,0.002071419,0.672714337,0.0,0.024875622,0.139303483,0.0,0.215954641,0.001348235,0.000449617,0.001124885,0.002823371,0.000693469,0.000949736,0.000361274,0.000251274,0.000667708,0.00083352,0.000558541,0.000562173,1.85e-05,5.22e-05,4.34e-05,0.001109102,0.000863503,0.000755077,0.00080533,0.000771078,0.000293653,0.000600398,8.61e-05,0.000471937,7.54e-05,0.000222855,0.000478249,0.000488487,0.000480212,0.001085641,0.000383387,0.001166394,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
ENSG00000276744,0.000596298,0.652436855,0.0,0.368159204,0.268656716,0.089552239,0.216473665,0.0,0.000501212,0.0008682,0.001004469,0.000165719,0.000585537,0.000118543,0.000306478,0.000711493,0.000403316,0.0,0.000388925,4.21e-05,2.32e-05,1.45e-05,0.000305003,0.001007421,0.0,0.000649678,0.00048134,0.0,0.000948416,6.67e-05,0.000117984,0.0,0.000806212,0.000227101,3.86e-05,0.000117788,0.0,3.83e-05,0.000299222,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
ENSG00000276728,0.00108909,0.594272501,0.0,0.830845771,0.860696517,0.900497512,0.215957412,0.000257625,0.000781302,0.000581316,0.000260619,0.000119827,5.23e-05,0.000231441,0.000304575,0.00039953,0.000600493,0.000398041,0.000229819,7.24e-05,0.0,6.74e-05,0.00059337,0.000463295,0.0,0.000178661,0.000719673,0.000218357,0.00070135,7.9e-05,0.000471937,0.000265713,0.000784363,0.000472905,0.000212106,0.0,0.000521643,0.000396166,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0
