ID,gene_length,repeat_coverage,phastcons_elements_20way_exons_merged_percentage,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_1,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_8,with_repeat_Alu,with_repeat_ERV1
ENSG00000272688,0.000402306,0.079442067,0.0,0.216058002,0.00498933,0.002158731,0.008800702,0.010463694,0.002443302,0.000555795,0.001119419,0.000728192,0.00014848,0.014178803,0.011337737,0.003981176,0.000794074,0.000582874,0.001419651,0.002141015,0.0,0.001561933,0.003771154,0.0,0.002704447,0.000955673,0.000784018,0.003887443,0.001455819,0.00334336,0.000306709,0.000698286,0.0,0.001672382,0.002594948,0,0,0,0,0,0
ENSG00000272686,0.001322141,0.190241196,0.037178265,0.215948821,0.003769907,0.001739799,0.00334633,0.002453608,0.001688593,0.000724063,0.000816683,0.001100756,0.00024366,0.002930764,0.002612944,0.005575768,0.001251971,0.000857451,0.003343944,0.000666356,0.001557347,0.001752776,0.003857057,0.001076726,0.000974983,0.001380417,0.002174911,0.002425978,0.0018961,0.004738692,0.003731629,0.001531466,0.002973308,0.002652993,0.003510268,0,0,0,0,0,0
ENSG00000272677,0.006287818,0.266853921,0.037610619,0.215976809,0.004237925,0.000808292,0.002019592,0.003638889,0.006075677,0.001119238,0.002464129,0.001337842,0.000637703,0.001989693,0.0,0.001329416,0.000168089,0.000390188,0.002212659,0.000691986,0.00162027,0.000718706,0.005326003,0.003531361,0.002558333,0.001993936,0.001033329,0.000897719,0.00130156,0.0,0.001559105,0.000347286,0.0,0.000908489,0.001316833,0,0,0,0,0,0
ENSG00000272661,0.000329396,0.433285135,0.282722513,0.226339564,0.0,0.000828006,0.002373389,0.000807803,0.001058764,0.000693469,0.001246145,0.000502396,0.001469572,0.001846292,0.000423721,0.003525073,0.0,0.001305445,0.003327307,0.003517101,0.000136333,0.007851624,0.0,0.001054137,0.012701339,0.002843423,0.001305603,0.0,0.0,0.000199333,0.000511182,0.000857727,0.000405702,0.001704074,0.002438906,0,0,0,0,0,0
ENSG00000272589,0.003136423,0.0,0.820054945,0.218789462,0.000682705,0.0,0.003088353,0.003955971,0.002242408,0.000912727,0.000992692,0.0,0.001498126,0.001900067,0.0,0.000675315,5.8e-05,0.000327566,0.000743099,0.003820707,0.000833731,0.001407635,0.001795378,0.000316241,0.003987599,0.001073658,0.0,3.74e-05,0.0,0.0,0.001648562,0.000801241,0.0,0.000719389,0.000120808,0,0,0,1,0,0
ENSG00000272579,0.000405561,0.0,0.682608696,0.22485343,0.000330618,0.00255302,0.0,0.000422776,0.0,0.000101981,0.000323857,0.000694323,0.0,0.002375084,0.0,0.00098999,0.0,0.000852634,0.000648825,0.000141946,0.00108018,0.000121815,0.001340091,0.0,0.00255302,0.0,0.000501903,0.000657258,0.0,0.003415845,0.005699681,0.004807727,0.026167248,0.017432131,0.025861442,0,0,0,0,0,0
ENSG00000272572,0.001021388,0.161612349,0.0,0.21599593,0.000111637,0.000231645,0.000493842,0.000317082,0.000211753,5.61e-05,0.000176009,0.000124188,1.71e-05,0.000367466,0.00015408,0.000159106,4.06e-05,5.3e-05,0.000854009,9.86e-05,0.000183526,0.000110987,0.00025771,0.0,0.000116892,0.000283162,0.000203385,0.000138933,0.0,0.0,0.000217252,0.000129699,0.000113803,0.000226877,0.000310134,0,0,0,0,1,0
ENSG00000272501,0.001803215,0.149431907,0.0,0.21602558,0.003684032,0.000138001,0.002270198,0.00327651,0.000157457,7.14e-05,0.000246413,0.000208861,6.28e-05,0.002993502,0.002625784,0.002142622,0.0,0.0,0.000554551,0.000611155,0.000298885,0.000747129,0.000584142,0.000135532,0.000656187,0.000294961,0.00023947,0.000323286,0.000273167,0.0,0.000191693,0.000413634,0.000541562,0.001013883,0.00141611,0,0,0,0,1,1
ENSG00000272476,0.001631356,0.170917443,0.186941314,0.216163858,0.000824399,0.000187287,0.0,0.000143442,0.000396358,9.94e-05,0.002499331,0.00231441,0.000281731,0.000492942,0.000321,0.000427817,0.000701335,0.000467263,0.000415913,2.17e-05,0.000723616,0.000131289,0.000678636,0.001769445,7.44e-05,0.001864153,0.000357565,0.000347332,0.000417785,0.000951363,0.000613419,0.000206132,0.000270182,0.000372427,0.000515389,0,0,0,0,1,0
ENSG00000272455,0.000947176,0.755993715,0.0,0.216442629,0.008183875,0.001227224,0.007665603,0.00794969,0.004571689,0.00195803,0.00133767,0.001033017,0.001414368,0.005216222,0.002298364,0.009086698,0.000979551,0.001339165,0.004342136,0.002722599,0.0,0.007149161,0.001778198,0.0,0.002491917,0.001746168,0.001157985,0.001191615,0.001073386,0.0,0.004779553,0.000246173,0.000608836,0.000673313,0.000848392,0,0,0,0,1,0
ENSG00000272447,0.001063051,0.043688679,0.0,0.219760451,0.0,0.000734363,0.001378334,0.002951879,0.003730107,0.000859188,0.006526423,0.002963573,0.000536813,0.003360968,0.003730026,0.00130113,0.0,0.000327566,0.001098011,0.001176967,0.0,0.001369737,0.004698909,0.005473985,0.000770422,0.003858088,0.000747933,0.001402686,0.002262465,0.005789722,0.002389776,0.000386205,0.002278912,0.00111051,0.001749085,1,0,0,0,0,0
ENSG00000272416,0.000449827,0.0,0.307387863,0.216750497,0.0,0.000182359,0.0,0.0,0.0,8.16e-05,0.000147848,7.9e-05,0.000152287,7.17e-05,0.0,0.001198596,0.0,0.0,0.000105365,0.000177432,0.0,0.0,0.0,0.0,0.000257693,0.000141581,9.84e-05,1.6e-05,6.11e-05,0.000407727,0.001456869,0.000289568,0.0,0.000758008,0.001107482,0,1,0,0,0,0
ENSG00000272379,0.000263647,0.0,0.745762712,0.37492189,0.0,0.000349931,0.001945884,0.000634163,0.000890448,0.000364581,0.000788521,0.0,0.001246852,0.001640152,0.00029532,0.00028639,0.0,0.000346834,0.000909464,0.001267655,0.0,0.000276113,0.000188987,0.0,0.001782597,0.0,0.00032148,0.0,4.82e-05,0.0,0.0,0.014051923,0.0,0.01770598,0.015154056,0,0,0,0,0,0
ENSG00000272335,0.001594251,0.281471733,0.055643879,0.217513654,0.0,0.001867943,0.005012125,0.001094687,0.0,0.000693469,0.000415382,0.000604004,0.000197973,0.002590186,0.001097822,0.002948757,0.0,0.000828548,0.001253286,0.001031078,0.002962629,0.0,0.000687226,0.0,0.000812928,0.00090848,0.000711849,0.000515654,0.001079813,0.005200783,0.007591054,0.001579983,0.003604354,0.004292958,0.006237662,0,1,0,0,0,0
ENSG00000272323,0.001081929,0.042420172,0.013435701,0.216072135,0.0,0.000867435,0.0,0.0,0.000190035,4.84e-05,0.0,0.0,0.0,0.000430204,0.00030816,0.000123749,0.000179681,0.000105977,0.000892827,0.0,0.0,0.0,0.000618504,0.0,0.00026035,0.0,0.000547828,0.000414126,0.0,0.0,0.00028115,0.00037163,0.0,0.00065224,0.000562837,0,0,0,0,0,0
ENSG00000272316,0.003439779,0.158478233,0.054195477,0.288470923,0.0,0.001000508,0.003685386,0.000649262,0.000510379,0.000221808,0.000394261,0.000146767,0.00064151,0.002482635,0.000365941,0.001470843,0.0,0.000544337,0.000926101,0.001346513,0.000136333,0.0,0.000146036,3.01e-05,0.000658844,0.000719705,8.2e-05,2.94e-05,0.000199251,0.0,0.000255591,0.000263318,0.000519763,0.000646771,0.000872034,0,0,0,0,0,0
ENSG00000272301,0.000268855,0.0,0.104166667,0.218258245,0.0,0.000749149,0.002623995,0.0,0.0,0.000367131,0.0,0.0,0.0,0.00492942,0.000353101,0.00205423,0.0,0.0,0.00286703,0.000337121,0.000141577,0.000614487,0.000309252,0.0,0.002664598,0.0,0.000232909,0.0,0.0,0.0,0.0,0.000219484,0.0,0.000471063,0.000718402,0,0,0,0,0,0
ENSG00000272168,0.35782169,0.078391605,0.276122083,0.236105149,1.29e-05,0.001986229,0.000633886,0.0,0.004039592,0.001279858,0.00475929,0.002370859,0.007109911,0.0,0.0,1.77e-05,0.0,0.000139697,0.016192895,0.000364722,0.0,4.06e-06,0.000386565,9.04e-05,0.000111578,0.000247767,0.001033329,9.08e-05,9.64e-05,0.005807843,0.00084345,0.001130906,0.0,0.001514383,0.001287848,0,0,0,0,1,0
ENSG00000272145,0.001053937,0.114533225,0.191577699,0.216086267,0.00358957,0.000813221,0.003891768,0.002823537,0.001493129,0.000815846,0.000682916,0.0005532,0.000782376,0.003952498,0.0,0.004115532,0.0,0.000491348,0.001746836,0.00081816,0.000702641,0.000905488,0.001219826,0.0,0.002909008,0.000920278,0.000347723,0.000285881,0.000359938,0.0,0.001559105,0.000302164,0.000400466,0.000646484,0.00073377,0,0,0,0,1,0
ENSG00000272143,0.000654886,0.0,0.005591799,0.218117751,0.0,0.0,0.000324314,0.0,0.002812512,0.000854089,0.000267534,0.000412078,3.05e-05,0.0,0.0,0.0,0.000162292,0.000183051,0.002556481,0.000102516,0.0,0.0,0.000927755,0.0,0.0,0.0,0.001800945,0.0,0.000944836,0.0,0.00115016,0.001653932,0.001039101,0.002968086,0.00312562,0,0,1,0,0,0
ENSG00000272106,0.001282431,0.0,0.0,0.216054123,0.012803943,0.000852649,0.003501117,0.00569992,0.006151691,0.001682682,0.003632831,0.002032165,0.001269695,0.01291508,0.010759937,0.005229271,0.000643374,0.000862268,0.005911516,0.001003478,0.002616552,0.003471715,0.003582166,0.003930427,0.001979188,0.004790165,0.00200105,0.002425978,0.001992512,0.002410119,0.002440895,0.002123491,0.002216742,0.003060871,0.003593001,0,0,0,0,1,1
ENSG00000272086,0.000477819,0.030887133,0.058676654,0.215982074,0.00415205,0.001774299,0.001253031,0.001426867,0.008985921,0.002414394,0.002633098,0.002066034,0.000453055,0.0,0.002722084,0.003065435,0.000741909,0.000500983,0.001203376,0.000508639,0.0,0.001524035,0.002860579,0.002424516,0.001732122,0.002855221,0.001256397,0.002487429,0.000600967,0.003415845,0.000728435,0.000791256,0.002701078,0.002000502,0.00286072,0,0,0,0,0,0
ENSG00000272077,0.001227098,0.061896992,0.09272541,0.217783281,0.0,0.000768863,0.001724761,0.001872292,0.002720209,0.000698568,0.001267267,0.001213654,0.000738593,0.0,0.0,0.0,0.0,0.001334348,0.003482582,0.000307549,0.0,0.0,0.000695817,0.0,0.000278946,0.001321425,0.000629839,5.61e-05,0.000437067,0.0,0.002555911,0.000420998,0.000433317,0.000877658,0.001120145,0,1,0,0,0,0
ENSG00000272070,0.002005019,0.049417058,0.038131554,0.216284954,0.0,0.00014293,0.000412763,0.000264235,0.001037046,0.00031614,0.000696997,0.00026531,0.000152287,0.001138248,0.000404461,0.0,1.16e-05,6.26e-05,0.00308885,0.00016166,0.0,0.0,0.000120265,0.0,0.001285808,0.002324292,0.000997244,0.001007262,1.61e-05,0.0,0.000741214,0.00042906,0.0,0.000674622,0.000833479,1,0,0,0,1,0
ENSG00000272040,0.000715427,0.032264482,0.036878216,0.216357557,0.0,0.000280931,0.001864805,0.000475622,0.0,7.65e-06,0.001260226,0.000197572,0.000521584,0.000501905,9.63e-05,0.000328818,0.000278216,0.000529886,0.000898373,0.000796473,0.000125846,0.000188136,0.0,0.0,0.000395838,0.000318558,0.000196825,3.21e-05,0.000118908,2.72e-05,0.000421725,0.000261447,0.000359187,0.000653349,0.000877406,1,0,0,0,1,0
ENSG00000272010,0.000361294,0.0,0.635048232,0.218715197,0.000296268,0.000586504,0.001776356,0.000679461,0.000380069,0.000122377,0.000865965,0.000999148,0.00041879,0.000564643,0.0,0.000806135,0.0,0.000558788,0.000831827,0.000232633,0.0,0.000265285,0.000369384,0.0,0.001304404,0.001097255,0.000695447,0.000181681,0.001124805,0.0,0.00057508,0.000877862,0.001593696,0.001978233,0.002699747,0,1,0,0,0,0
ENSG00000272008,0.002642329,0.024729465,0.065681047,0.216628292,3.43e-05,2.96e-05,0.000294831,0.000203838,9.77e-05,3.31e-05,0.0,5.64e-05,2.28e-05,2.69e-05,5.14e-05,8.13e-05,0.0,0.0,0.000133092,0.000108431,0.0,0.0,6.87e-05,3.76e-05,2.92e-05,7.08e-05,3.28e-05,5.61e-05,7.39e-05,2.72e-05,8.95e-05,7.02e-05,0.0,0.000124521,0.000150166,0,0,0,0,0,0
ENSG00000271997,0.002458101,0.339480127,0.020556857,0.217548015,0.0,0.000369646,0.000324314,0.000158541,0.00036921,0.000188664,0.000302736,0.0,0.000382622,0.000609456,7.06e-05,0.000463174,0.0,6.74e-05,0.000499096,0.000199118,0.0,0.000480491,0.000163216,1.51e-05,0.002223598,0.0,4.59e-05,1.34e-05,0.0,0.000199333,7.67e-05,0.000382786,0.0,0.000604364,0.000760279,0,1,0,0,1,0
ENSG00000271976,0.001637215,0.033757496,0.04763749,0.220104342,0.000661237,0.00134551,0.003906509,0.002687644,0.00122708,0.000305942,0.002499331,0.001467674,0.000902302,0.001873179,0.000930901,0.000721279,0.001414263,0.001242822,0.00329958,0.001086279,0.002527411,0.000320778,0.000712997,0.000429185,0.000576488,0.001781564,0.000908673,0.00022443,0.000584899,0.00272724,0.00172524,0.000797802,0.001644035,0.001950871,0.0031501,0,0,0,0,1,0
ENSG00000271966,0.000680274,0.0,0.133093525,0.216031123,0.000218981,0.000251359,0.0009582,0.000483172,0.000635258,0.000282996,0.00057027,0.000429013,0.000812833,0.000618418,0.00021828,0.000449031,0.0,0.0,0.001048102,0.000252348,5.77e-05,0.00027882,0.000377974,9.79e-05,0.002672568,0.0,0.000246031,0.000352675,0.000324587,0.000616121,0.0,0.000112162,0.0,0.000135774,8.78e-05,0,0,0,0,0,0
ENSG00000271947,0.000332,0.233143349,0.0,0.218022702,3.86e-05,0.0,0.0,0.0,0.0,1.27e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31e-05,0.0,0.0,0.0,0.0,0.000132333,0.0,0.000176373,0.000146852,0,0,0,0,0,0
ENSG00000271936,0.000677019,0.0,0.085817525,0.242060491,0.002537602,0.001335653,0.001687907,0.003050023,0.002383577,0.000558344,0.001682648,0.001670891,0.001420079,0.00135335,0.000558541,0.001725412,0.00049847,0.0,0.001464015,0.002105529,0.003717706,0.001422523,0.004810583,0.001242376,0.001482399,0.002902415,0.000469099,0.000526341,0.001050889,0.003008118,0.002952077,0.000278571,0.0,0.000301405,0.000312124,0,0,0,0,0,0
ENSG00000271895,0.000522086,0.0,0.607594937,0.22065856,0.003568101,0.002513591,0.009228206,0.007277779,0.007585095,0.002136496,0.009067996,0.004544146,0.009188633,0.017629397,0.006002709,0.004076639,0.0,0.005371113,0.007641716,0.002306619,0.002899706,0.002083029,0.00236234,0.001069197,0.009731229,0.006913883,0.001728776,0.000566418,0.0,0.0,0.001904153,0.001724334,0.001459076,0.003588982,0.004534191,0,0,0,1,1,0
ENSG00000271888,0.00065749,0.20221617,0.049210771,0.216307677,0.002108228,0.000418932,0.000508583,0.000770055,0.004696569,0.001292606,0.00018305,0.0,3.43e-05,0.001048622,0.000924481,0.002001195,0.0,0.0,0.000987101,0.000404151,0.0,0.00128176,0.001254188,0.0,0.000658844,0.000719705,0.000580632,0.001413373,0.001343339,0.001558423,8.95e-05,5.78e-05,0.0,0.000142569,0.000226802,0,0,0,0,0,0
ENSG00000271880,0.02559524,0.0,0.0,0.216654894,0.0,0.0,0.0,0.0,0.000157457,7.9e-05,0.0,0.0,8e-05,0.000188214,0.0,0.000445496,0.0,0.000332383,0.0,0.0,0.0,0.000453421,0.000171807,9.04e-05,0.001232675,0.000519131,0.0,6.41e-05,0.000151045,0.001458756,7.67e-05,0.010019082,0.0,0.009559327,0.003984053,0,0,0,1,1,0
ENSG00000271870,0.000277318,0.0,0.064908722,0.223366465,0.0,0.004529392,0.018065762,0.00413716,0.002975399,0.000935673,0.001577043,0.000937054,0.003712002,0.005036971,0.0,0.012226383,0.0,0.002528999,0.003221942,0.009088472,0.002149872,0.008796364,0.001597801,0.0,0.023598828,0.0,0.000921795,0.000467562,0.0,0.0,0.003744409,0.001031127,0.001096288,0.002321675,0.003238257,0,0,0,0,0,0
ENSG00000271757,0.000417929,0.0,0.483779972,0.218964318,0.0,0.000133072,0.000162157,0.0,0.000271478,4.84e-05,0.0,3.39e-05,0.0,0.0,0.0,3.54e-05,0.0,2.89e-05,0.000415913,0.0,0.0,0.0,4.3e-05,0.0,0.000334735,0.0,0.0,0.0,0.0,0.0,5.11e-05,0.00020448,0.0,0.000375545,0.000446787,0,0,0,0,0,0
ENSG00000271614,0.002320093,0.098485733,0.182869733,0.216043315,0.000167456,0.000675219,0.001009796,0.000573767,0.000190035,3.57e-05,0.00018305,0.000169347,8.76e-05,0.000197177,0.00017976,0.000141427,3.48e-05,3.85e-05,0.001303195,0.000522439,0.0,0.000121815,0.001254188,0.000459303,0.001609917,0.000613519,0.000232909,0.000961842,0.000356724,0.000335242,0.000523962,0.00042468,0.000248514,0.0006673,0.0007889,0,0,0,0,1,0
ENSG00000271576,0.000997953,0.045179715,0.023125,0.215984845,0.00387725,0.001192723,0.0,0.0,0.003529214,0.00105805,0.000359059,0.0,0.000167516,0.00357607,0.001162022,0.004196853,0.0,0.0001686,0.001785655,2.56e-05,0.00046668,0.006622651,0.001950004,0.000308712,0.000401151,0.000955673,0.000249311,2.67e-05,0.000305304,0.0,0.001265176,0.000252749,0.000261399,0.000367502,0.000404677,0,0,0,0,0,0
ENSG00000271474,0.002122846,0.312229298,0.09765625,0.215970159,0.0,0.0,0.000140045,8.3e-05,7.06e-05,1.27e-05,2.82e-05,1.69e-05,9.52e-06,0.0,0.0,0.0,0.0,0.0,0.003050032,4.14e-05,0.0,0.0,0.0,0.0,2.66e-05,0.0,0.000275554,3.74e-05,0.0,0.0,0.0,0.000777339,0.0,0.000765284,0.000321467,0,0,0,0,0,0
ENSG00000271270,0.0160382,0.757022455,0.0,0.216030291,0.002091053,0.005184897,0.006125111,0.002581951,0.000662406,0.000270249,0.002147313,0.001157205,0.001705617,0.006462021,0.001470182,0.003984712,9.85e-05,0.000284211,0.002872575,0.004441719,0.001672706,0.005327356,0.003126879,0.0,0.005472654,0.00060172,0.001256397,0.000261835,0.0015683,0.001830241,0.003246006,0.000372644,0.000110425,0.000722135,0.000927062,0,0,0,0,1,1
ENSG00000271155,0.000868408,0.047352046,0.54318344,0.218947691,0.0,0.0,0.0,0.001917589,0.000271478,9.18e-05,0.000908208,0.000485462,0.000239852,0.001801479,0.001309682,8.84e-05,0.0,0.000163783,0.001325377,0.001819666,0.0,0.000178661,0.000343613,0.001219788,1.59e-05,0.000884883,0.000393649,1.87e-05,7.39e-05,0.001223181,0.000230032,0.000150258,3.31e-05,0.000258751,0.000365835,0,0,0,0,0,0
ENSG00000271133,0.002200964,0.0,0.1367713,0.216220111,0.0,0.0,0.007112795,0.003148168,0.001308524,0.000313591,0.002942874,0.002805516,0.0,0.0,0.0,0.0,0.0,0.00080928,0.001242195,0.00042978,0.000419487,0.0,0.000103084,0.000256005,0.000796988,0.0,0.000675764,0.001001918,0.000424212,0.0,0.001520767,0.001608755,0.0,0.002217302,0.002399314,0,0,0,0,0,0
ENSG00000271122,0.00268985,0.540961957,0.010478685,0.216047749,0.003052852,0.00276495,0.001923771,0.003193465,0.002019796,0.000448715,0.002316282,0.001987005,0.000277924,0.003083128,0.002471704,0.001866839,0.00282273,0.001984662,0.017623637,0.000512582,0.003277244,0.000438532,0.003642299,0.00304194,0.000369271,0.007055464,0.006842934,0.00212941,0.003390484,0.008725355,0.002453674,0.000725566,0.001872799,0.002068744,0.003184739,0,0,0,0,1,1
ENSG00000270959,0.001812329,0.101795847,0.269729919,0.216163026,0.0,0.00060129,0.0,0.0,0.000179175,4.84e-05,0.000915248,0.001270103,0.000220817,0.000259915,0.00021186,0.0,0.000312993,0.0,0.001375287,0.0,0.00068691,0.0,0.001022249,0.001310142,0.000650874,0.002701842,0.001253116,0.000697335,0.001410827,0.002591331,0.000932907,0.000380343,0.000203042,0.000819764,0.001043736,0,0,0,0,1,0
ENSG00000270816,0.025106354,0.0,0.0,0.479821642,0.006582309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009751406,0.0,0.0,0.01505052,0.0,0.0,0.000878418,0.0,0.0,0.0,0.0,0.014387876,0.0,0.023505214,0.024336764,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1
ENSG00000270696,0.001092996,0.0,0.021191294,0.219739113,0.003885838,0.012922813,0.013127345,0.00621329,0.007297328,0.002031966,0.005568932,0.005001383,0.000965121,0.010647546,0.005938509,0.004992381,0.004723871,0.004378781,0.00731453,0.001050793,0.003686244,0.000563054,0.006348252,0.001272495,0.001107814,0.005285699,0.004110353,0.001929027,0.004129642,0.009803566,0.017789137,0.003053194,0.021143924,0.009767709,0.014766084,0,0,0,0,1,0
ENSG00000270607,0.001053286,0.307366179,0.129970326,0.316233052,0.0,3.45e-05,0.0,0.0,0.000445224,0.000109629,0.001513679,0.001033017,0.000260792,0.0,0.0,0.0,0.0,0.0,0.006332975,1.58e-05,0.0,0.0,0.0,0.003139824,2.13e-05,0.005415482,0.001745178,1.07e-05,0.000179969,0.005019571,0.0,0.000803653,0.0,0.000603278,0.000462036,0,0,1,0,0,0
ENSG00000270605,0.00122189,0.105453913,0.018518519,0.21742969,0.0,0.00109908,0.02253245,0.023886817,0.001927494,0.000520102,0.000873006,0.000304825,0.000536813,0.006739861,0.001508702,0.003482645,0.000191273,0.001685999,0.00454732,0.005545742,0.001279436,0.003479836,0.000755949,0.0,0.003636924,0.000566325,0.000816822,0.000184353,4.82e-05,0.000217454,0.001201278,0.000397488,0.000215168,0.000629357,0.000511651,0,0,1,0,1,0
ENSG00000270580,0.017453431,0.0,0.0,0.257891153,0.025710937,0.009876933,0.007098053,0.011981156,0.058221168,0.013706209,0.025880398,0.015094467,0.01664119,0.077060273,0.036677516,0.017423833,0.0099636,0.010607345,0.012322128,0.017147837,0.007702835,0.04018662,0.03674083,0.0,0.020113332,0.033944099,0.007856581,0.005597384,0.007320875,0.008272325,0.015476038,0.000708735,0.000719215,0.00191788,0.003174317,0,0,1,0,0,0
ENSG00000270419,0.000539012,0.0,0.0,0.215959629,0.001580098,0.00038936,0.000582291,0.000407676,0.001020757,0.00037223,0.000915248,0.000728192,0.000592017,0.001747703,0.001765503,0.001552164,0.0,0.0,0.000837372,0.001035021,0.000162551,0.002028889,0.001632162,0.0,0.001671019,0.001156247,0.000495342,0.000366034,0.001034821,0.0,0.001073482,0.000703805,0.000259903,0.000817232,0.000795565,0,0,0,0,0,0
ENSG00000270344,0.014506443,0.0,0.0368205,0.216051352,0.0,0.000379503,0.000361168,9.06e-05,4.89e-05,1.78e-05,0.000126727,6.77e-05,0.000314092,0.000779745,0.0001605,0.00018032,6.38e-05,0.000216771,0.000449186,0.000311492,7.87e-05,0.000240922,6.87e-05,2.26e-05,0.001065308,0.000129783,3.94e-05,0.000109543,8.36e-05,0.0,5.11e-05,0.000943374,0.0,0.000605226,0.000339962,0,0,1,0,0,1
ENSG00000270195,0.000477819,0.116135621,0.0,0.216022255,0.010214816,0.000552004,0.0,0.01934198,0.0,0.001014708,0.005829426,0.001608797,0.004355416,0.0,0.0,0.0,0.0,0.0,0.00151947,0.009914517,0.001483936,0.006739052,0.008633279,0.001716738,0.010496338,0.00346874,0.000282115,0.000985888,0.000510983,0.0,0.002798722,0.000165471,0.000116146,0.000240153,0.000181773,0,0,0,0,1,1
ENSG00000270171,0.00107607,0.566534274,0.01627907,0.467984669,0.0,0.0,0.0,0.0,0.000217182,0.000124926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63e-06,0.000277276,0.0,0.0,0.0,0.0,0.0,0.00019659,0.0,0.0,0.0,0.0,0.0,0.0,8.42e-05,0.0,4.44e-05,0.0,0,0,1,0,0,0
ENSG00000270157,0.00055789,0.0,0.0,0.226563745,0.0,0.004489963,0.017888864,0.010992164,0.001438833,0.000601686,0.009427055,0.002190222,0.016686876,0.006013892,0.001470182,0.000226284,0.0,0.001575205,0.00557324,0.017826022,0.0,0.000239569,0.001821149,0.000316241,0.002093423,0.00195854,0.000747933,0.000160307,0.00051741,0.0,0.000881789,0.000366666,0.000359283,0.001122729,0.001622241,0,0,0,0,0,0
ENSG00000270127,0.001510925,0.123286633,0.0,0.216716135,0.000322031,0.000157715,8.84e-05,0.000188739,0.0,1.27e-05,0.000246413,9.03e-05,0.000133251,0.000250952,0.00010914,0.000176784,0.000162292,0.000423908,0.000249548,0.000149832,0.0,0.000231448,0.000137445,0.0,0.000499446,2.36e-05,8.2e-05,4.54e-05,6.43e-06,0.0,1.28e-05,0.000827587,0.000135963,0.000901514,0.000492467,1,0,0,0,1,0
ENSG00000270093,0.00095629,0.381000525,0.0,0.427509905,0.0,0.0,0.0,0.0,0.0,0.0,0.000619553,0.000141123,0.002111082,0.0,0.0,0.0,0.0,0.0,0.000327185,0.0,0.0,0.0,1.72e-05,0.0,0.000135488,0.0,0.0,0.0,0.0,0.0,1.28e-05,0.00048472,0.0,0.000473897,0.000465802,0,1,0,0,0,0
ENSG00000270074,0.0009628,0.595027942,0.0,0.219063522,0.0,0.000359788,0.0,0.000120793,0.000526667,0.000201412,0.00018305,0.0,0.00017513,8.96e-05,0.0,0.0,0.000127516,9.63e-05,0.004425319,4.53e-05,0.0,0.0,0.000103084,0.0,0.000730573,0.000412945,0.001410576,0.000213743,0.000192824,0.0,0.000255591,0.000229524,0.0,0.000319993,0.000382335,0,0,0,0,0,0
ENSG00000270055,0.001486188,0.0,0.0,0.233064159,0.0,0.0037556,0.013127345,0.006145344,0.000635258,0.00021416,0.005252116,0.001529768,0.004088913,0.00639032,0.001425242,0.00311847,0.00034777,0.0,0.001281013,0.004004053,0.004325963,0.002235974,0.003479083,0.001061667,0.005555009,0.005568862,0.000314919,0.000443516,0.001860749,0.002310452,0.014223642,0.002616663,0.001518482,0.007077746,0.010423375,1,0,0,0,1,0
ENSG00000270049,0.015416513,0.438636465,0.070524412,0.216615545,0.00328042,0.001049794,0.004923676,0.008659349,0.000792716,0.0002626,0.00323857,0.002060389,0.000542523,0.005198297,0.003062345,0.00194816,0.000434712,0.00057324,0.003515855,0.001719121,0.001651731,0.001042191,0.003642299,0.001927566,0.002003098,0.002324292,0.001154704,0.000911078,0.0,0.000199333,0.000741214,0.000349214,0.0,0.000816821,0.000944217,0,0,1,0,1,1
ENSG00000270028,0.000361294,0.56779574,0.0,0.228902819,0.0,0.00241009,0.0,0.0,5.97e-05,1.02e-05,0.0,0.0,0.000186552,0.000672194,0.000346681,0.0,0.000127516,0.0,0.005068598,0.0,0.000136333,0.0,0.002989434,0.0,0.002141242,0.004554196,0.000285396,0.0006439,0.0,0.0,0.000651757,0.00082909,0.000850191,0.001245225,0.001489631,0,0,0,0,1,0
ENSG00000270015,0.00118869,0.157993394,0.0,0.22222838,0.002829577,0.003164167,0.005240619,0.00673421,0.004218768,0.001578152,0.002766865,0.001795079,0.005493763,0.005225185,0.001348202,0.004203924,0.001454836,0.003815176,0.004231226,0.007004629,0.002537898,0.006249086,0.004750451,0.001460733,0.006014606,0.008282502,0.000777457,0.000355347,0.001047676,0.003406785,0.002300319,0.001393318,0.005196526,0.004131416,0.006114519,0,0,0,0,1,0
