ID,GC_content,A549_cell,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_7,genomic_classification_is_8,lncRNA_DB_is_1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_hAT-Tip100
ENSG00000269044,0.457844184,0.001148366,0.002399865,0.00058129,0.003541306,0.001659601,0.001757014,0.001187645,0.002823213,0.001187702,0.000898405,0.001454777,0.004813504,0.000632842,0.001012013,0.000808037,0.001030839,0.001792034,0.002731014,0.003209174,0.001381052,0.003945851,0.000312599,0.003846753,0.000886989,0.0,0.002709265,0.0,0.004577474,0.007031183,0.010232417,0.012452714,0,0,0,1,0,0
ENSG00000268996,0.703308431,0.001069508,0.000385499,0.000117278,0.001731931,0.00142816,8e-05,0.000175137,0.001541564,0.001502282,0.000168089,0.000115611,0.002695119,0.000124203,0.0,0.000106926,0.004570054,0.00185227,0.00025238,0.002654648,0.00152539,0.000214116,0.002821402,0.000720906,0.002223901,0.0,0.00315655,0.000794749,5.46e-05,0.0,0.000151206,0.000256386,0,0,0,0,0,0
ENSG00000268858,0.752401281,0.001158223,0.004647703,0.000999411,0.004533998,0.001862818,0.001747496,0.011504287,0.008335201,0.005932089,0.0,0.001565571,0.003443763,0.006951399,0.0,0.0,0.006459926,0.007002485,0.019034741,0.009096594,0.000977562,0.005735248,0.005207304,0.010011938,0.004348175,0.003357238,0.004523962,0.007471021,8.84e-05,0.0,0.000166048,0.000280834,1,0,0,1,1,0
ENSG00000268798,0.639630025,0.000187287,0.001205362,0.000237105,0.000999732,0.000728192,0.000390236,0.000667708,0.000403316,0.0,0.0,0.0,0.0,0.0,0.000450949,0.000357323,0.001812559,0.0,0.000231127,0.001710773,0.000406771,0.000500332,6.68e-05,0.002231924,0.000890203,0.0,0.000460064,0.0,7.95e-05,0.0,0.000188529,0.000316315,0,0,0,0,0,0
ENSG00000268713,0.339736748,0.002193231,0.0,0.000410472,0.002133232,0.001817658,0.000559656,0.000957778,0.005933229,0.002914684,0.0,0.001902771,0.003277398,0.000360779,0.000980552,0.0,0.00131432,0.000655071,0.000762452,0.002465873,0.001180947,0.0,0.00039008,0.003068175,0.001224431,0.000720045,0.001584665,0.0,0.0009236,0.002378721,0.002439156,0.003474993,0,0,0,0,0,0
ENSG00000268686,0.456065457,0.000197144,0.0,5.1e-06,2.11e-05,1.13e-05,3.81e-06,0.0,0.0,0.0,1.16e-05,0.0,0.00016082,1.58e-05,0.0,0.0,0.000120265,0.0,0.0,0.0,2.62e-05,3.5e-05,0.0,0.0,0.0,2.45e-05,0.0,0.0,0.000305668,0.0,0.000168789,0.000101593,0,0,0,0,0,0
ENSG00000268584,0.502845962,0.001054722,0.001053335,0.000471661,0.000478745,0.0005532,0.00022272,0.000659499,0.001891105,0.000860281,8.69e-05,0.000197503,0.001586016,0.000555954,0.000755077,0.000959628,0.001657933,0.000752955,0.001548814,0.000849487,0.000531426,0.000723187,0.001325204,0.000905458,0.000742371,0.000454765,0.001955272,0.0,0.000641195,0.0,0.000704537,0.000625737,0,0,0,0,0,0
ENSG00000268575,0.542689434,0.000768863,0.003936431,0.000706216,0.00419606,0.00142816,0.002385199,0.001494134,0.001676003,0.000577801,0.000289808,0.0003372,0.004075951,0.001995127,0.001185052,0.001893539,0.001030839,0.000353889,0.005496564,0.000766898,0.000711849,0.002849053,0.000782832,0.0029932,0.000527052,0.001230542,0.001686901,0.001572345,0.001457807,0.002899867,0.002662819,0.003462678,0,1,0,1,0,0
ENSG00000268573,0.363571683,0.000517504,0.001808043,0.000481859,0.00075332,0.000445947,0.000350261,0.000831899,0.00142505,0.000629161,0.00027242,0.000322748,0.000454732,0.00089899,0.0,0.000896014,0.000601323,0.000278593,0.000231127,0.000637116,0.000118095,0.000161679,0.000157635,0.001903191,0.000665242,0.00038343,0.000702875,0.000484092,0.000338854,8.2e-05,0.000636437,0.000782402,0,1,0,0,0,0
ENSG00000268543,0.464247599,0.001749656,0.0,0.000147872,0.000661795,0.00026531,0.0,0.0,0.000806632,0.000327421,0.00144904,0.00138252,0.001935384,0.000165603,0.002354372,0.000771492,0.0,0.0,0.000637591,0.001875951,0.00056423,0.0,0.00039008,0.00215695,0.0,0.0,0.00086901,0.0,0.00011559,0.0,0.000225698,0.000364788,0,0,0,0,0,0
ENSG00000268403,0.503557453,0.000862507,0.001183644,0.000441067,0.0,0.001507189,0.00054062,0.000506254,0.001971768,0.001816863,5.8e-05,0.0,0.000987101,0.00051061,0.003848796,0.000507561,0.002714543,0.000481891,0.001556784,0.001085456,0.000577352,0.000797473,0.000745427,0.001482182,0.001005897,0.00285343,0.003322684,0.0,5.18e-05,0.0,3.55e-05,0.0,1,0,0,0,0,0
ENSG00000268362,0.434187122,0.003829529,0.006352585,0.00100706,0.00552669,0.001964426,0.003270369,0.001217747,0.001658078,0.000680521,0.000881016,0.001185017,0.00276721,0.00097982,0.005107258,0.001054373,0.003006615,0.0,0.008578252,0.0015102,0.000505183,0.001468223,0.00146948,0.003725641,0.001224431,0.000695523,7.67e-05,0.0,0.000461803,0.00067924,0.001093712,0.001565965,0,1,0,0,0,0
ENSG00000268262,0.609391676,0.00042386,0.0,0.000339086,0.0,0.0,0.0,3.56e-05,0.0,0.0,9.85e-05,0.0,0.0,0.000159689,0.0,0.000369504,0.008315437,0.0,0.000130175,0.0007551,0.0,0.000244704,0.000392752,0.0,0.000658814,0.0,0.003693291,0.0,6.58e-05,0.0,3.54e-05,0.0,0,1,0,0,1,0
ENSG00000268205,0.272500889,0.004351962,0.0,0.001073347,0.002893592,0.002286185,0.00135726,0.002621576,0.009724401,0.003306305,0.003106742,0.004812324,0.005944789,0.001563375,0.002338642,0.0,0.001477536,0.000519539,0.001447862,0.002607454,0.001463063,0.0,0.00080955,0.01687496,0.003355133,0.004075054,0.006760383,0.005515596,0.002413461,0.010784966,0.0077248,0.011945865,0,0,0,0,0,0
ENSG00000267896,0.746887229,0.001685584,0.0,0.000591488,0.002731663,0.00084109,0.006089587,0.003428847,0.001505714,0.00031458,0.000179681,0.001242822,0.002745028,0.005283537,0.000623987,0.003860168,0.007911691,0.000421655,0.028739403,0.005321094,0.000288676,0.0142256,0.000577105,0.009446748,0.0,0.0,0.00029393,0.0,0.001023887,0.003705975,0.002386732,0.002876274,1,0,0,0,0,0
ENSG00000267750,0.560120953,0.000364717,0.000711272,0.000229457,1.41e-05,1.69e-05,0.0,2.19e-05,0.0,0.0,0.000556431,0.000332383,0.000338276,6.51e-05,0.0,3.38e-05,0.000214758,0.000105414,0.004088551,0.000212372,1.64e-05,8.52e-05,0.000603823,0.002064674,0.000572044,0.0,1.28e-05,0.0,0.00019392,0.0,0.000174586,6.65e-05,1,0,0,0,0,0
ENSG00000267696,0.355389541,0.000966007,0.0,3.06e-05,0.000985652,0.000372564,0.000237949,0.0,0.0,0.0,0.000214458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000121375,0.000498147,0.0,0.0,0.0,0.0,0.00141853,0.0,0.000102722,0.0,8.18e-05,0.0,0,0,0,0,0,0
ENSG00000267575,0.400924938,0.015051972,0.007883721,0.001759167,0.00515355,0.004036105,0.001414368,0.003007424,0.007698857,0.008262553,0.007094501,0.00497129,0.011262935,0.00585132,0.01899753,0.004894238,0.023494545,0.003584067,0.002029664,0.009025803,0.005721034,0.004583829,0.001640474,0.015496589,0.014869924,0.006984215,0.017009585,0.0,0.00268361,0.001824715,0.005314532,0.006625756,0,0,0,1,0,0
ENSG00000267520,0.300426894,0.000842792,0.0,0.00010708,0.0,0.000767707,0.000382622,0.0,0.0,0.0,0.000909997,0.0,0.00048246,0.000786616,0.0,0.0,0.000704407,0.0,0.000932476,0.000578123,0.000259152,0.0,0.000678633,0.000709371,0.000472418,0.000519413,0.004741214,0.000583197,0.00137114,0.001609713,0.002865557,0.002313073,0,1,0,1,0,0
ENSG00000267519,0.615439345,0.008743353,0.0,0.00042067,0.021015503,0.007852058,0.014474904,0.002607894,0.003396818,0.0,0.001507002,0.015641258,0.003976132,0.005725146,0.018572799,0.004291933,0.052882055,0.0,0.030588417,0.012341164,0.0041694,0.102480686,0.001709941,0.034332412,0.003531888,0.003392906,0.010172524,0.015201241,0.00203761,0.000735431,0.003138546,0.00355706,0,0,0,0,0,0
ENSG00000267383,0.358769121,0.0,0.006526331,0.003872718,0.000936369,0.001405581,0.00051397,0.0,0.000134439,0.0,0.0,0.0,0.000526824,0.000132088,0.0,0.0,0.0,0.000233416,0.000528669,0.000436542,0.000173862,8.74e-05,0.000395424,0.0,0.0,0.009338294,0.0,0.0,0.000519487,0.0,0.000803105,0.001004345,1,0,0,0,0,0
ENSG00000267317,0.627356813,0.001626441,0.001829762,0.000201412,0.002787986,0.001653956,0.000184648,0.001417512,0.005780865,0.005142428,0.003524066,0.001392154,0.009832193,0.000488924,0.0,0.0,0.003650889,0.0,0.000757139,0.004011468,0.002601365,0.002252587,0.001015277,0.005542323,0.003920749,0.0,0.002837061,0.0,0.001605994,0.002556878,0.004743964,0.00633049,1,0,0,0,0,0
ENSG00000267313,0.293667734,0.0,0.002671343,0.000882133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000395006,0.0,0.000753101,0.0,0.0,0.0,0.0,0.0,0.000318558,0.0,0.0,0.0,0.0,0.000109267,0.000450307,0.0,0.0,0.000113233,0.0,0.000113915,0.0,0,0,0,1,0,0
ENSG00000267309,0.651903237,0.000340074,0.000450653,0.000112179,0.000337938,0.000372564,0.0,0.000610242,0.000636343,0.000834601,0.000446304,0.000149331,0.000621097,0.000283892,0.0,9.75e-05,0.000919165,0.000858369,0.00020456,0.000424744,0.000518305,0.000270922,0.000395424,0.0,0.000527052,0.0,0.000511182,0.0,0.000330585,0.000234209,0.000469352,0.000531902,1,0,0,0,0,0
ENSG00000267280,0.741906795,0.003361311,0.0,5.1e-06,0.0,0.0,0.0,0.00417865,0.0,0.0,0.0,0.0,0.029174939,0.0,0.0,0.0,0.009758612,0.007619908,0.029650627,0.0,0.00737108,0.0,0.027228133,0.0,0.0,0.0,0.008357827,0.0,0.005183336,0.0,0.005169933,0.002463821,0,0,0,0,0,0
ENSG00000267278,0.595339737,0.010207149,0.003534643,0.001527161,0.000253453,0.0,0.0,0.000446051,0.000842483,0.000937321,0.002341649,0.001835331,0.010991205,0.00179798,0.002155116,0.003126573,0.005824242,0.0,0.00644498,0.001970339,0.003578927,0.002610903,0.004798521,0.0,0.000684524,0.0,0.007667732,0.004307272,0.004422786,0.000883186,0.004421584,0.003886976,1,0,0,0,0,0
ENSG00000267254,0.346495909,0.0,0.004604267,0.00137419,0.0,0.001055597,0.000506355,0.0,0.000421241,0.00017976,0.002185153,0.001608925,0.003565764,0.000112374,0.0,0.0,0.002061679,0.003395829,0.002776176,0.002914214,0.002151949,0.003408376,0.00277331,0.0,0.0,0.001651868,0.006479233,0.0,0.001496864,0.0,0.00265519,0.002634421,0,0,0,1,0,0
ENSG00000267249,0.273034507,0.0,0.000287767,6.37e-05,0.000112646,0.0,0.0,0.0,0.000887296,0.000584221,0.0,0.000327566,0.0,0.0,0.000120603,5.14e-05,0.0,0.0,7.7e-05,0.000389348,0.00023947,0.0,0.000106871,0.000438311,0.00040493,0.0,0.0,0.0,0.000636575,0.002124263,0.001532556,0.002249514,0,0,0,0,0,0
ENSG00000267213,0.416933476,0.001010365,0.00160715,0.00031614,0.0,7.9e-05,2.86e-05,0.000262705,0.000161326,0.0,0.0,0.0,0.001430742,0.00021489,0.0,0.00022468,0.003504854,0.001761916,0.000353332,0.001144448,0.000741373,0.000600835,0.000414126,0.001430277,0.000697379,0.0,0.001022364,0.000575574,0.000259812,0.0,0.000217058,2.27e-05,1,0,0,0,0,0
ENSG00000267194,0.281394522,0.001355368,0.0,0.000540498,0.000499866,0.000728192,0.000348357,6.29e-05,0.000421241,0.00021828,0.0,1.93e-05,0.003000122,0.000246434,0.000519116,0.0,0.000463878,0.0,4.25e-05,0.000200573,0.000554389,0.000166049,1.87e-05,0.000351802,0.000128549,0.004133014,0.000677316,0.000876701,0.004336714,0.0012276,0.00320924,0.002910966,0,0,0,0,0,0
ENSG00000267106,0.418534329,0.001587012,0.007921727,0.001779564,0.00514651,0.004137713,0.000380718,0.000654026,0.00413175,0.004532527,0.011372067,0.010289414,0.016337078,0.000798445,0.00223377,0.000347848,0.001735246,0.0,0.00094576,0.017438088,0.004668023,0.001837464,0.001595054,0.002520286,0.002754166,0.00270407,0.000779553,0.0,0.002413929,0.002761859,0.005986702,0.00839567,0,0,0,0,0,0
ENSG00000267100,0.544290288,0.003829529,0.012536853,0.005032749,0.003914445,0.004623175,0.000544427,0.002022281,0.017028904,0.01942695,0.001425856,0.00144996,0.008806273,0.000794502,0.0,0.001154531,0.015866335,0.011354567,0.002502544,0.009485942,0.009368849,0.003325351,0.010187506,0.008016471,0.012700657,0.009730641,0.008230032,0.0,0.006457978,0.005331514,0.010644845,0.013784695,0,0,0,0,0,0
ENSG00000267080,0.625044468,0.004627964,0.012346819,0.002039614,0.01218688,0.005763445,0.005330054,0.006277553,0.008415864,0.003742866,0.002614068,0.001825697,0.008440269,0.006419103,0.007566502,0.0,0.016673825,0.010405843,0.014757569,0.013721581,0.003132791,0.011680242,0.004328287,0.011280732,0.005071264,0.003965821,0.010210863,0.009925785,0.001541677,0.002480154,0.004383855,0.006974112,1,0,0,0,0,0
ENSG00000267040,0.415688367,0.001764442,0.003371757,0.000966267,0.002985117,0.002517626,0.000767147,0.000388584,0.00194488,0.001759083,0.001988083,0.001816062,0.001824473,0.00084576,0.001615026,7.71e-05,0.004862125,0.0,0.000645561,0.003185578,0.00127936,0.000506887,0.000352675,0.001839751,0.002381373,0.000517184,0.001891374,0.0,0.001966076,0.00083709,0.002690833,0.002586213,0,0,0,0,0,0
ENSG00000267002,0.415154749,0.005840402,0.004175331,0.001389487,0.0038018,0.001191074,0.004941722,0.027274792,0.029029801,0.007350911,0.000486877,0.001690817,0.008157448,0.010257553,0.004310232,0.008555442,0.005291642,0.0,0.007109137,0.002973206,0.001174387,0.01117117,0.000488936,0.010617499,0.000652387,0.004503069,0.002210863,0.003575417,0.00069038,0.000860317,0.001379151,0.001694947,0,1,0,0,0,0
ENSG00000266962,0.752401281,0.004504749,0.011972179,0.002450087,0.016016841,0.009156031,0.001300152,0.0093616,0.012825454,0.012538279,0.0,0.004142742,0.01477879,0.003599902,0.0,0.0,0.021630444,0.021933589,0.001001549,0.016317236,0.004497441,0.003670559,0.003318354,0.008858489,0.007613324,0.006317671,0.007884984,0.001846791,0.000722532,0.00294423,0.002287708,0.003305458,1,0,0,0,1,0
ENSG00000266947,0.441657773,0.000226716,0.0,7.14e-05,0.000225292,0.000101608,0.0,2.19e-05,8.07e-05,5.14e-05,5.8e-05,8.67e-05,0.000449186,0.000104488,0.0,0.0,0.000317842,0.000542128,0.00020456,0.000660712,0.000209946,0.000238149,0.000237789,0.001090009,0.000546334,2.01e-05,0.00028115,0.0,0.000421128,0.000315402,0.000861652,0.001211834,0,0,0,0,0,0
ENSG00000266929,0.605122732,0.0,0.000331203,4.84e-05,0.0,0.0,0.0,0.000147772,5.38e-05,0.0,0.0,0.0,0.000116456,0.0,0.0,0.0,0.00079031,0.0,0.0,0.000365752,2.62e-05,0.0,0.0,0.0,0.0,0.0,0.000434505,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
ENSG00000266896,0.353610815,0.000162644,0.000320344,9.94e-05,0.000640674,0.000163702,0.000405465,0.000270914,0.000188214,7.7e-05,8.11e-05,0.00026976,0.000621097,0.000400208,0.0,0.000416876,0.000128855,7.53e-05,0.001415983,0.000412945,0.000121375,0.00060302,8.82e-05,0.0,0.000334228,0.0,8.95e-05,0.0,0.000334688,0.0,0.000443377,0.000529953,0,0,0,1,0,0
ENSG00000266835,0.437566702,0.004756108,0.000456083,7.9e-05,0.010243738,0.009726166,0.000698618,0.0,0.0,0.0,0.000446304,0.000231223,0.0,0.0,0.0,0.0,0.002121811,0.0,0.000156741,0.000778697,0.000314919,0.0,0.0,0.0,0.00365401,0.0,0.0,0.0,0.000793837,0.0,0.000429818,0.0,0,0,0,0,0,0
ENSG00000266680,0.430273924,0.001261724,0.000765568,0.000163169,0.001077177,0.000953988,0.000319803,0.001600858,0.004920457,0.002882584,0.001941714,0.001059771,0.003477036,0.000400208,0.001158834,3.25e-05,0.000712997,0.000813192,0.000581802,0.001757967,0.001312164,0.0,0.001036652,0.001055406,0.000813073,0.0,0.000332268,0.0,0.000317794,0.0,0.000505477,0.000800467,1,0,0,0,0,0
ENSG00000266578,0.340448239,0.0,0.0,5.1e-06,0.0,0.0,0.0,0.0,7.17e-05,0.0,0.0,0.0,9.43e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84e-06,0.0,0.0,0.0,0.0,0.0,0.00028115,0.0,2.67e-05,0.0,3.47e-05,0.0,0,0,0,0,0,0
ENSG00000266208,0.747065101,0.004435748,0.001096771,0.000295744,0.00437911,0.002088614,0.000281731,0.001841671,0.006811562,0.007845252,0.0,0.000520251,0.004087042,0.000555954,0.0,0.0,0.028777596,0.006784128,0.002664598,0.00633576,0.001882955,0.001273771,0.007283278,0.002422243,0.002840936,0.001651868,0.004153355,0.001459899,0.000859697,0.000274141,0.001469267,0.001970066,1,0,0,1,0,0
ENSG00000266053,0.301316258,0.00024643,0.000852441,0.000206511,0.001049015,0.000959633,0.0,0.000558248,0.001684965,0.001816863,0.000330381,0.000317931,0.001142375,0.000309521,0.001001526,0.000258518,0.000867623,0.000880958,0.000268319,0.000991069,0.000734812,0.000474114,0.000558402,0.0,0.0,0.0,0.001073482,0.0,0.003867098,0.001554473,0.003537553,0.00298735,0,0,0,0,0,0
ENSG00000265933,0.44414799,0.0,0.0,4.59e-05,0.0,0.0,0.0,0.004047298,0.011167376,0.008262553,0.000110127,0.0,0.0,0.0,0.000283154,0.00053057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003229657,0.001966802,0.0,0.002402556,0.0,0.001638793,0.0,0.001250962,1.16e-05,0,0,0,1,0,0
ENSG00000265666,0.756492351,0.001340582,0.000195464,5.1e-05,0.003203368,0.001936201,0.000258888,0.000541829,0.00190903,0.002381824,0.000237643,0.0,0.004425319,0.0,0.0,0.0,0.006528649,0.004570439,0.000177994,0.001592789,0.000839785,0.000847724,0.000232445,0.0,0.0,0.001611742,0.001316294,0.000745196,0.00062365,0.00072523,0.001249128,0.00169685,1,0,0,0,1,0
ENSG00000265479,0.530416222,0.002341089,0.002785364,0.000609335,0.002773906,0.001484609,0.002409946,0.005672785,0.002294421,0.000847441,0.002480757,0.001917222,0.002611936,0.003873936,0.000807513,0.001074675,0.005274461,0.002808523,0.005791449,0.005675047,0.000731531,0.002377124,0.00157368,0.003996701,0.000735944,0.000363366,0.00115016,0.0,0.000161543,0.0,0.00032489,0.000456409,0,0,0,0,0,0
ENSG00000264885,0.445748844,0.001503226,0.002633336,0.000578741,0.00191498,0.001258813,0.000508259,0.000467943,0.001102397,0.001020782,0.000591208,0.000732205,0.002417843,0.0,0.000524359,0.000211145,0.002190533,0.000820721,0.000616338,0.002312493,0.001007086,0.000592096,0.000360691,0.0,0.000668456,0.001981796,0.002785942,0.0,0.002432671,0.004460766,0.005972901,0.008067654,0,0,0,0,1,0
ENSG00000264575,0.5962291,0.000537218,0.003045983,0.001129436,0.000492826,0.000389498,9.14e-05,0.003048472,0.016096796,0.014862323,0.000399935,0.000419091,0.002118386,0.000908847,0.0,0.001690515,0.001176875,0.002326632,9.56e-05,0.002548462,0.001348248,0.000461005,0.000288552,0.00089969,0.001716131,0.0020888,0.001226837,0.0,0.0014289,0.007257725,0.004753944,0.007037544,0,0,0,0,0,0
ENSG00000264247,0.393987905,0.003085309,0.001569143,0.000698568,0.001309509,0.002455532,0.000485416,0.00093315,0.004579879,0.002889004,0.004097886,0.00304925,0.007552987,0.001480573,0.00325627,0.000182722,0.00235375,0.003862661,0.001426609,0.005391885,0.005796483,0.001088058,0.002126739,0.003154683,0.003200874,0.004685866,0.006479233,0.0,0.003264803,0.009994897,0.009254404,0.012396146,0,0,0,0,0,0
ENSG00000264207,0.479011028,0.00145394,0.00418619,0.001103941,0.000739239,0.000626584,0.000159902,0.000183346,0.001254761,0.001007942,0.000104331,0.0,0.001896565,0.000593412,0.003036039,0.002529682,0.004088996,0.000353889,0.005135262,0.000943875,0.000810261,0.000428232,0.008867645,0.002543355,0.002031077,0.009886688,0.006210863,0.00352777,0.000333991,0.000226457,0.000657004,0.000962533,0,0,0,0,0,0
ENSG00000263843,0.706865884,0.000793506,0.001031616,0.000298294,0.00019009,0.000191927,6.47e-05,0.000848318,0.00142505,0.000866701,0.000104331,4.82e-05,0.002478844,0.000613127,0.000655449,0.000481844,0.00314406,0.000662601,0.000510073,0.000932076,0.000885711,0.000618314,0.000812222,0.001874355,0.001651857,0.002681778,0.003846645,0.002191754,0.001477837,0.001179565,0.002395428,0.003093065,1,0,0,1,0,0
ENSG00000263826,0.470651014,6.41e-05,0.0,3.06e-05,5.63e-05,8.47e-05,3.05e-05,4.1e-05,0.000206139,7.06e-05,0.0,2.89e-05,0.00011091,5.72e-05,0.000167795,2.03e-05,0.0,0.0,0.000231127,0.0,1.97e-05,5.24e-05,0.000117558,0.000259526,0.000160686,0.000131525,0.000115016,6.67e-05,0.000827975,0.0,0.000540964,0.000177273,1,0,0,0,0,0
ENSG00000263753,0.371220206,0.007151412,0.021370747,0.004183759,0.020804292,0.011950257,0.002891554,0.01586902,0.029388304,0.026964042,0.013221042,0.011985048,0.014202056,0.003528929,0.0,0.005834917,0.025169659,0.068677057,0.000696037,0.029743856,0.006921664,0.007725652,0.001632459,0.024222431,0.016332171,0.011538556,0.025610224,0.007066976,0.00630294,0.039190996,0.020992071,0.031400383,0,0,0,1,0,0
ENSG00000263731,0.403059409,0.004992681,0.009919805,0.001486369,0.007420549,0.004707848,0.001121215,0.001606331,0.004561954,0.003004565,0.003784893,0.001878685,0.003848585,0.001048821,0.0,0.001404928,0.008753544,0.00303441,0.004258575,0.005297498,0.002821152,0.002003513,0.001095431,0.007330169,0.003364774,0.003535578,0.011399361,0.001966861,0.000526428,0.000925497,0.001202922,0.001541054,0,0,0,0,0,0
ENSG00000263412,0.504446816,0.0,0.0,0.001060599,0.000626593,0.0,0.0,0.0,0.000501905,0.000712621,5.8e-05,0.0,0.001430742,0.000597355,0.0,0.000462895,0.003874238,0.0,0.003825545,0.00022417,0.000849626,0.003176781,0.000895047,0.000726673,0.000286022,0.0,0.000268371,0.0,0.001291767,0.0,0.001131057,0.000829986,0,0,0,0,0,0
ENSG00000263327,0.346851654,0.00060129,0.000944743,0.00020906,0.000851885,0.000214506,0.000845194,0.001368255,0.002115169,0.001380302,0.000510062,0.000592508,0.003377217,0.00041598,0.001494423,0.000100159,0.0005326,0.0,0.001718838,0.000625317,0.000806981,0.002344351,0.000253819,0.0,6.75e-05,0.0,0.001789137,0.001924931,0.002066215,0.003039916,0.003716319,0.004942604,0,0,0,1,0,0
ENSG00000263272,0.435432231,0.0,7.6e-05,1.53e-05,2.82e-05,0.0,7.23e-05,0.000147772,0.000466054,1.93e-05,0.0,0.0,0.000171911,0.000266148,5.24e-05,0.000101512,0.0,0.0,0.0,2.36e-05,0.0,0.0,0.000211071,0.000265293,0.0,0.0,3.83e-05,2.1e-05,0.003055407,0.006099884,0.005945298,0.006994902,0,1,0,1,0,0
ENSG00000263244,0.336179296,0.0,0.0,0.000471661,0.002238837,0.0,0.0,0.00150508,0.003047278,0.002747764,0.0,0.0,0.0,0.000695929,0.0,0.0,0.000816081,0.001844741,0.001384103,0.0,0.0,0.0,0.000750771,0.0,0.0,0.001785623,0.002785942,0.003344807,0.006684212,0.029688017,0.022674387,0.028810233,0,1,0,1,0,0
ENSG00000263126,0.67698328,0.000443575,0.0,0.000186115,0.001823456,0.00031047,0.001524776,0.004928454,0.001810441,0.00027606,0.000179681,0.000274577,0.001014829,0.005725146,0.000419487,0.004424575,0.001228417,0.000655071,0.004843033,0.0022653,8.53e-05,0.002414266,0.000197712,0.002168484,0.0,0.0,0.000651757,0.002649163,0.000364616,0.0,0.000365296,0.000335644,0,1,0,0,1,0
ENSG00000263072,0.573639274,0.006466335,0.019714731,0.004895075,0.014615807,0.009376182,0.003898554,0.006956208,0.016016133,0.009880395,0.002069229,0.002952908,0.016481262,0.003215466,0.011006298,0.003451412,0.018847178,0.009502297,0.01749921,0.011704048,0.005009185,0.017057173,0.006527164,0.008616265,0.00327479,0.009797518,0.007782748,0.005837688,0.002379317,0.003756317,0.005668176,0.008613913,0,0,0,1,0,0
ENSG00000263013,0.498932764,0.000680148,0.000483231,0.000175917,0.000584351,0.000649164,0.000717654,0.001480452,0.002357159,0.000950161,0.000353566,0.000631046,0.000554551,0.004946415,0.000498141,0.001066554,0.000695817,0.00017318,0.000977639,0.001675378,0.000236189,0.0,0.000328629,0.002670235,0.000877348,0.00276426,0.00113738,0.000846208,0.000616263,0.001227618,0.001309706,0.00205141,0,0,0,1,0,0
ENSG00000262879,0.400569192,0.016643913,0.010663655,0.003576974,0.039602078,0.028004358,0.008657531,0.013991774,0.034407349,0.023702677,0.012925438,0.010568808,0.047364218,0.010582845,0.020979608,0.008395729,0.027454686,0.0171975,0.004920075,0.036362778,0.014804488,0.014461564,0.010192849,0.008748911,0.003978597,0.0,0.001341853,0.0,0.004457197,0.004833053,0.00659528,0.008466482,0,0,0,0,0,0
ENSG00000262877,0.710779082,0.00035486,0.001753748,0.000285546,0.00210507,0.000197572,0.003156153,0.002386236,0.0,0.0,0.0,0.0,0.000676552,0.000729443,0.000167795,0.00627751,0.001391633,8.28e-05,0.013004195,0.002088323,1.64e-05,0.008125481,0.000138933,0.002318433,6.11e-05,0.0,0.00085623,0.006190275,0.000463173,0.0,0.000705332,0.000667422,0,0,0,0,0,0
ENSG00000262580,0.647100676,0.0,0.005749904,0.001346146,0.003492023,0.0,0.002674545,0.008622742,0.00444544,0.000770401,0.000405731,0.0,0.006360702,0.001439172,0.001525885,0.0,0.006786359,0.00033883,0.014029653,0.000884883,0.0,0.015776848,0.000227101,0.003944796,0.0,0.000726733,0.002785942,0.004749435,0.000926574,0.0,0.001677567,0.002090688,1,0,0,1,0,0
ENSG00000262468,0.52223408,0.000675219,0.001069623,0.000374779,0.000528028,0.000604004,0.000171323,0.0,0.00055568,0.000532861,0.000597005,0.000260126,0.00145847,0.0,0.0,0.000843227,0.000962117,0.0,0.008163818,0.001816959,0.000656082,0.002169562,0.0038821,0.0,0.000890203,0.000185027,0.003041534,0.000421198,0.000678557,0.0,0.001334057,0.001458867,0,0,0,0,0,0
ENSG00000262227,0.696371398,0.000611148,0.000971891,0.000466562,0.001161661,0.0,0.000534909,0.002276776,0.000627381,0.000725461,0.0,0.000178234,0.001669199,0.002535309,0.000235962,0.001589003,0.001537669,0.0,0.001628513,0.0,0.0,0.002637122,0.000288552,0.007883825,0.0,0.003426345,0.000472843,0.0,0.000207684,0.0,0.000439393,0.000592466,1,0,0,0,0,0
