ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,K562_nucleus,A549_cytosol,IMR.90_cytosol,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_Alu,with_repeat_L1,with_repeat_Simple_repeat,with_repeat_hAT-Charlie
ENSG00000278356,0.000288384,0.41586624,0.0,0.0,0.0,0.0,0.218905473,0.21833057,0.0,0.000443575,0.0,0.0,0.000277897,0.000344978,0.000400788,0.0,0.0,0.000215102,0.0001605,0.0,0.0,6.26e-05,0.0,0.0,0.000283154,0.000200317,0.000343613,0.0,0.0,0.000154179,0.000124537,0.0,0.0,0.0,0.0,0.000135909,0.0,0.000153355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000278341,0.000920486,0.66755603,0.0,0.0,0.0,0.0,0.0,0.217050051,0.0,8.38e-05,0.0,2.17e-05,2.55e-06,0.000464664,0.000412078,0.000443537,0.000213448,0.0,9.63e-05,0.000547234,0.000237643,0.000207137,3.88e-05,0.0,0.0,0.0,0.000395155,0.0,0.003020399,4.59e-05,0.000190083,0.00046138,0.000298877,0.0,0.0,4.53e-05,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1
ENSG00000278291,0.002827858,0.442191391,0.0,0.0,0.094527363,0.845771144,0.527363184,0.216389701,0.000145987,0.00053229,6.04e-05,0.000466942,0.000130025,0.001943142,0.001896687,0.000211299,9.85e-05,0.001084472,0.000802501,6.9e-05,0.000701335,0.000342017,0.00129765,1.77e-05,0.000230718,1.89e-05,0.000996478,0.000745426,0.000955673,0.00152539,0.00030151,0.00096313,0.001433323,0.000334348,0.000500329,0.009114961,0.000927365,0.001444089,0.000181058,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,0
ENSG00000278276,0.000167302,0.37015297,0.0,0.0,0.0,0.0,0.0,0.216770726,0.0,0.0,0.0,0.0,0.000221808,0.0,0.0,0.0,0.000593823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000177308,0.0,0.0,0.0,0.0,0.000255628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000278238,0.000318329,0.427250089,0.0,0.0,0.179104478,0.0,0.0,0.215975701,0.001034792,0.001340582,0.002461157,0.00234014,0.000609335,0.0,0.002461177,0.000502548,0.00069781,0.004086937,0.003742866,0.000277826,0.000979551,0.0,0.002079567,0.000559897,0.002055488,0.0,0.002834808,0.0,0.00309119,0.001417137,0.000364871,0.0,0.000925554,0.0,0.00406267,0.0,0.004449567,0.000460064,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000278231,0.018034105,0.473141231,0.0,0.0,0.069651741,0.099502488,0.0,0.209969925,0.0,0.0,0.002506455,0.0,0.0,0.0,0.0,0.000386429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000666356,0.000650205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000278206,0.01450449,0.294557097,0.0,0.0,0.0,0.034825871,0.0,0.225417901,0.0,6.41e-05,5.28e-05,1.09e-05,2.55e-06,0.0,0.0,7.04e-05,0.0,0.0,3.85e-05,2.69e-05,1.16e-05,9.63e-05,3.33e-05,0.0,1.05e-05,2.98e-05,1.72e-05,0.0,7.08e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,0
ENSG00000278202,0.01010126,0.37210957,0.0,0.0,0.089552239,0.0,0.0,0.21279865,0.0,0.001158223,0.0,0.0,0.000328888,0.0,0.000513686,0.0,0.000544565,0.001568452,0.001232642,0.000500088,0.000417324,0.00030348,0.001835564,0.0,0.000492898,0.000372211,0.0,0.000263534,0.0,0.000390369,0.000469744,0.0,0.0,0.00163025,0.0,0.0,0.001085641,0.000753994,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000278175,0.001715333,0.482568481,0.0,0.0,0.0,0.0,0.0,0.33045593,0.0,0.003760529,0.004597684,0.002823371,0.000693469,0.006934764,0.003149855,0.00088517,0.0,2.69e-05,3.21e-05,0.000259305,0.000863628,0.000616594,0.005728514,0.00091279,0.002480219,8.12e-06,0.012198265,0.00167909,0.001828758,0.001961685,0.001437635,0.001141915,0.000883775,0.002401447,0.001418075,0.004575602,0.002006318,0.004396166,0.001789615,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,1,0
ENSG00000278156,0.002911184,0.59889719,0.0,0.0,0.945273632,0.905472637,0.800995025,0.216296316,1.72e-05,0.000172501,0.0,0.000591822,0.000183565,0.000457624,0.0,0.000637703,0.000155981,5.38e-05,3.85e-05,6.4e-05,0.0,5.78e-05,0.000443641,2.96e-05,5.24e-05,0.0,0.000240529,0.0,0.000507333,0.000141058,0.001177638,0.000692069,7.39e-05,0.000890781,0.001772593,0.0,0.000363366,6.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0
ENSG00000278133,0.001147027,0.45090715,0.0,0.0,0.094527363,0.0,0.0,0.217744485,0.010614134,0.009783289,0.018028356,0.009300836,0.003564226,0.007786649,0.005752155,0.005160635,0.006009375,0.028196281,0.010323376,0.003461886,0.005170175,0.006883695,0.010242561,0.003814792,0.005448091,0.005610237,0.007696933,0.001295083,0.006689713,0.003811836,0.006641963,0.00816642,0.001851108,0.010730855,0.005783801,0.008381052,0.0,0.00371885,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1
ENSG00000278112,0.000259741,0.661686233,0.0,0.0,0.019900498,0.019900498,0.024875622,0.219789824,0.000364968,0.000670291,0.0,0.0,5.61e-05,0.001393993,9.6e-05,0.001880748,0.001806096,0.001209948,0.0,0.000464728,0.0,0.000332383,0.000216275,0.0,0.000220231,0.000920377,0.001288549,0.0,0.0,0.000131216,0.002379309,0.00351802,0.0,0.002977403,0.0,0.0,0.0,0.000153355,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000278107,0.000337208,0.460512273,0.0,0.0,0.0,0.0,0.0,0.220623644,0.0,0.000276002,0.000271784,0.000347492,2.29e-05,0.001006773,0.000513686,0.0,0.0,0.0,4.49e-05,0.00011955,0.0,0.0,0.001386378,2.17e-05,0.0,0.0,0.000249119,0.0,0.000401147,0.000351004,0.000163864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000278090,0.0015936,0.450729278,0.0,0.0,0.0,0.0,0.0,0.221696609,0.0,0.000596362,0.009912576,0.0,6.37e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.05e-06,0.0,0.0,3.88e-05,0.004317517,0.0,0.0,0.000438107,0.0,0.0,6.56e-06,0.000102688,0.0,0.0,0.0,0.0,0.0,0.0,7.67e-05,0.00062322,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1
ENSG00000278071,0.000461545,0.374244041,0.0,0.0,0.129353234,0.0,0.0,0.235529318,0.0,0.0,0.0,0.0,0.000277897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002501193,0.0,0.0,0.0,0.0,0.0,5.46e-05,0.0,0.0,0.0,0.0,0.0,0.000173881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000278022,0.000254533,0.42796158,0.0,0.0,0.0,0.0,0.0,0.219062968,0.0,0.001996087,0.000143442,0.001465981,0.000155521,0.0,0.0,0.0,0.002430021,0.002375084,0.0,0.001050689,7.54e-05,0.000457628,0.000282821,0.0,0.0,0.000345141,0.006064771,0.0,0.0,5.25e-05,0.002761658,0.000905458,0.0,0.0,0.0,0.0,0.0,0.000779553,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000278000,0.000386682,0.488260406,0.0,0.0,0.368159204,0.0,0.0,0.23972308,0.000184631,0.000404146,0.000596415,0.003898424,0.000866836,0.000936369,0.000321759,0.001153576,0.006983573,0.007277616,0.001861803,0.001554144,0.0,0.001035685,0.002290296,0.00057764,0.0,0.000429058,0.0,0.000564717,0.001156247,0.0,0.003847532,0.003235425,0.0,0.0,0.002450182,0.0,0.0,0.001482428,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000277969,0.001450384,0.656172181,0.0,0.0,0.850746269,0.900497512,0.631840796,0.216168846,0.005281305,0.000813221,0.019425025,0.0,4.33e-05,0.001098298,0.000756417,9.52e-05,0.001543391,0.006121443,0.00620173,0.000106079,0.00042312,0.000342017,0.001968657,0.004339203,0.0,0.000848641,0.00262005,0.001453204,0.001710773,0.000852906,0.00029714,0.000495983,0.000623463,0.0,0.001269406,0.001803059,0.001868105,0.000715655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277959,0.000171859,0.45624333,0.0,0.0,0.0,0.0,0.0,0.218944643,0.0,0.000946293,0.0,0.0,0.0,0.000450584,0.0,0.001473379,0.000350273,0.001093435,0.0,0.000402427,0.000394139,0.000255308,0.000377095,0.000384436,0.0,9.47e-05,0.0,0.0,0.00090848,0.0,0.000578987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000277938,0.001768062,0.507470651,0.0,0.0,0.0,0.0,0.0,0.216619424,2.58e-05,0.000576647,5.28e-05,0.000217182,6.37e-05,7.04e-05,7.9e-05,9.71e-05,0.000503518,0.000967959,0.00013482,0.000400744,0.000365158,0.00030348,0.000427004,0.000104488,0.0,3.52e-05,0.000712997,0.0,0.000342155,6.23e-05,0.000443526,0.00039794,0.000176755,0.001522869,0.000274466,0.002165483,0.0,0.00085623,0.001170206,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0
ENSG00000277895,0.000809168,0.685343294,0.0,0.0,0.069651741,0.07960199,0.0,0.216231749,0.000279093,2.96e-05,0.0,0.0,7.65e-06,0.000309776,0.000135478,5.52e-05,7.39e-05,0.0,0.0,0.0,4.64e-05,9.15e-05,8.87e-05,0.0,0.000167795,0.0,0.000343613,0.0,0.000200573,5.9e-05,0.000107058,0.0,0.0,9.03e-05,0.0,0.0,0.0,0.000421725,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277879,0.000966706,0.380469584,0.0,0.0,0.0,0.0,0.0,0.223590092,0.000214687,0.001118794,0.001162633,7.06e-05,1.78e-05,0.000535068,0.000750772,0.00044544,0.000232603,0.000708044,0.00030174,0.000831795,0.000782482,0.00091044,0.000443641,0.00088519,0.0,5.68e-05,0.000876213,0.0,0.000401147,0.00024275,0.000185713,0.000484449,0.000475632,0.0,0.000171541,0.0,0.0,0.00086901,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277855,0.030446345,0.391141942,0.0,0.0,0.527363184,0.542288557,0.28358209,0.216577304,0.0,2.46e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038264,0.0,0.0,0.0,0.0,0.0,0.0,1.97e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0
ENSG00000277840,0.00040491,0.316613305,0.0,0.0,0.432835821,0.492537313,0.39800995,0.241305924,0.0,0.000625933,0.0,0.0,6.88e-05,0.000436503,0.0,0.000534909,0.000615715,0.000788707,0.0,0.000227313,0.0,0.000158966,0.000449186,0.000216862,0.0,0.000198964,0.0,0.0,0.000165178,0.0,0.000150755,0.000213388,0.0,0.0,0.0,0.0,0.0,0.000178914,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000277806,0.000368455,0.153148346,0.0,0.0,0.0,0.0,0.0,0.218429498,0.0,0.000256288,0.0,0.000238901,6.88e-05,0.000112646,0.000163702,2.86e-05,0.0,0.000349541,0.0,0.000149858,8.11e-05,0.000178234,0.000959374,0.0,0.0,0.0,0.0,0.0,0.0,0.000101693,8.52e-05,0.002116579,0.0,0.001403284,0.00055465,0.0,0.000218466,0.000140575,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000277782,0.000208965,0.47171825,0.0,0.0,0.0,0.0,0.0,0.2162154,0.001223717,0.001025151,0.004008818,0.000570104,0.000254952,0.002928794,0.002370859,0.0,0.0,0.00055568,0.0,0.000311502,0.00102592,0.000746657,0.005124053,0.00092659,0.0,0.0,0.002740314,0.0,0.006654318,0.001098937,0.000646717,0.000184552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277767,0.001143121,0.307363927,0.0,0.0,0.0,0.0,0.0,0.216207641,0.0,0.000147858,0.000792704,0.000103162,5.61e-05,0.0,0.0,3.43e-05,0.000224394,0.000349541,0.0,2.02e-05,0.0,0.0,0.000299458,0.001165138,7.87e-05,0.0,0.000137445,0.0,0.0,3.28e-05,0.000209746,0.000495983,3.54e-05,0.001461856,0.001232238,0.0,0.000251904,3.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277715,0.001275921,0.472073995,0.0,0.0,0.0,0.0,0.0,0.230779676,0.0,0.000261216,0.0,0.000233471,0.000109629,0.000204171,9.03e-05,0.000144673,0.000106724,0.000188214,3.85e-05,0.00011955,4.64e-05,0.000154149,0.000460277,5.91e-06,4.72e-05,0.0,0.000317842,0.0,0.0,0.000141058,0.000900161,0.000853552,7.07e-05,0.000710184,0.000311633,0.0,0.0,0.000332268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0
ENSG00000277701,0.006385465,0.32906439,0.0,0.0,0.0,0.0,0.0,0.220765524,0.0,0.0,0.002166725,0.0,0.00010708,0.010236697,0.00173863,0.015066921,0.005226734,0.003181716,0.0,0.010186969,0.0,0.006218929,0.001691381,0.006107611,0.000461436,0.0,0.000446697,0.000180709,0.0,9.19e-05,0.006371041,0.000490216,0.0,0.000824887,0.012439603,0.0,0.000760171,0.000677316,0.001461804,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,0
ENSG00000277692,0.000399702,0.348274635,0.0,0.0,0.119402985,0.0,0.0,0.216671798,0.0,3.45e-05,0.0,0.0,7.65e-06,0.0,0.000129833,0.0,8.21e-05,0.0,0.0,0.000175115,0.0,0.000105977,0.0,7.1e-05,0.0,9.47e-06,0.0,0.0,0.0,0.0,0.000286216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277654,0.214001933,0.299715404,0.0,0.0,0.0,0.0,0.0,0.314905978,0.001429817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002568934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
ENSG00000277639,0.000705012,0.498932764,0.0,0.0,0.233830846,0.0,0.174129353,0.218946028,0.0,0.001473654,0.00120793,0.00517437,0.001845851,0.000323857,0.000496751,0.000213202,0.000259968,0.0,0.00010914,0.000439471,0.000892609,0.00047208,0.002800484,0.000311492,8.39e-05,8.12e-06,0.00104802,0.000459303,0.001710773,0.001056292,0.001254108,0.002497217,0.001455819,0.000800482,0.0,0.0,0.0,0.000217252,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277619,0.00085018,0.718427606,0.0,0.0,0.661691542,1.0,1.0,0.216029737,0.0,4.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000328381,0.0,3.85e-05,0.0,0.0,0.0,0.0,0.0,8.39e-05,0.000205731,0.0,0.0,0.00015338,0.0,0.0,6.34e-05,0.0,0.0,0.0,0.0,0.0,0.00029393,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000277589,0.000891192,0.333866951,0.0,0.0,0.069651741,0.228855721,0.0,0.229727217,0.0,8.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.00012026,0.0,1.35e-05,9.45e-05,0.0,0.0,0.0,0.0,0.000415242,0.0,0.0,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0
ENSG00000277559,0.000904862,0.568836713,0.0,0.0,0.0,0.0,0.0,0.217112955,0.0,8.38e-05,0.0,2.17e-05,1.02e-05,0.0,0.0,0.0,0.000944096,0.000708044,0.0,0.000193637,0.000214458,0.000216771,0.000537915,0.0,0.000319859,0.0,0.000197578,0.0,0.0,0.000295237,0.001162344,0.001776312,0.0,0.000934709,0.0,0.002872209,0.0,0.000140575,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1
ENSG00000277534,0.001792149,0.293489861,0.0,0.0,0.0,0.0,0.0,0.246876639,0.0,0.002326303,0.001019191,0.0,0.000163169,0.00019713,0.000316115,0.00017513,0.000166927,0.000430204,0.0,0.000338443,0.0,0.000987514,0.000576733,0.000662414,0.000644962,0.0,0.001400223,3.76e-05,0.000247767,0.000272274,0.000142016,0.001401441,0.000851638,0.002130552,0.001595334,0.002944694,0.00135315,0.002670927,0.002052625,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000277504,0.000302706,0.710423337,0.0,0.0,0.0,0.0,0.0,0.238849633,0.0,0.0,0.0,0.000130309,8.41e-05,0.0,0.0,3.81e-05,0.0,0.0,5.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.49e-05,0.0,0.0,0.0,1.31e-05,7.21e-05,0.0,0.0,0.0,0.0,0.000226515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000277476,0.001736164,0.688367129,0.0,0.0,0.0,0.0,0.0,0.239879369,0.0,0.000847721,0.000196289,0.001167355,0.00016062,0.004843774,0.001191074,0.00201971,0.007402259,0.004418553,0.001913163,0.000373803,0.0,0.000298663,0.004319954,0.000212919,0.001137859,0.0,0.002697363,0.001987802,0.002465873,0.000511744,0.004524837,0.001153449,0.000331014,0.003658301,0.002784687,0.002183604,0.000492662,0.000907348,0.002776857,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0
ENSG00000277463,0.000231098,0.504624689,0.0,0.0,0.0,0.0,0.0,0.216211243,0.0,0.0,0.0,0.0,0.0,0.0,0.000180637,0.000272213,0.000331118,0.0,0.00024396,0.000161644,0.0,7.23e-05,0.000194093,5.52e-05,0.0,0.0,0.000343613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277453,0.00033851,0.5,0.0,0.0,0.228855721,0.149253731,0.089552239,0.215973484,0.000618299,0.000256288,0.000611515,0.000325774,6.88e-05,6.34e-05,0.0,2.09e-05,0.0,0.000905221,0.000988682,3.87e-05,6.96e-05,9.63e-05,0.0,0.0,0.0,0.000174601,0.000609913,0.0,0.000318558,0.000196825,0.000159495,0.0,0.0,0.000656493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277449,0.004448148,0.638740662,0.0,0.0,0.995024876,1.0,1.0,0.216160532,0.00010305,0.0,6.79e-05,0.0,7.39e-05,0.0,0.0,2.67e-05,6.02e-05,0.000152364,0.0,0.0,0.0,1.45e-05,0.000116456,3.35e-05,0.0,4.74e-05,9.45e-05,0.0,9.44e-05,0.000121375,0.000126722,0.0,0.000118908,0.000173275,0.0,0.000235576,4.01e-05,0.00029393,0.000127693,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0
ENSG00000277440,0.000334604,0.405016009,0.0,0.0,0.0,0.0,0.0,0.217255666,0.000751405,0.000271074,0.000377478,0.000179175,0.000127476,0.0,0.000107253,0.000266503,0.000664972,0.001183061,0.000462241,0.0,0.0,0.0,0.0,0.00026812,5.77e-05,0.000469663,0.000317842,0.0,0.0,2.62e-05,0.0,0.001303397,0.0,0.0,0.0,0.0,0.000327699,0.000166134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000277423,0.000226541,0.301316258,0.0,0.0,0.0,0.0,0.0,0.216503593,0.0,0.0,0.0,9.77e-05,2.55e-05,0.0,0.0,0.000142769,0.000229867,0.0,0.0,3.37e-05,0.0,0.000130063,0.000887282,9.66e-05,0.0,0.000174601,0.0,0.0,0.000495534,0.0,9.83e-05,0.001009268,0.0,0.0,0.0,0.0,0.0,0.000881789,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000277386,0.000281874,0.424581999,0.0,0.0,0.0,0.0,0.0,0.219804234,0.0,0.0,0.0,0.0,0.0,9.15e-05,0.0,0.000178938,0.0,0.0,0.0,2.19e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000271064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0
ENSG00000277383,0.000334604,0.790110281,0.0,0.0,0.029850746,0.0,0.0,0.216020315,0.0,5.91e-05,0.0,0.0,0.000349284,0.0,0.000423368,0.0,0.000369429,0.0,0.0,0.0,0.0,0.0,0.00038264,0.000567783,0.0,0.000483198,0.003822696,0.0,0.000637116,0.000183703,0.0,0.001787846,0.000382434,0.0,0.001846928,0.0,0.0,8.95e-05,0.001494204,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277369,0.000481725,0.671469228,0.0,0.0,0.0,0.0,0.0,0.216004243,0.000339206,0.0,0.000921047,0.000228042,6.12e-05,0.000274574,0.000254021,0.000289346,0.000883893,0.000761819,0.000513601,4.04e-05,2.9e-05,0.0,0.000604461,0.000587498,6.82e-05,0.000249043,0.000575552,0.001280024,0.001592789,0.000190264,0.000183528,0.001216889,0.000752013,0.0,0.0,0.001205059,0.0,0.000140575,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000277368,0.000257788,0.725898257,0.0,0.0,0.0,0.0,0.0,0.216032508,0.0,0.000133072,0.00068701,0.000798145,0.000114728,0.000450584,0.000282245,0.0,0.000229867,0.000439166,0.00026964,2.53e-05,7.54e-05,0.0,0.0,0.0,0.0,0.000128582,0.001477536,0.001739327,0.000271364,0.000209946,0.000343022,0.0,9.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277342,0.0002988,0.165777303,0.0,0.0,0.23880597,0.23880597,0.805970149,0.216569545,0.0,0.001000508,0.000377478,0.0,0.000341635,0.0,0.000158057,0.000340743,0.000112197,0.000286803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000244983,0.000498239,7.53e-05,0.001191642,0.0,0.000196637,0.001084242,0.0,0.0,0.0,0.0,0.003297049,0.000102236,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000277324,0.001051333,0.537886873,0.0,0.0,0.0,0.0,0.0,0.216121737,0.0,0.0,0.000392577,0.000439794,9.94e-05,0.0,0.000129833,7.23e-05,0.0,0.000322653,8.35e-05,0.0,3.48e-05,9.63e-05,0.0,0.00012026,0.0,3.25e-05,0.000326432,0.0,0.0,6.89e-05,0.000211931,0.0,8.36e-05,0.0,0.0,0.0,0.0,5.11e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0
ENSG00000277310,0.000233051,0.252045535,0.0,0.0,0.034825871,0.0,0.0,0.218736534,0.0,0.0,0.0,0.0,0.0,0.000147848,0.0,0.0,0.0,8.96e-05,0.0,0.000136388,8.69e-05,0.000245674,0.000615552,0.000191232,7.87e-05,0.0,0.0,0.0,0.0,0.0,4.81e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000277287,0.003651999,0.608146567,0.0,0.0,0.0,0.0,0.0,0.216091255,0.0,7.39e-05,0.0,0.000836152,0.000101981,0.000696997,0.000366919,0.000142769,0.000177873,0.000224065,8.35e-05,0.000134704,0.000144904,9.15e-05,0.000366004,0.0,0.0,4.06e-06,0.000163216,0.0,0.000188775,2.62e-05,5.68e-05,0.0,2.89e-05,0.000563754,0.0,0.000851696,0.0,0.000894569,0.000251575,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0
ENSG00000277283,0.001318886,0.55923159,0.0,0.0,0.248756219,0.472636816,0.457711443,0.216113701,0.005015093,0.001582084,0.004099413,0.003621516,0.001124337,0.002274039,0.001766854,0.000574884,0.001412039,0.002787363,0.002182803,0.00032834,0.000585412,0.000732205,0.003149851,0.001283426,0.00210268,0.002028889,0.006769178,0.001995332,0.002902415,0.001879675,0.001795952,0.004094744,0.00246493,0.003499669,0.002141407,0.002681937,0.002079883,0.00313099,0.00219366,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,0
ENSG00000277268,0.048771438,0.525435788,0.0,0.0,0.771144279,0.76119403,0.771144279,0.215982906,0.0,0.000345003,0.0,0.000325774,0.000130025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,0.0007989,0.0,0.0,0.0,0.0,0.000403707,0.000864493,0.0,0.0,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0
