ID,gene_length,GC_content,repeat_coverage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,MCF.7_cell,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_L1
ENSG00000272990,0.000286431,0.305051583,0.0,0.0,0.07960199,0.0,0.35077492,0.000158869,0.001463797,0.001009796,0.00034728,0.0,0.000122377,0.001067239,0.00218687,0.000712621,0.000307604,0.000786333,0.00027242,0.00070812,0.000554551,0.000652556,0.000886167,0.000665204,0.000271046,0.000695817,0.0,0.000860748,0.001073658,0.000337882,0.000970076,0.0,0.0,0.000622326,0.0,0.0,0.001277955,0.00236065,0.001464563,0.004084312,0.004301792,0,0,0,1,0,0,0
ENSG00000272989,0.001078674,0.635183209,0.0,0.512437811,0.0,0.0,0.216723617,0.0,1.48e-05,1.47e-05,0.00018119,0.000787286,0.000170818,0.0,0.000134439,0.0,0.0,5.39e-05,0.0,4.34e-05,0.000122001,4.53e-05,0.0,2.54e-05,0.0,0.0,0.0,0.000148771,5.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95e-05,0.000207406,0.0,0.000131539,0.0,0,1,0,0,0,0,1
ENSG00000272986,0.000440714,0.363571683,0.0,0.049751244,0.0,0.0,0.216028352,0.000416493,0.000345003,0.0,3.77e-05,0.000841582,0.000145323,0.000207975,0.000367466,0.00030174,0.00041721,9.26e-05,0.0,6.26e-05,0.000920555,0.000163632,7.34e-05,0.000117105,0.0,0.000721587,0.0,0.000263006,0.000141581,0.000475659,0.000183528,0.000168322,0.0,8.05e-05,0.000299,0.0,0.000102236,0.001061252,0.0,0.000976661,0.000772831,0,0,0,1,0,0,0
ENSG00000272980,0.090921755,0.382781928,0.141444689,0.696517413,0.696517413,0.711442786,0.216010339,0.0,0.000182359,0.001724761,0.00033973,7.06e-05,5.61e-05,0.0,0.000699081,8.99e-05,0.000307604,1.85e-05,2.32e-05,3.85e-05,0.000188547,0.000642699,1.05e-05,0.0,0.00023366,3.44e-05,0.0,0.0002205,8.26e-05,1.97e-05,3.28e-05,3.47e-05,1.61e-05,0.000131787,0.0,8.92e-05,0.00028115,0.000126846,0.0,0.00013819,0.0,0,0,0,0,1,0,0
ENSG00000272979,0.000235655,0.353788687,0.0,0.0,0.0,0.0,0.228741819,0.000188925,0.000394289,0.000678111,0.000286883,0.000130309,4.59e-05,0.0,0.0,0.00018618,0.000173248,0.0,0.000173885,5.78e-05,0.0,0.0,0.00033559,0.0,0.0,0.0,0.0,6.91e-05,0.0,0.0,7.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00020769,0.0,0.000321246,0.000319356,0,0,0,0,0,0,0
ENSG00000272977,0.002399513,0.46300249,0.222507814,0.0,0.0,0.0,0.235579197,0.000347793,0.000483004,0.001017167,0.00068701,0.000830723,0.000221808,0.001305315,0.001407125,0.0002889,0.000530352,0.000276143,0.000121719,0.000250491,3.88e-05,0.000776759,0.0,0.0,0.000640229,0.000369384,0.000715308,0.000714633,0.001970339,0.0,1.31e-05,5.88e-05,0.000263526,0.000283097,0.0,0.000688836,0.000332268,0.001022342,0.000266808,0.001200312,0.001565145,1,0,0,0,0,0,0
ENSG00000272954,0.000235655,0.477943792,0.0,0.36318408,0.164179105,0.169154229,0.218626522,0.000858749,0.000290788,0.000398022,0.0,0.0,0.000443616,0.000695073,0.000367466,0.0,0.000936955,0.0,0.0,0.0,0.002173841,0.000220805,0.0,0.000170225,0.0,0.000128855,0.0,0.006150094,0.0,0.0,0.006296756,0.000192368,0.0,0.0,0.0,0.0,0.0,0.000136988,0.0,0.000138774,0.0,0,0,1,0,0,0,1
ENSG00000272953,0.000367153,0.602454642,0.0,0.810945274,1.0,0.542288557,0.216047195,0.001185073,0.0,0.0,0.000150991,0.000206323,0.000140223,0.00092494,0.001120323,0.001206962,0.000647029,1.52e-05,0.0,8.67e-05,0.000826281,0.0,0.000188769,0.00011469,0.001215033,0.000618504,0.0,0.004997118,0.0,0.000426453,0.0,0.001221004,0.000106053,0.0,0.0,0.0,0.00028115,0.000156375,0.0,0.000299966,0.00027903,1,0,0,0,0,0,0
ENSG00000272948,0.000420533,0.644610459,0.0,0.094527363,0.0,0.0,0.215986231,0.001661679,0.000123215,0.000714965,0.001064488,0.0,0.000130025,0.000186083,0.000233027,0.0002247,0.000519745,0.0,0.0,0.0,0.000171911,0.0,0.000372295,0.0,0.0,0.000618504,0.0,0.001330971,0.0,8.53e-05,0.000439156,0.00024046,0.0,0.0,0.0,0.000784693,0.0,2.85e-05,0.0,5.49e-05,6.49e-05,0,0,0,1,0,0,0
ENSG00000272941,0.000701106,0.574884383,0.0,0.0,0.0,0.0,0.216611665,0.0,0.000123215,0.001260402,0.002204472,0.0,5.1e-06,0.005311565,0.007582344,0.004166586,0.0,0.0,0.0,0.0,3.33e-05,0.000891104,0.0,1.45e-05,7.01e-05,5.15e-05,0.0,0.0,0.0,0.0,0.0,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.00303271,0.004047766,0.004737088,0.004926273,0,0,0,1,0,0,0
ENSG00000272936,0.000320933,0.101387407,0.038857225,0.0,0.0,0.0,0.222097862,0.0,0.0,0.000737077,6.04e-05,0.0,0.000150422,0.0,0.000233027,0.0,0.00041721,0.0,0.0,0.0,0.000953828,0.000343036,0.0,0.0,0.000551438,0.000111674,0.0,0.00116626,0.000424744,0.0,0.0,3.74e-05,0.0,0.0,0.0,0.001622888,0.002900958,0.000711276,0.000996245,0.001542823,0.002129869,0,0,0,1,0,0,0
ENSG00000272933,0.000833906,0.79135539,0.0,0.059701493,0.074626866,0.358208955,0.216047195,0.0,2.46e-05,9.58e-05,0.000196289,4.89e-05,7.65e-06,0.000183346,0.000152364,0.0001284,1.41e-05,0.0,0.0,0.0,2.77e-05,0.00026812,0.0,0.000138836,0.0,0.000154626,8.28e-05,0.000446314,0.0,6.56e-06,0.0,8.28e-05,0.0,0.0,0.0,0.00020509,0.000102236,0.000747695,0.00207151,0.001933733,0.002528101,1,0,0,0,0,0,0
ENSG00000272918,0.001678227,0.310743508,0.25426811,0.791044776,0.76119403,0.855721393,0.241249948,0.000133106,0.000157715,0.000265348,0.0,0.000228042,3.82e-05,0.000295543,0.000412279,2.57e-05,0.000120213,0.000402427,6.96e-05,0.000260126,0.000665461,0.000185318,0.0,8.81e-05,0.000261699,3.44e-05,0.000105414,0.000616338,0.000283162,9.19e-05,0.000489408,2.14e-05,9.96e-05,0.000627207,0.000226515,6.69e-05,0.000153355,0.00048524,0.000211223,0.000596812,0.000716419,0,0,0,1,0,0,0
ENSG00000272914,0.000971262,0.371398079,0.0,0.0,0.0,0.0,0.270968464,0.0,0.000133072,0.000199011,0.000150991,0.0,0.0,0.0,0.0,0.0,0.0,4.88e-05,0.0,4.82e-05,0.000188547,0.00013406,3.15e-05,0.0,9.35e-05,9.45e-05,0.0,0.0002205,0.000200573,7.54e-05,0.000102688,5.61e-05,0.0,0.0,0.0,0.0,0.0,0.000444798,0.000302667,0.00075542,0.00093776,0,0,1,0,0,0,0
ENSG00000272913,0.000993396,0.686944148,0.082675206,0.55721393,0.0,0.711442786,0.234048172,3.43e-05,0.000542147,0.004171857,0.014268674,0.0,0.0,0.0,0.0,0.0,0.0,0.000885677,0.004219605,0.002047285,0.004763595,0.002596425,0.0,0.0,0.003476863,0.001142514,0.010353136,0.000674784,0.010300034,0.002650571,0.0009089,0.007147017,0.0,0.000314824,0.002971876,0.0,0.000690096,0.000339372,0.0,0.000862089,0.001153337,1,0,0,0,0,0,0
ENSG00000272910,0.000281874,0.225720384,0.166132087,0.0,0.0,0.0,0.221735404,0.0,0.0,0.0,0.0,0.0,3.06e-05,0.0,0.0,0.0,9.55e-05,3.03e-05,0.0,0.0,0.000249548,3.75e-05,0.0,0.0,0.0,0.0,0.0,9.03e-05,0.0,4.26e-05,5.03e-05,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.000223663,0.0,0.000308541,0.0003335,0,0,0,1,0,0,0
ENSG00000272909,0.001173066,0.421024546,0.0,0.592039801,0.592039801,0.542288557,0.230970049,3.86e-05,0.001123723,0.001518379,0.000777605,0.000130309,2.29e-05,0.00022713,0.000690119,0.000346681,5.66e-05,0.000107763,0.0,0.000178234,0.001563834,0.00075113,0.0,0.000310268,0.000593497,0.000481058,0.0003313,0.000571175,0.000554526,0.000282115,0.000445711,0.00016565,0.000151045,0.0,0.000815454,0.0,0.000191693,0.000654254,0.004401321,0.002347366,0.003368762,0,0,0,1,0,0,0
ENSG00000272906,0.000599553,0.588046958,0.0,0.616915423,0.711442786,0.800995025,0.216102062,0.002881102,0.000315431,0.001437301,0.002355464,0.0,0.00047421,0.000845581,0.001362312,0.001206962,0.001835018,0.0003637,6.38e-05,0.0001686,0.00038264,0.000788588,0.0,0.000801625,0.000925294,0.001065201,0.0,0.000932476,0.000448341,0.000219787,0.000506887,0.000694663,0.000308518,0.0,0.000326182,0.0,0.000357827,0.000349581,0.00068411,0.000926232,0.001407125,0,0,0,1,0,0,0
ENSG00000272905,0.000390588,0.248843828,0.0,0.019900498,0.0,0.174129353,0.222075693,5.58e-05,0.000428789,0.0,4.53e-05,0.0,2.8e-05,0.000153245,0.000501905,0.0,8.13e-05,0.0,0.0,0.0,0.000399277,0.0,8.91e-05,8.33e-05,0.000275719,0.000111674,0.0,0.001503652,0.0,0.000206666,0.000668566,9.35e-05,0.0,0.0,0.000353363,0.0,0.000383387,0.000192822,0.0,0.000382952,0.000413091,0,0,0,0,0,0,0
ENSG00000272902,0.002398862,0.472785486,0.392181764,0.069651741,0.12437811,0.12437811,0.243993878,3.43e-05,0.00035486,6.63e-05,1.51e-05,0.0,3.31e-05,6.57e-05,0.000466054,0.000462241,6.01e-05,3.7e-05,0.000104331,9.63e-05,0.001048102,2.17e-05,0.000188769,5.31e-05,0.00049536,0.000549781,0.0,9.56e-05,0.000165178,0.000488781,0.000107058,0.00019504,0.000401716,4.15e-05,0.0,0.000586291,0.000447284,0.000110291,0.0,0.000199833,0.000286093,0,0,0,0,0,0,0
ENSG00000272899,0.003513991,0.640341515,0.0,0.368159204,0.47761194,0.402985075,0.228180397,0.0,7.39e-05,0.000110562,0.000150991,5.97e-05,1.78e-05,4.93e-05,2.69e-05,4.49e-05,0.000268712,7.58e-05,6.38e-05,0.0,0.001014829,0.000175461,0.0,0.0,0.000266373,0.000206168,0.0,0.000247066,0.000707906,0.00015746,0.000762515,9.62e-05,7.39e-05,0.0,0.000978545,0.000214007,0.000127796,0.000809941,0.000218659,0.000725433,0.000619671,0,0,0,0,0,0,0
ENSG00000272888,0.011019142,0.268943436,0.027678879,0.796019901,1.0,0.766169154,0.215752906,0.008351331,0.043632976,0.069631683,0.015076477,0.018183595,0.009458712,0.006066842,0.035922026,0.018046648,0.020340769,0.00342821,0.018304275,0.017100852,0.018050642,0.006488104,0.0,0.003673714,0.058489808,0.046138648,0.016640313,0.051700641,0.037578017,0.018921401,0.004125009,0.051715017,0.024591455,0.019231098,0.047685923,0.048234106,0.060498403,0.026276454,0.056498979,0.056017357,0.065819222,0,0,0,0,1,0,0
ENSG00000272871,0.000781827,0.299893276,0.0,0.547263682,0.517412935,0.547263682,0.221769488,0.0,0.00049779,0.004702552,0.000883299,0.0,0.000175917,0.000949569,0.001102397,7.06e-05,0.0,0.000688673,0.0,0.0005058,0.001580471,0.004153885,1.05e-05,6.04e-06,0.000766405,4.3e-05,0.0,0.00205623,0.0,3.28e-05,0.0,0.0,0.0,0.005098193,0.0,0.0,8.95e-05,0.000215488,3.66e-05,0.00043799,0.000483772,0,1,0,0,0,0,1
ENSG00000272870,0.004295818,0.305229456,0.312547582,0.0,0.0,0.0,0.216047749,0.0,0.000808292,0.043222207,0.0,0.002361858,0.000767405,0.002744719,0.007931884,0.009732735,0.004751954,7.07e-05,0.0003014,0.0,0.004070406,0.006505847,0.000917628,0.000534819,0.00141598,0.001924233,0.001671561,0.001179543,0.003881685,0.00152539,0.000699154,0.000737412,0.003756849,0.0,0.001304726,0.011971029,0.002888179,0.003776043,0.0,0.005181631,0.006057572,0,0,0,0,0,0,1
ENSG00000272864,0.000323537,0.157773035,0.0,0.034825871,0.0,0.0,0.217652485,0.0,0.000231645,0.005491225,0.001396669,0.0,1.27e-05,0.0,0.00114721,0.0,0.000420746,0.0,0.000515858,0.000578057,0.0,0.001196682,0.0,0.0,0.0,0.0,0.0,0.0,0.000625317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001043349,0.0,0.000875398,0.000627371,0,1,0,0,0,0,0
ENSG00000272855,0.000257137,0.198150125,0.0,0.36318408,0.432835821,0.0,0.216579244,0.0,0.0,0.0,0.0,0.0,5.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000277276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017132,0.0,0.000165275,0.000181336,0,1,0,0,0,0,0
ENSG00000272853,0.000606063,0.637139808,0.0,0.074626866,0.0,0.0,0.215985677,0.00362392,0.000512575,0.0,0.002363013,0.001248799,0.000344185,0.000508991,0.001138248,0.001431662,0.001028883,7.75e-05,0.000179681,0.00010116,0.000809645,0.000585526,0.0,0.001006861,0.0,0.003049566,0.00085084,0.000759796,0.001109053,0.000413332,0.000930749,0.000673289,0.000864493,0.0,0.0,0.0,0.001495208,0.000299387,9.04e-05,0.000386276,0.000451867,1,0,0,0,0,0,0
ENSG00000272843,0.000416627,0.537709,0.265908551,0.597014925,0.482587065,0.537313433,0.228629313,0.001142136,0.0,0.00038328,0.001358921,0.0,0.00036968,0.000161454,0.00055568,0.00027606,0.000357104,2.36e-05,0.0,5.78e-05,0.000354913,0.000234605,0.000618744,0.0,0.0,0.001194055,0.0,0.000512729,0.000247767,0.00016074,0.000873943,0.000141604,0.0,0.0,0.0,0.0,0.000115016,6.4e-05,0.0,0.000139363,0.000209074,0,0,0,1,0,0,1
ENSG00000272841,0.001273968,0.575240128,0.0,0.0,0.0,0.0,0.216119243,0.0,8.87e-05,0.000331685,0.000188739,0.000684125,0.000239655,4.1e-05,0.000394354,0.00023754,0.000866242,3.54e-05,0.0,0.0,0.001070284,5.72e-05,0.000152064,7.36e-05,0.00046732,0.000463878,0.003930427,0.000130175,0.0,0.001036609,0.001013773,0.00022443,0.000340655,0.0,0.000706727,0.0,0.000472843,0.000335259,0.000160998,0.000671291,0.00080662,0,0,0,1,0,0,0
ENSG00000272831,0.000318329,0.507114906,0.455403884,0.0,0.0,0.0,0.232082363,0.003267539,0.006170619,0.0,0.002189373,0.002524745,0.001065699,0.000451524,0.006542684,0.003999666,0.003206862,0.000139755,0.001814198,0.001676365,0.022775418,0.000471181,0.0,0.000627779,0.004014281,0.014878447,0.005617047,0.000924507,0.008837028,0.012793597,0.001702003,0.007398165,0.00427426,0.000688219,0.0,0.001235,0.005265176,0.002399191,0.004994218,0.00678078,0.00962818,0,0,0,1,0,0,0
ENSG00000272821,0.000512321,0.717893988,0.0,0.68159204,0.611940299,0.189054726,0.216645195,0.0,0.000783649,0.0,0.007232481,0.009952383,0.001417532,0.006211877,0.003307192,0.0,0.001555699,0.000596064,0.001153436,0.000737023,0.002473298,0.008573918,0.00679045,0.007990902,0.001205686,0.006399794,0.005308335,0.008719054,0.011078731,0.0,0.0,0.001293143,0.001455819,0.0,0.006034358,0.007122428,0.003884984,0.001596764,0.003574219,0.003637708,0.005019189,0,0,0,1,0,0,0
ENSG00000272808,0.010128601,0.486481679,0.140247032,0.074626866,0.0,0.0,0.219345065,0.0,0.000394289,0.0,0.0,0.0,2.55e-06,0.0,0.0,0.0,0.0,9.93e-05,0.000127516,0.000115611,0.0,5.91e-06,0.001641244,0.00103825,0.002808595,0.000197578,0.0,0.001856983,0.0,0.0,0.0,0.000288552,1.93e-05,0.000102501,0.0,0.0,0.0,0.000180068,0.0,0.000185692,7.48e-05,0,0,0,0,0,0,0
ENSG00000272807,0.000437459,0.188189256,0.012050991,0.0,0.0,0.0,0.255565935,0.0,0.001212438,0.006102999,0.00155521,0.00122708,0.0005303,0.002405392,0.003468519,0.0,0.001877446,0.000557337,0.0,0.000838183,0.001846656,0.002513623,0.000125846,0.000482907,0.002813268,0.0,0.0,0.006391847,0.000837689,0.000144338,0.002171747,0.0,0.000347083,0.006928564,0.0,0.000653168,0.000677316,0.000354425,0.000444734,0.000810624,0.001111494,0,0,0,1,0,0,0
ENSG00000272795,0.00019269,0.495553184,0.0,0.074626866,0.0,0.0,0.215976255,0.006552253,0.0,0.000943459,0.003148168,0.001422545,0.000247303,0.003412428,0.002339234,0.002227743,0.001163239,0.0,0.0,4.82e-05,0.000948283,0.001303141,0.0,0.0,0.000172909,0.001082381,0.0,0.001168916,0.000778697,0.000305078,0.0,0.00041947,0.0,0.0,0.0,0.0,0.000894569,0.000119135,0.0,7.31e-05,0.0,1,0,0,0,0,0,0
ENSG00000272787,0.000387333,0.562077552,0.306374272,0.0,0.0,0.0,0.216588665,0.0,0.0,0.0,0.0,0.00123251,0.000147872,0.0,0.0,0.0,0.0,0.000197004,0.0,0.000245674,0.001314286,0.0,0.000697398,0.002430229,0.000383203,0.00103943,0.0,0.001052025,0.00120344,5.9e-05,0.002809725,0.0,0.000128549,0.0,0.0,0.00055954,0.0,0.000266543,0.0,0.00035896,0.000454355,0,0,1,0,0,0,0
ENSG00000272780,0.027323592,0.365884027,0.102593975,0.0,0.0,0.0,0.215932195,0.0,0.0,2.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001658108,0.0,0.0,0.0,0.0,0.0,0.000692719,0.0,0.001521998,0.000301798,0.000205376,0.0,5.46e-05,0.0,0.0,0.0,0.0,0.00081359,0.000608698,0.002345467,0.003419761,0,0,0,0,1,0,0
ENSG00000272777,0.000522086,0.255425116,0.0,0.0,0.0,0.0,0.216739135,0.0,0.000276002,0.000442246,9.06e-05,0.000146598,3.57e-05,0.000508991,0.000851445,0.00023112,0.000166177,0.000272775,0.0,0.000582874,0.000621097,0.000207004,0.0,0.0,0.000331797,8.59e-05,0.0,0.000353332,0.000991069,0.000380527,0.000362686,0.0,5.46e-05,0.0,0.0,0.001132455,0.000242812,0.000750959,0.001652013,0.001559729,0.001723964,0,1,0,0,0,0,0
ENSG00000272768,0.000893796,0.758982568,0.204910514,0.955223881,1.0,1.0,0.216061882,9.45e-05,4.93e-05,0.000280089,0.000196289,1.63e-05,2.55e-06,0.0,0.000134439,0.00014124,6.72e-05,8.08e-05,0.000220254,8.19e-05,0.000415913,0.000165603,0.0,0.000218515,8.41e-05,0.000343613,0.002981703,0.000337392,0.001816959,0.000390369,0.0,6.41e-05,0.0,0.000107382,0.0,0.0,0.000549521,0.000254482,0.000452492,0.000504094,0.000732511,0,0,0,1,0,0,0
ENSG00000272767,0.000824792,0.762362149,0.017070983,0.0,0.0,0.0,0.23163899,0.0,0.000152787,3.69e-05,0.000369929,0.0,0.000109629,0.0,0.000412279,0.000597061,0.000583387,0.0,0.0,0.000115611,0.0017302,6.51e-05,0.0,0.000251112,0.0,0.002491195,0.001950154,0.000491476,0.000884883,0.000892271,0.001212595,0.001164897,0.0,0.0,0.0,0.0,0.0,0.000357315,0.0,0.000367858,0.000287901,0,0,0,1,0,0,0
ENSG00000272760,0.000582627,0.244574884,0.270608492,0.0,0.0,0.0,0.230319121,0.0,0.000906864,0.004444575,0.001177732,5.97e-05,2.55e-05,0.0,0.001622227,0.0,0.0,0.00031487,0.001112863,0.00080928,0.001081375,0.001015306,0.0,0.0,0.000724346,0.000171807,0.000135532,0.000850121,0.000932076,0.0,0.000436971,0.000534356,0.0,0.000949352,0.002301392,0.0,0.001380192,0.001035556,0.0,0.002897047,0.004069234,0,0,0,0,0,0,1
ENSG00000272758,0.017515274,0.326040555,0.215925741,0.039800995,0.0,0.0,0.243304986,0.001378292,0.002065087,0.010016879,0.003850277,0.000836152,0.000563443,0.001904611,0.005467175,0.001669203,0.002156765,0.000498404,0.000869424,0.001377702,0.005345874,0.002391392,0.000676423,0.001137246,0.004976961,0.001520488,0.0,0.006187287,0.001321425,0.001876394,0.001962001,0.001752689,0.002497067,0.004693071,0.001594665,0.0,0.001226837,0.036063541,0.131960216,0.065078388,0.086618211,0,0,0,1,0,0,1
ENSG00000272752,0.020610034,0.521878335,0.098670469,0.019900498,0.0,0.0,0.211494854,0.007153377,0.005608757,0.013591703,0.014865089,0.012504276,0.004757401,0.019828749,0.013838225,0.004294987,0.008588167,0.008875291,0.002040249,0.007524375,0.008567816,0.038352956,0.007750028,0.024487002,0.018734871,0.022927584,0.002492282,0.090232375,0.01198721,0.002634169,0.033299395,0.006644722,0.001182652,0.142949533,0.022868948,0.002120009,0.007923323,0.004058769,0.0,0.004147424,0.003301773,0,0,0,0,1,0,1
ENSG00000272750,0.001678227,0.23283529,0.0,0.0,0.0,0.0,0.227982541,0.0,0.000379503,0.000420134,6.79e-05,0.0,3.82e-05,0.000164191,0.000645306,0.0,0.000215676,0.00019532,0.0,0.000419091,0.000926101,0.00013406,0.0,6.4e-05,0.0,0.000188987,3.76e-05,0.00020456,0.000554526,0.000314919,0.0,0.0,0.000311732,0.0,0.0,5.8e-05,0.000396166,0.000307466,0.001390544,0.000992957,0.001602267,0,0,0,1,0,0,1
ENSG00000272744,0.000368455,0.268231946,0.0,0.029850746,0.0,0.0,0.21755522,0.0,0.000340074,0.0,0.000128343,0.0,6.88e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00013488,0.000521278,0.0,8.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000118095,0.0,0.000154963,0.0,0.0,0.0,0.0,0.0005623,0.000193987,0.0,0.000316803,0.000197641,0,1,0,0,0,0,0
ENSG00000272734,0.003840132,0.680184988,0.188414951,0.034825871,0.0,0.0,0.215441435,0.0,0.002700878,0.003213657,0.004778873,0.003616087,0.001343596,0.0,1.79e-05,0.0,0.0,0.005536323,0.005912084,0.008516706,5.55e-05,0.005774432,0.002779103,0.0,0.005491013,0.00289494,0.003651833,0.015352654,0.007952146,0.0,0.0,0.001317189,0.008362123,0.000793161,0.0,0.003149919,0.001546326,0.004728603,0.000926713,0.010497384,0.014379846,0,0,0,0,1,0,0
ENSG00000272729,0.000966706,0.604944859,0.0,0.28358209,0.333333333,0.313432836,0.224013791,0.0,0.0,0.0,0.0,0.0,0.0,0.000328381,0.000206139,5.78e-05,0.0,0.0,0.0,0.0,0.000133092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31e-05,5.34e-06,0.0,0.000719946,0.000289939,0.0,0.0,5.91e-05,0.0,6.54e-05,6.75e-05,0,0,0,1,0,0,0
ENSG00000272720,0.000888588,0.482212736,0.120313682,0.0,0.0,0.0,0.221641464,0.0,0.000305574,0.0,3.77e-05,0.000673265,0.000152971,0.001138388,0.000788707,0.0,0.0,0.000574175,0.0,0.0001686,0.000449186,5.13e-05,0.0,0.0,0.000757059,0.000137445,0.0,0.002502544,0.000519131,1.64e-05,0.000546214,4.54e-05,0.0,0.001906026,0.0,0.0,7.67e-05,0.000215517,0.0,0.000397805,0.000493344,0,0,0,0,0,0,1
ENSG00000272716,0.000419231,0.477588047,0.406363618,0.139303483,0.0,0.089552239,0.215971821,0.005186842,0.000793506,0.001253031,0.002468707,0.001411685,0.000848989,0.000339327,0.002168945,0.002933945,0.003001793,0.000239099,0.0,0.00030348,0.000454732,0.000258262,0.0,0.0,0.001500098,0.005944506,0.0,0.000342705,0.001557393,0.001800945,0.001271586,0.001135507,0.003049829,0.0,0.0,0.0,0.006019169,7.82e-05,0.0,0.00011625,0.000117919,1,0,0,0,0,0,0
ENSG00000272711,0.00082349,0.547847741,0.210362463,0.626865672,0.253731343,0.243781095,0.215950484,0.0,0.000340074,0.002115412,0.002400761,0.003236018,0.001157481,0.000131352,0.000905221,0.001219802,0.001011205,0.000284562,0.001593944,0.000905623,0.003033395,0.000232633,0.004561924,0.00052999,0.000500033,0.000747358,0.001483322,0.0,0.003775499,0.003913528,0.000395459,0.000456875,0.002410297,0.000436849,0.006306176,0.00323463,0.005405751,0.000525676,0.0,0.000644347,0.00038167,0,0,0,1,0,0,0
ENSG00000272701,0.003205427,0.503735326,0.0,0.119402985,0.114427861,0.0,0.217296124,0.0,0.0,0.0,0.0,0.000141169,2.29e-05,1.09e-05,1.79e-05,0.0,0.0,0.0,0.0,0.0,4.44e-05,0.0,0.0,4.35e-05,1.87e-05,4.3e-05,6.78e-05,0.0,0.000106186,6.56e-06,1.97e-05,5.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
ENSG00000272695,0.001691247,0.426360726,0.0,0.0,0.0,0.0,0.215976532,0.0,8.87e-05,0.0,0.0,0.000694984,0.000203961,0.0,0.0,0.0,0.000219212,0.000949661,0.00477024,0.002692782,0.00151947,0.0,0.0,0.0,0.0,9.45e-05,0.010865146,9.56e-05,0.02021072,0.006964309,0.002610903,0.000101528,0.006276413,2.93e-05,0.0,0.0,0.000472843,0.000680766,0.0,0.000986106,0.001161724,1,0,0,0,0,0,1
ENSG00000272690,0.014367784,0.466737816,0.164965823,0.0,0.0,0.0,0.273266803,0.0,0.00021193,0.0,0.000105694,0.0,7.65e-06,0.000336591,0.000358503,0.0,0.000236891,0.0,0.0,0.0,0.000449186,5.32e-05,0.000125846,2.05e-05,0.00011683,0.000489649,0.0,0.000337392,0.0,0.000213227,0.000495962,0.000160307,0.0,0.0,0.0,0.0,0.0,0.000240825,0.0,0.00022162,4.53e-05,0,0,0,0,0,0,0
ENSG00000272688,0.000402306,0.460690146,0.079442067,0.0,0.0,0.0,0.216058002,0.00498933,0.002158731,0.008800702,0.010463694,0.002443302,0.000555795,0.003527361,0.014178803,0.011337737,0.003981176,0.000324973,0.000794074,0.000582874,0.001419651,0.002141015,0.0,0.001899031,0.00369183,0.003771154,0.0,0.002704447,0.000955673,0.000784018,0.0,0.003887443,0.001455819,0.0,0.00334336,0.001589449,0.000306709,0.000698286,0.0,0.001672382,0.002594948,1,0,0,0,0,0,0
ENSG00000272686,0.001322141,0.366417645,0.190241196,0.313432836,0.805970149,0.746268657,0.215948821,0.003769907,0.001739799,0.00334633,0.002453608,0.001688593,0.000724063,0.000435105,0.002930764,0.002612944,0.005575768,0.000255937,0.001251971,0.000857451,0.003343944,0.000666356,0.001557347,0.000735226,0.004243268,0.003857057,0.001076726,0.000974983,0.001380417,0.002174911,0.000609575,0.002425978,0.0018961,0.00542766,0.004738692,0.005272157,0.003731629,0.001531466,0.002973308,0.002652993,0.003510268,1,0,0,0,0,0,1
