ID,GC_content,Length_ExonProj,hg38_phastCons7way_exons_merged_mean_score,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,Distance_closest_pc,GM12878_cell,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cytosol,keratinocyte_nucleus,keratinocyte_cytosol,GM12878_nucleus,HeLa.S3_nucleus,K562_nucleus,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,mean_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,with_repeat_Alu,with_repeat_L1,with_repeat_L2,with_repeat_TcMar-Tigger
ENSG00000270977,0.441835646,0.0,0.08119753,0.0,0.0,0.21790022,0.002343905,0.000209264,1.13e-05,3.81e-06,0.0,0.0,0.0,0.0,0.000812245,8.45e-06,0.0,0.000231939,0.000359061,0.0,0.000653531,0.0,1.97e-05,2.18e-05,0.0001042,0.0,0.0,0.000126848,0.000102236,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
ENSG00000270964,0.457666311,0.015993624,0.203418586,0.388059702,0.447761194,0.215977641,0.000773931,4.63e-05,0.000366919,6.85e-05,9.85e-05,0.000648421,6.57e-05,0.000260827,0.000207004,0.000423751,0.000178661,0.000704407,0.0,0.0,0.000225813,0.000778697,0.000469099,0.000135461,0.000943139,0.0,0.0,0.0,0.000396166,0.000440257,0.000247692,0.00043923,0.663590272,1,0,0,0,0,1,0,0,0
ENSG00000270959,0.474564212,0.030393345,0.326463642,0.671641791,0.592039801,0.216163026,0.0,6.24e-05,0.001270103,0.000220817,0.000243549,0.00021186,5.56e-05,0.000312993,0.0,0.000258355,0.0,0.001022249,0.000662883,0.001310142,0.000650874,0.002701842,0.001253116,0.000345207,0.000697335,0.000671136,0.000228722,0.002591331,0.000932907,0.0,0.000380343,0.000819764,0.57310872,0,0,0,1,0,1,0,0,0
ENSG00000270956,0.268765564,0.00662671,0.512717704,0.059701493,0.0,0.29622082,0.011616337,0.000539257,0.001360421,0.001538101,0.000903048,0.00021186,0.000508507,0.0,0.005855263,0.0,0.001829925,0.001434585,0.0,0.0,0.001070621,0.002973206,0.0022438,0.0,0.000478249,0.001471618,0.0,0.0,0.000127796,0.0,0.012867781,0.010317588,0.893673203,0,0,0,1,0,0,1,0,0
ENSG00000270820,0.419423693,0.020687999,0.283557507,0.452736318,0.796019901,0.231259905,0.001282514,9.46e-05,0.000660454,0.00016942,0.000826426,0.001572902,6.23e-05,0.0,0.000423866,0.000651924,0.00039116,0.002774676,0.003286793,0.003139824,0.001485055,0.003138384,0.000862748,0.000817136,0.00115421,0.00429039,0.0,0.006913236,0.000792332,0.0,0.002893949,0.005951284,0.596525038,0,0,0,1,0,1,1,0,0
ENSG00000270696,0.324261829,0.018329894,0.26065876,0.0,0.0,0.219739113,0.013127345,0.000400419,0.005001383,0.000965121,0.001113759,0.005938509,0.000902515,0.004723871,0.001050793,0.000305439,0.000563054,0.006348252,0.004363978,0.001272495,0.001107814,0.005285699,0.004110353,0.0,0.001929027,0.001230009,0.000909169,0.009803566,0.017789137,0.001984014,0.003053194,0.009767709,0.3258844,0,0,1,0,0,1,1,0,0
ENSG00000270659,0.159373888,0.006790467,0.071724618,0.288557214,0.482587065,0.216099014,0.005395405,1.61e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00055004,0.0,0.0,0.0,0.0,0.0,0.000632278,0.000542728,0.000364125,0.0,0.000937796,0.0,0.0,0.0,0.0,0.0,0.000866922,0.000950459,0.823913518,1,0,0,0,0,0,0,0,0
ENSG00000270638,0.37210957,0.017260014,0.171774835,0.323383085,0.15920398,0.216074629,9.58e-05,5.43e-05,8.47e-05,0.0,0.0,0.0001605,5.05e-06,0.0,9.27e-05,6.52e-05,5.96e-05,0.000128855,0.0,0.0,0.00021253,0.000176977,9.19e-05,8.74e-05,0.000136261,0.0,0.000669011,0.000126848,6.39e-05,0.0,0.00044161,0.000492286,0.819557255,0,0,0,1,0,1,0,0,0
ENSG00000270607,0.471896122,0.017663948,0.138876635,0.462686567,0.47761194,0.316233052,0.0,7.24e-05,0.001033017,0.000260792,0.0,0.0,0.0,0.0,1.58e-05,8.69e-05,0.0,0.0,0.0,0.003139824,2.13e-05,0.005415482,0.001745178,0.000620499,1.07e-05,0.000851733,0.00046888,0.005019571,0.0,0.0,0.000803653,0.000603278,0.905786621,0,0,0,0,0,0,0,0,0
ENSG00000270605,0.365528282,0.02049149,0.169841233,0.0,0.0,0.21742969,0.02253245,0.000454747,0.000304825,0.000536813,0.003478104,0.001508702,0.001279685,0.000191273,0.005545742,0.003557817,0.003479836,0.000755949,0.0,0.0,0.003636924,0.000566325,0.000816822,0.005846676,0.000184353,0.003233655,0.003879692,0.000217454,0.001201278,0.003792687,0.000397488,0.000629357,0.708578908,0,0,0,0,0,1,0,0,0
ENSG00000270580,0.494663821,0.032478521,0.048409147,0.771144279,0.0,0.257891153,0.007098053,0.041625418,0.015094467,0.01664119,0.074569889,0.036677516,0.012539232,0.0099636,0.017147837,0.011804659,0.04018662,0.03674083,0.227700211,0.0,0.020113332,0.033944099,0.007856581,0.013637873,0.005597384,0.015653333,0.018403522,0.008272325,0.015476038,0.039817494,0.000708735,0.00191788,0.442673924,0,0,0,0,0,0,0,0,0
ENSG00000270574,0.344183565,0.02236924,0.736768372,0.621890547,0.756218906,0.285783523,0.005137428,0.000175057,0.000412078,0.001366778,0.000623924,0.00020544,0.000796436,0.0,0.004370747,0.0,0.001691869,0.000231939,0.000952894,0.0,0.000725259,0.001533797,0.000754494,0.0,7.48e-05,0.008495362,0.000540355,0.002745361,0.000383387,0.0,0.01459552,0.007430801,0.962996096,0,0,0,1,0,0,0,0,0
ENSG00000270562,0.248665955,0.026190242,0.306182341,0.592039801,0.855721393,0.216212906,0.0,6.04e-06,3.39e-05,0.000258888,0.000155981,3.21e-05,0.0,0.0,0.0,0.0,0.000104219,1.72e-05,0.000124291,2.26e-05,0.002438785,0.0,2.95e-05,0.000345207,7.21e-05,0.0,0.0,0.0,0.0,0.0,8.43e-05,0.000121608,0.74207273,1,0,0,0,0,0,0,1,0
ENSG00000270557,0.344895055,0.008897477,0.153203178,0.049751244,0.0,0.216220388,2.21e-05,0.0,4.52e-05,0.0,4.38e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000120265,0.0,0.0,0.000632278,0.0,4.26e-05,0.0,5.61e-05,0.0,0.0,0.0,0.0,0.0,0.000181553,0.000344047,0.634759117,0,0,1,0,0,0,0,1,0
ENSG00000270504,0.732479545,0.029399884,0.202218053,0.0,0.0,0.216202376,0.0,2.41e-05,0.002224091,0.000582499,0.000654026,0.002125023,0.000175115,0.000597005,0.0,0.000102618,0.0,0.000249119,0.000386682,0.002763346,4.25e-05,0.003551329,0.001938722,0.00075596,0.0,0.001508226,0.0,0.011217019,8.95e-05,0.0,0.001282957,0.001955238,0.722629486,0,0,0,1,0,0,0,0,0
ENSG00000270362,0.377090004,0.031419557,0.252783447,0.014925373,0.0,0.216231472,0.000611774,0.000118717,0.000282245,0.000165612,0.000147772,0.0001926,9.09e-05,0.000191273,0.000270091,0.000126763,6.63e-05,0.000163216,0.000331441,0.000218357,0.000233783,0.000283162,0.00015746,0.000163864,0.00014962,0.000534468,0.0,0.000733908,0.000166134,0.0,0.000218055,0.000701301,0.321860546,0,0,0,1,0,0,1,0,0
ENSG00000270344,0.363927428,0.00294763,0.105122607,0.07960199,0.15920398,0.216051352,0.000361168,3.62e-05,6.77e-05,0.000314092,0.000571931,0.0001605,0.000190269,6.38e-05,0.000311492,0.0,0.000240922,6.87e-05,0.000220961,2.26e-05,0.001065308,0.000129783,3.94e-05,0.000179158,0.000109543,0.000117144,0.000597536,0.0,5.11e-05,9.53e-05,0.000943374,0.000605226,0.931629291,0,0,0,0,0,0,1,0,0
ENSG00000270210,0.447349698,0.007718425,0.043923124,0.0,0.0,0.218340823,0.0,0.0,0.000169347,0.0,0.000142299,0.0,0.000362016,0.0,0.0,0.0,0.0,0.00052401,0.004170637,0.000429185,0.000302856,0.000460139,7.87e-05,0.000196637,4.54e-05,0.0,0.0,0.0,0.0,0.0,0.001191799,0.001286916,0.827833485,0,1,0,0,0,0,0,1,0
ENSG00000270195,0.701351832,0.008013188,0.19318488,0.024875622,0.0,0.216022255,0.0,0.003112801,0.001608797,0.004355416,0.003568409,0.0,0.000218894,0.0,0.009914517,0.007118048,0.006739052,0.008633279,0.03659665,0.001716738,0.010496338,0.00346874,0.000282115,0.029766483,0.000985888,0.002301386,0.006309861,0.0,0.002798722,0.002422364,0.000165471,0.000240153,0.739842142,1,0,0,0,0,1,0,0,0
ENSG00000270194,0.575773746,0.025338705,0.187216047,0.114427861,0.31840796,0.21622593,0.000523325,0.000120729,0.000445947,0.000106601,0.000383111,0.001418822,0.000212158,0.001037513,0.000114345,0.000695386,0.000163773,0.001348681,0.00234771,0.001776975,0.000379898,0.003008601,0.000337882,0.000203192,0.000662602,0.002679663,0.0,0.011389171,0.00084345,0.0,0.000236689,0.000444782,0.638509441,0,0,0,1,0,0,0,0,0
ENSG00000270179,0.420668801,0.00624461,0.128467812,0.0,0.0,0.230898278,0.000567549,0.000112681,0.0,0.0,0.0,0.0,0.000737503,0.000765093,0.000794502,0.000149701,0.000479137,0.0,0.000552402,0.0,0.000377241,0.0,0.000354284,0.000867388,7.48e-05,0.000419765,0.0,0.0,0.000204473,0.0,0.002328373,0.004386591,0.637376106,0,0,0,0,1,0,0,0,0
ENSG00000270177,0.585378869,0.014738152,0.123997311,0.019900498,0.0,0.216022809,0.000368539,3.22e-05,0.000372564,0.000137059,0.000243549,0.00015408,6.9e-05,0.000191273,0.000264177,0.000272842,0.00010828,0.000712997,0.000966704,0.000549657,0.000340048,0.000849487,0.000377247,0.000150755,0.000529013,0.0,0.0,0.001540302,0.000178914,0.0,9.17e-05,0.000162143,0.664824101,1,0,0,0,0,0,0,0,0
ENSG00000270160,0.547847741,0.009050317,0.013037166,0.0,0.0,0.223370068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29e-05,1.88e-05,0.94805839,0,0,0,0,0,0,0,1,0
ENSG00000270157,0.389185343,0.009355997,0.029444269,0.0,0.0,0.226563745,0.017888864,0.001132842,0.002190222,0.016686876,0.006964417,0.001470182,0.001648437,0.0,0.017826022,0.001410088,0.000239569,0.001821149,0.0,0.000316241,0.002093423,0.00195854,0.000747933,0.003168042,0.000160307,0.005759567,0.003193527,0.0,0.000881789,0.003483935,0.000366666,0.001122729,0.358374647,0,0,1,0,0,0,0,0,0
ENSG00000270108,0.254180007,0.0052839,0.081781831,0.0,0.0,0.250775558,0.002985163,0.000311884,0.0,0.002737363,0.000905785,0.0,0.001385765,0.000330381,0.001693492,0.000319926,0.000806683,0.00051542,0.001629587,9.79e-05,0.001373477,0.00248947,0.000278835,0.000642348,0.000106871,0.001230009,0.001595334,0.0,0.00084345,0.0,0.001045972,0.002579465,0.499507196,0,0,1,0,0,0,0,0,0
ENSG00000270096,0.1527926,0.012925905,0.264967464,0.0,0.0,0.220943427,0.000434876,1.01e-05,8.47e-05,0.000159902,0.000153245,0.0,0.000213842,0.000110127,0.000124203,2.66e-05,0.0,0.000120265,0.000524782,2.26e-05,0.000743856,0.00022417,0.000131216,0.0,0.0,0.000158632,0.0,0.0,0.000332268,0.000647997,0.000505593,0.001191581,0.525392265,0,0,0,1,0,0,1,0,0
ENSG00000270074,0.495019566,0.016146464,0.091966114,0.0,0.0,0.219063522,0.0,0.000309872,0.0,0.00017513,1.37e-05,0.0,6.74e-05,0.000127516,4.53e-05,0.0,0.0,0.000103084,0.0,0.0,0.000730573,0.000412945,0.001410576,0.002160823,0.000213743,0.0,0.000623267,0.0,0.000255591,0.000365928,0.000229524,0.000319993,0.753382302,0,0,0,0,0,0,0,0,0
ENSG00000270055,0.339203131,0.024923853,0.184917382,0.0,0.0,0.233064159,0.013127345,0.00015896,0.001529768,0.004088913,0.003768174,0.001425242,0.001062476,0.00034777,0.004004053,0.0,0.002235974,0.003479083,0.028752538,0.001061667,0.005555009,0.005568862,0.000314919,0.001162344,0.000443516,0.005066467,0.001352317,0.002310452,0.014223642,0.019171174,0.002616663,0.007077746,0.442954444,0,0,0,0,0,1,0,0,0
ENSG00000270038,0.440234792,0.007172567,0.396958734,0.0,0.0,0.227361263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000532405,7.58e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000208394,0.0,0.0,9.85e-05,3.48e-05,1.0,0,0,0,0,0,0,0,0,0
ENSG00000270019,0.41053006,0.016157382,0.065987671,0.094527363,0.0,0.216006737,0.001201436,4.02e-05,5.08e-05,0.000152287,0.000306489,0.0,5.05e-05,0.0,0.000822103,6.28e-05,0.00019761,8.59e-05,0.0,0.0,0.000332079,0.000141581,9.84e-06,0.000155125,1.87e-05,0.0,0.0,0.0,0.000166134,0.0,2.24e-05,4.01e-05,0.65838195,1,0,0,0,0,1,0,1,0
ENSG00000270015,0.535752401,0.019934715,0.05181626,0.0,0.0,0.22222838,0.005240619,0.002925671,0.001795079,0.005493763,0.008056285,0.001348202,0.004041112,0.001454836,0.007004629,0.006081005,0.006249086,0.004750451,0.035795666,0.001460733,0.006014606,0.008282502,0.000777457,0.009139254,0.000355347,0.036180333,0.021971581,0.003406785,0.002300319,0.016621116,0.001393318,0.004131416,0.381307663,0,0,1,0,0,1,0,0,0
ENSG00000270010,0.481501245,0.00474896,0.08922758,0.114427861,0.119402985,0.223328224,0.0,0.000104632,0.0,0.0,0.000161454,0.000378781,0.0,0.0,0.0,0.000100203,0.0,0.0002663,0.000662883,0.0,0.000438344,0.0,4.59e-05,0.0,0.000368706,0.0,0.0,9.97e-05,0.000242812,0.0,0.000433093,0.000616684,0.746338226,0,0,1,0,0,0,0,0,0
ENSG00000270002,0.469761651,0.027849649,0.116020654,0.0,0.0,0.416137643,0.0,0.0,3.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.09e-05,0.0,0.000420926,0.000510972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63e-05,1.91e-05,0.91174178,0,0,0,1,0,0,0,1,0
ENSG00000269997,0.365528282,0.005294818,0.034003136,0.039800995,0.0,0.217667172,0.001009796,5.63e-05,0.000524976,0.00115548,0.0,0.00017976,0.000306451,0.0,0.000557926,0.000555343,0.001330486,0.000283481,0.0,0.0,0.001248615,0.000176977,0.0,0.0,0.0,0.001786442,0.0,0.0,0.0,0.0,0.000442,0.000466599,0.833554208,0,0,1,0,0,0,0,0,0
ENSG00000269983,0.200462469,0.007096147,0.120613563,0.0,0.0,0.318787439,0.009965284,0.000100608,0.001541058,0.001159287,0.000930413,0.0,0.001062476,0.003106742,0.001403686,0.0,0.000461542,0.004011683,0.004529699,0.0,0.00529466,0.005509869,0.004333421,0.0,0.000662602,0.007682677,0.010123796,0.006550812,0.059335463,0.013638425,0.001378663,0.002803328,0.601993688,0,1,0,0,0,0,0,0,0
ENSG00000269974,0.149946638,0.007259905,0.063376043,0.0,0.0,0.222683115,0.004673069,0.000112681,0.0,0.001233527,0.000276387,2.57e-05,0.00011955,0.0,0.001853181,0.000789553,0.0,0.000326432,0.0,5.27e-05,0.003392514,0.000401147,0.000124656,0.00031025,0.0,0.0,0.005923893,0.0,0.001763578,0.003142784,0.00022234,0.000227739,0.840984489,0,0,1,0,0,0,0,0,1
ENSG00000269973,0.383849164,0.034530945,0.134476695,0.0,0.0,0.216487243,0.000560179,0.000126766,0.000937054,0.000361682,0.00035301,0.000571381,0.000378854,0.000782482,0.000116317,0.0,6.63e-05,0.000876213,0.00484733,0.000542128,0.000544609,0.000920278,0.000387088,0.000589911,0.000154963,0.000539349,0.0,0.001032908,0.001201278,7.43e-05,0.000420141,0.001254825,0.376213304,0,1,0,0,0,1,1,0,0
ENSG00000269958,0.498754891,0.008111442,0.053827161,0.0,0.0,0.25320774,0.009036566,0.001927643,0.011588983,0.012767383,0.009356127,0.007190411,0.012557754,0.012977604,0.008140195,0.002232237,0.003018294,0.016106864,0.0,0.013093894,0.015020576,0.015892493,0.003352578,0.015785587,0.004509968,0.0,0.003453698,0.013581835,0.013980831,0.011940293,0.005483965,0.016012995,0.392012342,0,0,1,0,0,0,0,0,0
ENSG00000269951,0.29544646,0.006593958,0.143202206,0.019900498,0.208955224,0.220287788,0.001820581,6.44e-05,0.001016082,0.002733556,0.000812743,0.000712621,0.000343494,0.0,0.000800416,0.00044186,0.000783674,0.004355296,0.008078883,0.0,0.000735886,0.001439409,0.001249836,0.002383678,0.000101528,0.001810847,0.002681762,0.000172151,0.002121406,0.000384986,0.000539148,0.001109147,0.596344422,0,0,1,0,0,0,0,0,0
ENSG00000269939,0.259338314,0.015808033,0.321339533,0.0,0.0,0.224275382,0.001017167,1.01e-05,0.000135478,0.000247467,0.000309226,0.00017976,0.000134704,0.0,0.000128145,0.0,0.000157005,0.000352203,0.000676693,1.51e-05,0.001806507,0.000283162,8.86e-05,0.0,8.82e-05,0.001808407,0.003327901,0.0,0.001316294,0.000735667,0.000771138,0.002158071,0.4207674,0,0,0,1,0,1,0,1,0
ENSG00000269937,0.68036286,0.038843219,0.104872269,0.0,0.0,0.223467333,0.0,0.001565455,0.001478964,0.000947988,0.000777169,0.000417301,0.001390816,0.0,0.000958134,0.001553753,0.000734948,0.001340091,0.005234011,0.001920036,0.001054681,0.005096924,0.000744653,0.001337132,0.00039008,0.004817536,0.001532436,0.003207451,0.002670927,0.000937689,0.000113775,0.000257979,0.546551692,0,0,0,1,0,1,0,0,0
ENSG00000269930,0.135538954,0.007904016,0.312729748,0.0,0.0,0.216612774,0.001201436,4.23e-05,0.000333049,0.001342031,0.000166927,0.0,8.76e-05,0.0,0.000224747,0.0,0.0,0.000438107,0.0,0.0,0.003751159,0.000967472,0.00024275,0.000640163,0.000109543,0.000719946,0.001555308,0.0,0.001674121,0.0,0.000463015,0.000953413,0.595889734,0,1,0,0,0,0,0,0,0
ENSG00000269927,0.434542867,0.022500246,0.175438126,0.0,0.0,0.223082152,3.69e-05,0.0,0.0,0.0,0.0,0.0,0.001094468,4.64e-05,0.0,0.00015453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54e-05,0.0,0.000262757,0.0,0.0,2.45e-06,8.64e-07,1.0,0,0,0,0,0,1,1,0,0
ENSG00000269918,0.357879758,0.021244773,0.080816469,0.0,0.0,0.242180202,0.00190903,0.001108697,0.000423368,0.000909916,0.0,0.0,0.000582594,0.000197069,0.000887161,0.0,0.0,0.0,0.0,0.000203298,0.000698693,0.001002867,0.000462538,0.001708558,6.15e-05,0.0,0.002172856,0.0,0.00084345,0.000644185,0.001497033,0.002516328,0.685477342,0,0,1,0,0,1,0,1,1
ENSG00000269893,0.440946282,0.009334163,0.077790453,0.094527363,0.0,0.216008123,0.462751804,0.018262304,0.095822208,0.015731274,0.037397141,0.229027433,0.076621159,0.314395345,0.047451285,0.051696392,0.0536945,0.276075938,0.0,0.736578571,0.055170197,0.346921198,0.45432686,0.181972314,0.106670906,0.087899295,0.053174944,0.093224485,0.217329073,0.054330715,0.059647155,0.155849752,0.464746867,0,0,0,0,0,0,0,0,0
ENSG00000269825,0.367662753,0.030349676,0.256135014,0.368159204,0.0,0.226260311,0.007687715,8.85e-05,0.002269251,0.003289405,0.00191282,0.001020782,0.003039253,0.001767829,0.002137072,0.00132075,0.001471249,0.0,0.0,0.000346359,0.000549922,0.002855221,0.00024275,0.000666381,0.000160307,0.000258692,0.002290076,0.000534575,0.002159744,0.00108063,0.00040725,0.000947411,0.5326007,0,0,1,0,0,1,0,0,0
ENSG00000269609,0.543578798,0.061048701,0.042108295,0.0,0.0,0.216028629,0.02635051,0.005062578,0.000925764,0.000325514,0.008072704,0.01321238,0.000654997,0.001941714,0.010665647,0.011267425,0.0160714,0.004836354,0.00499924,0.000316241,0.019993783,0.001227037,0.001571316,0.00304569,0.006535179,0.006496597,0.009529119,0.002754422,0.008306709,0.007520574,0.004063572,0.010614884,0.46490228,0,0,0,0,0,1,1,0,0
ENSG00000269439,0.567235859,0.013624603,0.309535493,0.741293532,0.880597015,0.222494127,0.004223452,0.000207252,0.003200659,0.00108695,0.001860827,0.004757227,0.000365384,0.000909997,0.000977849,0.001551338,0.000327546,0.0,0.003383464,0.001844741,0.001009519,0.003055795,0.001932161,0.003133084,0.000352675,0.0,0.0,0.0,0.001533546,0.001368417,0.000780093,0.00169687,0.568398653,0,0,0,0,0,1,1,0,0
ENSG00000269416,0.426360726,0.035240559,0.070723069,0.0,0.0,0.216966364,0.001039279,0.007251801,0.0,0.0,0.0,0.0,0.0,0.0,0.000291777,0.0,0.0,2.58e-05,2.76e-05,0.0,0.0,0.0,0.001180947,0.000664196,1.6e-05,0.0,0.003636676,0.0,0.0,0.0,0.000337499,0.000160386,0.971023865,0,0,0,0,0,1,1,0,0
ENSG00000269399,0.473496976,0.023188026,0.242659157,0.0,0.0,0.239629971,0.004039183,0.000132802,0.000225796,0.000199877,0.000448788,0.000757561,1.68e-05,3.48e-05,0.000520468,0.0,0.000709231,0.000472468,0.0,0.0,0.00116626,0.000294961,0.000101693,0.000648902,0.000272522,0.000497861,0.000580381,0.0,0.000664537,0.0,0.000196556,0.000380383,0.625233848,0,0,0,0,0,1,0,0,0
ENSG00000269386,0.489327641,0.011877859,0.315048236,0.139303483,0.213930348,0.215988448,0.002373389,0.000490965,0.006604535,0.001185937,0.004091082,0.009353954,0.000452941,0.00397037,0.000662414,0.000463591,0.000582003,0.003264324,0.003521564,0.005195392,0.001745405,0.006736907,0.004130035,0.0,0.002767966,0.0,0.003279298,0.0,0.002555911,0.002266083,0.002436201,0.006529047,0.448843071,0,0,0,1,0,1,0,0,0
ENSG00000269352,0.769654927,0.010425878,0.030757452,0.0,0.0,0.218246329,0.0,0.007104914,0.0,0.018777019,0.008874501,0.0,0.004342511,0.000712928,0.01387717,0.018343219,0.005867401,0.022687054,0.301335432,0.0,0.079927315,0.015868896,0.000984123,0.042829739,0.002121395,0.009344654,0.006935987,0.0,0.005878594,0.005769077,0.002654925,0.003689463,0.754446967,0,0,0,1,0,0,0,0,0
ENSG00000269293,0.349875489,0.022871429,0.226065561,0.0,0.0,0.219477246,0.01393813,0.000138839,0.002777292,0.000298864,0.000799061,0.005745909,0.000262672,0.002017064,0.000891104,0.000584317,0.001847521,0.003006615,0.0,0.0,0.000520699,0.004507002,0.003742947,0.001175453,0.000876345,0.000751672,0.000717614,0.001440635,0.001827476,0.0,0.002397539,0.007144078,0.377852276,0,0,0,1,0,1,1,1,0
ENSG00000269044,0.457844184,0.015273093,0.102676265,0.0,0.0,0.222833585,0.002542916,0.000639865,0.001659601,0.001757014,0.001187645,0.001187702,0.00086042,0.000898405,0.000632842,0.000385118,0.000808037,0.001030839,0.007070749,0.001792034,0.002731014,0.003209174,0.001381052,0.003945851,0.000312599,0.002511269,0.0,0.00135909,0.002709265,0.0,0.004577474,0.010232417,0.554147973,0,0,1,0,0,1,1,1,0
ENSG00000268996,0.703308431,0.0,0.074614044,0.0,0.0,0.215979026,0.0,5.23e-05,0.00142816,8e-05,0.000175137,0.001502282,4.38e-05,0.000168089,0.000124203,0.000771444,0.000106926,0.004570054,0.001905788,0.00185227,0.00025238,0.002654648,0.00152539,0.000214116,0.002821402,0.000363634,0.000223004,0.003207451,0.00315655,0.000794749,5.46e-05,0.000151206,0.427562814,1,0,0,0,0,1,0,0,0
ENSG00000268941,0.681607969,0.0,0.023728339,0.114427861,0.432835821,0.220247885,0.0,4.43e-05,0.0,0.000213202,0.0,0.0,0.0,0.0,0.0,2.54e-05,0.0,0.0,0.001671017,0.0,0.0,0.001415812,0.0,0.001656121,4.27e-05,0.0,0.0,0.0,0.0,0.0,1.81e-05,1.32e-05,0.911297315,0,0,0,0,0,0,0,0,0
ENSG00000268912,0.438456065,0.0267361,0.173762616,0.0,0.0,0.216410207,0.0,0.000148899,0.000197572,0.000146576,0.0,0.0,0.000252569,0.000255031,0.000102516,0.0,0.0,1.72e-05,0.0,0.000286123,0.0,0.000814092,0.000305078,0.000426047,0.0,0.0,0.001203648,2.72e-05,0.000511182,0.000215364,0.000405697,0.00089899,0.558759059,0,1,0,0,0,1,0,0,0
ENSG00000268895,0.620241907,0.029749233,0.294896274,0.0,0.0,0.21637252,0.002078558,0.000883335,0.002020875,0.000580595,3.56e-05,0.0,0.001929631,0.004915144,0.002038499,0.0,0.001132875,0.005489219,0.011172336,0.014765454,0.007938005,0.021779912,0.004572891,0.008481612,0.004982874,0.002950558,0.0,0.0,0.002913738,0.001989731,0.006722255,0.004849566,0.912714145,0,0,0,1,0,1,0,1,0
ENSG00000268858,0.752401281,0.0,0.224827104,0.054726368,0.0,0.21672334,0.0,0.001122782,0.001862818,0.001747496,0.011504287,0.005932089,0.001564247,0.0,0.006951399,0.007924502,0.0,0.006459926,0.035312314,0.007002485,0.019034741,0.009096594,0.000977562,0.005735248,0.005207304,0.001969479,0.006947423,0.001576544,0.004523962,0.007471021,8.84e-05,0.000166048,0.638801419,0,0,0,1,0,1,0,1,0
ENSG00000268798,0.639630025,0.0,0.059226393,0.0,0.0,0.216044147,0.0,0.000400419,0.000728192,0.000390236,0.000667708,0.0,7.58e-05,0.0,0.0,0.000540856,0.000357323,0.001812559,0.005234011,0.0,0.000231127,0.001710773,0.000406771,0.000500332,6.68e-05,0.000178156,0.0,5.44e-05,0.000460064,0.0,7.95e-05,0.000188529,0.521764674,0,1,0,0,0,1,0,0,0
ENSG00000268713,0.339736748,0.014377886,0.073408597,0.059701493,0.0,0.217671883,0.003906509,0.000169021,0.001817658,0.000559656,0.000957778,0.002914684,0.001404286,0.0,0.000360779,0.000217308,0.0,0.00131432,0.001726257,0.000655071,0.000762452,0.002465873,0.001180947,0.0,0.00039008,0.000876138,0.000932041,0.001630908,0.001584665,0.0,0.0009236,0.002439156,0.458101131,0,1,0,0,0,0,0,0,0
ENSG00000268584,0.502845962,0.007936768,0.127040042,0.661691542,0.835820896,0.21596046,0.001393076,0.000126766,0.0005532,0.00022272,0.000659499,0.000860281,0.00011955,8.69e-05,0.000555954,0.000590354,0.000959628,0.001657933,0.001311955,0.000752955,0.001548814,0.000849487,0.000531426,0.000723187,0.001325204,0.000139108,0.0,0.000244636,0.001955272,0.0,0.000641195,0.000704537,0.823338929,1,0,0,0,0,1,0,0,0
ENSG00000268575,0.542689434,0.054705837,0.212731933,0.0,0.0,0.218249654,0.002690332,0.001173085,0.00142816,0.002385199,0.001494134,0.000577801,0.000481566,0.000289808,0.001995127,0.001072053,0.001893539,0.001030839,0.005938324,0.000353889,0.005496564,0.000766898,0.000711849,0.002849053,0.000782832,0.002272101,0.00330217,0.001993331,0.001686901,0.001572345,0.001457807,0.002662819,0.650966108,0,0,0,0,1,1,1,1,0
