ID,repeat_coverage,promoters_hg38_100way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_cell,MCF.7_cell,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_ERV1,with_repeat_L1,with_repeat_L2
ENSG00000278928,0.0,0.0,0.22939247,0.0,9.86e-06,0.0,0.0,0.0,2.55e-06,0.0,0.0,0.0,0.0,5.56e-05,0.0,0.0,0.006000244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002670253,0.002331242,0.0,0.0,0.0,0.0,0.012214016,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
ENSG00000278927,0.0,0.0,0.217821522,0.0,0.0,0.0,0.0,0.0,2.55e-06,0.0,0.0,5.71e-06,0.0,3.37e-06,0.0,0.0,0.0,0.0,0.0,3.84e-05,0.0,0.0,0.0,0.0,0.0,9.84e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
ENSG00000278922,0.0,0.273631841,0.218147401,0.0,5.42e-05,6.63e-05,0.0,0.0,3.82e-05,0.0,3.95e-05,2.47e-05,5.3e-05,0.0,0.0,0.0,0.000149729,7.89e-05,0.0,0.0,0.000243007,0.000128855,0.0,0.000398494,0.00015338,6.89e-05,0.000131091,0.000192368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
ENSG00000278903,0.0,0.0,0.239351477,0.004439731,0.0,0.003537971,0.009014178,0.002703921,0.000922926,0.001386953,0.001998295,0.0,0.003320004,8.25e-05,0.000411527,0.0,0.001109102,0.002030613,0.0,0.004221693,0.001229052,0.001795378,0.000579776,0.000844808,0.00158099,0.000465818,0.000729742,0.000280537,0.001160156,0.002474662,0.0,0.005838384,0.004408946,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0
ENSG00000278897,0.0,0.0,0.2179731,0.0,0.0,0.000132674,0.0,1.63e-05,1.27e-05,7.04e-05,0.0,0.000102794,0.0,0.000102712,0.0,6.74e-05,0.001702472,8.08e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00120344,2.3e-05,0.0,0.0,0.0,0.00014887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000278879,0.0,0.0,0.239126742,0.0,0.000182359,8.11e-05,0.0,3.8e-05,1.27e-05,0.000119686,5.08e-05,0.000156094,0.000194462,5.89e-05,4.64e-05,7.71e-05,0.0,0.0,0.0,0.000153516,0.000135523,0.0,0.0,7.44e-05,7.08e-05,1.97e-05,0.0,1.34e-05,6.43e-06,0.0,0.0,0.0,6.39e-05,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
ENSG00000278878,0.0,0.0,0.244439469,0.0,0.001005436,0.010134811,0.005775416,0.000895877,0.000464012,0.000901167,0.000242731,0.000799508,0.002071909,9.77e-05,1.74e-05,0.000144514,0.000942737,0.00495233,0.00074459,0.003930012,0.002196405,0.0,0.0,0.002032321,0.0,0.000177142,0.0,0.0,0.0,0.0,0.0,0.002269368,0.000511182,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
ENSG00000278867,0.0,0.0,0.227907999,7.3e-05,0.000364717,0.000604403,0.000143442,0.000271478,0.000101981,0.000359059,6.21e-05,0.000302671,0.000166177,0.000186901,1.74e-05,0.000211954,0.000632188,0.000238548,0.0,0.000161192,0.000163562,0.000188987,3.76e-05,0.000270976,0.000129783,4.59e-05,0.00038235,0.0,1.29e-05,0.0,0.0,0.0,0.000191693,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0
ENSG00000278864,0.0,0.0,0.254455283,0.0002061,0.002360804,0.001223548,0.000724758,0.000787286,0.000196313,0.002020586,0.000338694,0.00480847,0.000325283,0.002431402,6.38e-05,0.001936491,0.002445571,0.002781743,0.0,0.001001693,0.002794575,0.001623572,0.000150591,0.003902587,0.002513067,0.0,0.0025104,6.15e-05,0.000494914,0.005986533,0.0,0.000512726,0.000498403,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000278861,0.0,0.0,0.221986464,0.0,0.0,0.003176803,0.001321174,0.000320344,0.000275348,0.000211211,0.0,0.000234142,0.001520343,0.000394008,0.0,0.001165748,0.000809645,0.000656499,0.0,0.002321931,0.001397288,0.0,0.0,0.001070621,0.000707906,0.0,0.0,0.0,0.0,0.003880386,0.000190273,0.000448078,0.00258147,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0
ENSG00000278834,0.0,0.0,0.21600646,0.003396351,0.003844315,0.003361072,0.005888659,0.00308399,0.000616983,0.003316014,0.002404728,0.000226527,0.001771376,0.000426001,0.00232426,0.001343982,0.005063052,0.00088519,0.0,0.0,0.003888105,0.006683275,0.003011821,0.00043303,0.004471607,0.002529196,0.000321174,0.003331712,0.003753636,0.0,0.006804509,0.0,0.005226837,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
ENSG00000278784,0.0,0.0,0.218903077,0.0,0.002513591,0.002432355,0.001615606,0.001802614,0.000555795,0.001802335,0.000750772,0.00147909,0.000855635,0.000991756,0.000463693,0.0011802,0.002440025,0.001090222,0.001258462,0.002245173,0.004411504,0.002164762,0.0,0.008299306,0.002383284,0.000685606,0.003751398,0.000697335,0.000530265,0.0,0.0,0.000902843,0.001456869,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000278769,0.0,0.407960199,0.219557884,0.0,0.0,0.000132674,9.81e-05,0.0,5.1e-05,0.000126727,0.0,0.000373104,0.000152034,0.000106079,0.0,5.78e-05,0.000388186,0.000185318,0.0,0.000107461,0.0,0.0,0.0,0.0,0.00022417,5.58e-05,0.000465374,0.0,0.0,0.0,0.0,0.0,0.000127796,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000278768,0.0,0.412935323,0.222450067,0.0,0.001729942,0.0,0.003057573,0.009811214,0.000836242,0.007265661,0.002732132,0.001764629,0.001516807,0.00132178,0.001634517,0.000982697,0.005950334,0.001756579,0.001630757,0.000825149,0.000934641,0.001176875,0.0,0.002401592,0.002690043,0.0011219,0.0,0.000309927,0.0,0.0,0.002681937,0.000300948,0.001456869,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0
ENSG00000278737,0.0,0.0,0.217292521,0.0,9.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.88e-05,0.0,0.0,0.0,2.56e-05,0.0,6.52e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000163864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
ENSG00000278730,0.0,0.512437811,0.238068464,0.001060555,0.015702549,0.002329164,0.002279968,0.003621516,0.000836242,0.024183669,0.017403232,0.006243778,0.000968776,0.00203571,0.010218631,0.005534895,0.031287779,0.00041598,0.007351515,0.00510441,0.043657062,0.009664118,0.007138017,0.019005518,0.017792041,0.007820496,0.005156261,0.017591014,0.002619189,0.004121995,0.019888011,0.004592238,0.005341853,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
ENSG00000278690,0.0,0.0,0.215994267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0
ENSG00000278611,0.0,0.0,0.215977918,0.001764729,0.000207002,0.0,0.0,0.004734576,0.001371641,0.000675875,0.000479817,0.000123733,0.001018276,0.000227313,0.001170824,0.0,0.001208922,0.0,0.001074936,0.0,0.0,0.000412336,0.002048039,0.0,0.003374353,0.000980842,0.000745036,0.0,0.000453136,0.0,0.0,0.001192644,0.000242812,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0
ENSG00000278607,0.0,0.0,0.217202738,0.0,0.0,0.0,0.0,0.0,0.0,0.000323857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.51e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
ENSG00000278600,0.0,0.31840796,0.216294099,0.0,0.003262739,0.008446905,0.005073306,0.002394436,0.001017258,0.001189822,0.000293535,0.001471476,0.004709526,0.001862279,0.000139108,0.00144996,0.002390116,0.003379098,0.0,0.003772658,0.004635817,0.002559918,0.0,0.007536854,0.00158099,0.000301798,0.002359645,0.000999247,0.000478846,0.008805305,0.002382937,0.003149919,0.001520767,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0
ENSG00000278576,0.0,0.0,0.223242598,0.0,0.000295717,0.000471729,8.3e-05,0.000401787,5.35e-05,0.000436503,0.000101608,0.000363586,0.000141427,0.000171747,0.0,0.0,0.000377095,0.000323321,7.34e-05,0.00023795,0.000471993,0.000146036,0.0,0.000571175,0.000330356,9.84e-05,0.000205376,5.08e-05,4.82e-05,0.000380717,0.0,2.01e-05,0.0005623,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1
ENSG00000278532,0.0,0.0,0.216449002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
ENSG00000278464,0.0,0.0,0.215995376,0.0,0.000251359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000191895,0.0,0.000146036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0
ENSG00000278451,0.0,0.139303483,0.217341015,0.0,0.000271074,0.0,0.0,0.006124543,0.001458324,0.001654487,0.000581425,0.000818544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000996478,0.0,0.0,0.0,5.9e-05,0.000137646,0.0,0.0,0.0,0.0,0.003125397,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
ENSG00000278341,0.0,0.0,0.217050051,0.0,8.38e-05,6.63e-05,0.0,2.17e-05,2.55e-06,0.000464664,0.000412078,0.000443537,0.000243962,0.000547234,0.000237643,0.000207137,3.88e-05,0.0,0.0,7.68e-05,0.000813137,0.000395155,0.0,0.001195483,0.003020399,4.59e-05,0.000190083,0.00037405,0.000298877,0.0,4.53e-05,0.0,0.000166134,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000278291,0.0,0.094527363,0.216389701,0.000145987,0.00053229,8.84e-05,6.04e-05,0.000466942,0.000130025,0.001943142,0.001896687,0.000211299,0.0,6.9e-05,0.000701335,0.000342017,0.00129765,1.77e-05,0.000230718,0.000199571,0.004135785,0.000996478,0.000745426,0.000273633,0.000955673,0.00152539,0.00030151,0.001784751,0.001433323,0.000334348,0.009114961,0.000927365,0.001444089,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,1
ENSG00000278238,0.0,0.179104478,0.215975701,0.001034792,0.001340582,0.003331589,0.002461157,0.00234014,0.000609335,0.0,0.002461177,0.000502548,0.001329416,0.000277826,0.000979551,0.0,0.002079567,0.000559897,0.002055488,0.002701883,0.007332255,0.002834808,0.0,0.00254505,0.00309119,0.001417137,0.000364871,0.003895459,0.000925554,0.0,0.0,0.004449567,0.000460064,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
ENSG00000278202,0.0,0.089552239,0.21279865,0.0,0.001158223,0.001533121,0.0,0.0,0.000328888,0.0,0.000513686,0.0,0.001000598,0.000500088,0.000417324,0.00030348,0.001835564,0.0,0.000492898,0.0,0.001219706,0.0,0.000263534,0.001272525,0.0,0.000390369,0.000469744,0.000400767,0.0,0.00163025,0.0,0.001085641,0.000753994,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
ENSG00000278192,0.0,0.0,0.217873895,0.0,0.000276002,0.0,0.0,0.000276908,6.63e-05,0.0,0.0,0.0,0.0,0.000511874,0.000133312,0.000447994,0.0,0.0,0.000388026,0.000445197,0.0,0.000240529,0.0,7.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000242812,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
ENSG00000278177,0.0,0.925373134,0.216080448,0.0,0.000113358,0.0,0.0,0.000732991,0.000471661,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.0,0.0,0.0,0.00129915,0.000429516,0.001189669,0.0,0.001038262,0.000541268,0.00022067,0.000229773,0.000555975,0.0,0.000326182,0.0,0.000345048,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000278156,0.0,0.945273632,0.216296316,1.72e-05,0.000172501,2.21e-05,0.0,0.000591822,0.000183565,0.000457624,0.0,0.000637703,0.0,6.4e-05,0.0,5.78e-05,0.000443641,2.96e-05,5.24e-05,0.000103623,0.000453301,0.000240529,0.0,0.001307061,0.000507333,0.000141058,0.001177638,0.000109543,7.39e-05,0.000890781,0.0,0.000363366,6.39e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000278133,0.0,0.094527363,0.217744485,0.010614134,0.009783289,0.027854147,0.018028356,0.009300836,0.003564226,0.007786649,0.005752155,0.005160635,0.018092076,0.003461886,0.005170175,0.006883695,0.010242561,0.003814792,0.005448091,0.015244148,0.012262484,0.007696933,0.001295083,0.018779704,0.006689713,0.003811836,0.006641963,0.00347866,0.001851108,0.010730855,0.008381052,0.0,0.00371885,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000278000,0.0,0.368159204,0.23972308,0.000184631,0.000404146,0.000589662,0.000596415,0.003898424,0.000866836,0.000936369,0.000321759,0.001153576,0.000120213,0.001554144,0.0,0.001035685,0.002290296,0.00057764,0.0,0.0,0.0,0.0,0.000564717,0.003262339,0.001156247,0.0,0.003847532,0.00012023,0.0,0.0,0.0,0.0,0.001482428,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
ENSG00000277999,0.0,0.233830846,0.246037554,0.00010305,0.0,0.000420134,0.0,0.0,0.0,0.000591391,0.000304825,0.001064107,0.0,0.0,0.0,0.0,0.001330923,0.001212453,0.0,0.0,0.0,0.000549781,0.0,0.00019659,0.000318558,0.0,0.000777809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
ENSG00000277991,0.0,0.0,0.233467352,0.0,0.0,0.001282514,0.001049389,0.002171824,0.000328888,0.003337135,0.000519331,0.005903035,0.001926946,0.0,0.0,0.001994297,0.0,0.0,0.004373155,0.0,0.000705654,0.01023967,0.0,0.0,0.00090848,0.0,0.0,9.62e-05,0.0,0.0,0.000616121,0.001237229,0.000332268,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0
ENSG00000277969,0.0,0.850746269,0.216168846,0.005281305,0.000813221,0.009316656,0.019425025,0.0,4.33e-05,0.001098298,0.000756417,9.52e-05,0.002450226,0.000106079,0.00042312,0.000342017,0.001968657,0.004339203,0.0,0.0,0.000757059,0.00262005,0.001453204,0.000215187,0.001710773,0.000852906,0.00029714,0.000694663,0.000623463,0.0,0.001803059,0.001868105,0.000715655,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
ENSG00000277945,0.0,0.641791045,0.217782726,0.0,0.0,0.0,0.0,0.000662406,0.000504805,0.0,0.0,0.0,0.0,0.0,0.0,0.001401788,0.0,0.000350921,0.0,8.83e-05,0.0,0.0,0.0,0.0,0.005380087,0.0,0.003283839,0.0,0.0,0.001308105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000277938,0.0,0.0,0.216619424,2.58e-05,0.000576647,0.000199011,5.28e-05,0.000217182,6.37e-05,7.04e-05,7.9e-05,9.71e-05,4.95e-05,0.000400744,0.000365158,0.00030348,0.000427004,0.000104488,0.0,0.000337735,0.00023366,0.000712997,0.0,0.000653531,0.000342155,6.23e-05,0.000443526,7.48e-05,0.000176755,0.001522869,0.002165483,0.0,0.00085623,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0
ENSG00000277879,0.0,0.0,0.223590092,0.000214687,0.001118794,0.00248395,0.001162633,7.06e-05,1.78e-05,0.000535068,0.000750772,0.00044544,0.000325283,0.000831795,0.000782482,0.00091044,0.000443641,0.00088519,0.0,0.0,0.000644902,0.000876213,0.0,0.000539296,0.000401147,0.00024275,0.000185713,0.00019504,0.000475632,0.0,0.0,0.0,0.00086901,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000277715,0.0,0.0,0.230779676,0.0,0.000261216,0.0,0.0,0.000233471,0.000109629,0.000204171,9.03e-05,0.000144673,0.0,0.00011955,4.64e-05,0.000154149,0.000460277,5.91e-06,4.72e-05,0.000180381,0.000425261,0.000317842,0.0,0.000581802,0.0,0.000141058,0.000900161,9.62e-05,7.07e-05,0.000710184,0.0,0.0,0.000332268,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
ENSG00000277639,0.0,0.233830846,0.218946028,0.0,0.001473654,0.000744448,0.00120793,0.00517437,0.001845851,0.000323857,0.000496751,0.000213202,0.0,0.000439471,0.000892609,0.00047208,0.002800484,0.000311492,8.39e-05,0.000149678,0.000570131,0.00104802,0.000459303,0.000209874,0.001710773,0.001056292,0.001254108,0.000138933,0.001455819,0.000800482,0.0,0.0,0.000217252,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
ENSG00000277619,0.0,0.661691542,0.216029737,0.0,4.44e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39e-05,0.0,0.0,0.0,0.0,3.98e-05,0.00015338,0.0,0.0,8.02e-06,0.0,0.0,0.0,0.0,0.00029393,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000277581,0.0,0.243781095,0.215996484,0.0,0.0,0.000508583,0.0,0.000304055,0.000101981,0.0,0.0,0.000207491,0.00033589,0.0,0.0,0.0,0.000277276,0.000408094,0.0,0.000268653,0.0,0.0,0.0,4.78e-05,0.0,0.0,0.000181343,0.0,0.0,0.000173275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000277566,0.0,0.0,0.223822863,0.0,0.000340074,0.001031908,0.000709659,0.0,0.000224358,0.000908208,0.0,0.001008903,0.000388925,0.000417582,0.000168089,0.0,0.0,0.00083196,0.0,0.0,0.0,0.000807491,0.0,0.002672568,0.0,0.0,0.000893606,0.0,0.000260312,0.0,0.0,0.0,8.95e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000277496,0.0,0.0,0.218254919,2.58e-05,9.36e-05,0.001415188,0.003193465,0.0,2.55e-06,7.74e-05,0.0,5.71e-06,0.0,8.76e-05,0.000197069,0.000192686,0.0,0.000621013,0.0,0.0,0.000107484,6.87e-05,0.0,0.0,0.00060172,3.94e-05,3.5e-05,7.75e-05,0.000151045,0.0,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
ENSG00000277476,0.0,0.0,0.239879369,0.0,0.000847721,0.0,0.000196289,0.001167355,0.00016062,0.004843774,0.001191074,0.00201971,8.49e-05,0.000373803,0.0,0.000298663,0.004319954,0.000212919,0.001137859,0.000356925,0.001682353,0.002697363,0.001987802,0.01930306,0.002465873,0.000511744,0.004524837,0.002645064,0.000331014,0.003658301,0.002183604,0.000492662,0.000907348,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0
ENSG00000277463,0.0,0.0,0.216211243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000180637,0.000272213,0.0,0.000161644,0.0,7.23e-05,0.000194093,5.52e-05,0.0,3.84e-05,0.002869347,0.000343613,0.0,0.002271417,0.0,0.0,0.0,0.000251148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
ENSG00000277440,0.0,0.0,0.217255666,0.000751405,0.000271074,0.000486471,0.000377478,0.000179175,0.000127476,0.0,0.000107253,0.000266503,0.000862706,0.0,0.0,0.0,0.0,0.00026812,5.77e-05,0.000203409,0.000593497,0.000317842,0.0,0.000887314,0.0,2.62e-05,0.0,7.48e-05,0.0,0.0,0.0,0.000327699,0.000166134,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000277369,0.0,0.0,0.216004243,0.000339206,0.0,0.000619145,0.000921047,0.000228042,6.12e-05,0.000274574,0.000254021,0.000289346,0.000162641,4.04e-05,2.9e-05,0.0,0.000604461,0.000587498,6.82e-05,8.83e-05,0.000434608,0.000575552,0.001280024,0.000568518,0.001592789,0.000190264,0.000183528,0.000475577,0.000752013,0.0,0.001205059,0.0,0.000140575,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1
ENSG00000277368,0.0,0.0,0.216032508,0.0,0.000133072,0.000140045,0.00068701,0.000798145,0.000114728,0.000450584,0.000282245,0.0,0.000279319,2.53e-05,7.54e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001477536,0.001739327,0.000451627,0.000271364,0.000209946,0.000343022,0.001434747,9.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000277287,0.0,0.0,0.216091255,0.0,7.39e-05,0.0,0.0,0.000836152,0.000101981,0.000696997,0.000366919,0.000142769,0.0,0.000134704,0.000144904,9.15e-05,0.000366004,0.0,0.0,0.0,9.81e-05,0.000163216,0.0,6.11e-05,0.000188775,2.62e-05,5.68e-05,6.68e-05,2.89e-05,0.000563754,0.000851696,0.0,0.000894569,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1
ENSG00000277283,0.0,0.248756219,0.216113701,0.005015093,0.001582084,0.00334633,0.004099413,0.003621516,0.001124337,0.002274039,0.001766854,0.000574884,0.003613465,0.00032834,0.000585412,0.000732205,0.003149851,0.001283426,0.00210268,0.002076305,0.00417317,0.006769178,0.001995332,0.002414875,0.002902415,0.001879675,0.001795952,0.002124067,0.00246493,0.003499669,0.002681937,0.002079883,0.00313099,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0
ENSG00000277247,0.0,0.23880597,0.23436851,0.0,0.0,0.003014646,0.000807803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001040936,0.00089141,0.001396996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000658814,0.0,0.0,0.0,0.00256869,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000277232,0.0,0.0,0.21597099,0.000446549,7.39e-05,0.000722336,0.001117335,0.000526667,0.000165719,0.0,0.000118543,2.47e-05,0.00028639,0.0,0.0,0.000105977,0.000343822,0.000433723,0.000110115,0.000118975,0.000476667,0.0,0.0,0.000611024,0.0,0.000206666,0.0,0.0,0.0,0.000737029,0.0,0.00126398,0.000421725,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1
ENSG00000277182,0.0,0.044776119,0.21607546,0.000790049,0.000231645,0.000899234,0.001019191,0.000504949,0.000147872,0.000154888,0.000124188,0.000197973,0.000540959,2.02e-05,2.9e-05,3.85e-05,0.00270621,0.000812245,0.0,0.0,0.000406569,0.000609913,0.000128002,0.000175337,0.000200573,0.000226348,0.000541844,0.000235117,0.000369579,0.0,0.0,0.001107933,0.000702875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1
ENSG00000277170,0.0,0.0,0.216252532,0.00777597,0.00053229,0.001577345,0.002295067,0.0,0.00063483,0.001978344,0.000637874,0.00095941,0.003302325,0.000338443,0.0,0.000255308,0.0,0.001161195,0.0,0.0,0.001673007,0.002516966,0.0,0.002175778,0.0,0.000337882,0.000823691,0.000261835,0.000491701,0.002850498,0.0,0.0,0.001226837,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
ENSG00000277142,0.0,0.0,0.216034448,0.0,0.000241502,0.000302202,0.0,0.000396358,0.00021161,0.0,0.0,0.000125637,0.000487924,0.0,2.32e-05,0.000173417,0.0017912,0.000427809,0.000450949,0.0,0.000972026,0.000747358,0.000436714,0.001333627,0.000873084,0.000167301,0.001009404,0.000480921,0.000453136,0.0,0.000634242,0.002021922,0.001533546,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
ENSG00000277011,0.0,0.0,0.228844072,0.0,0.0,0.0,0.0,0.002030655,0.000303393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0
ENSG00000277007,0.0,0.0,0.231995628,6.44e-05,0.000300645,0.001275144,0.000120793,0.000179175,7.9e-05,0.000295696,1.69e-05,0.000755726,0.00041721,0.000264356,1.16e-05,0.0,0.000521278,0.001435229,0.0,0.000107461,0.0,8.59e-05,0.0,0.001110471,0.0,2.62e-05,0.001431081,8.02e-06,0.0,0.001420368,0.0,0.0,0.000102236,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0
ENSG00000276980,0.0,0.0,0.219501077,0.0,4.93e-05,0.0,2.26e-05,2.71e-05,0.0,0.0,0.0,0.0,0.0,3.03e-05,0.0,0.0,0.0,0.0,0.000833731,0.00040298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1
