ID,repeat_coverage,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,A549_cell,H1.hESC_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cytosol,keratinocyte_cytosol,keratinocyte_cell,GM12878_nucleus,K562_nucleus,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,max_exp,min_exp,mean_exp,median_exp,genomic_classification_is_5,genomic_classification_is_8,with_repeat_ERV1
ENSG00000271853,0.0,0.296558705,0.291497976,0.003297239,0.002752787,0.008117369,0.003196129,0.000489835,0.0,0.007755263,0.004773787,0.002279018,0.00203701,0.004664548,0.004584939,0.0,0.010204109,0.009155586,0.004366225,0.003340645,0.00434699,0.003313355,0.0,0.0,0.0,0.000211866,0.0,0.000147114,0.0,0,1,0
ENSG00000271851,0.030468713,0.042983565,0.018963338,0.000650576,0.000532097,0.000699968,0.000163709,0.000106724,0.000359521,0.000208662,0.000187869,0.000197147,0.000119108,0.000592733,0.000966704,0.000368948,0.000321452,0.000778697,0.000272274,0.000131091,0.000235117,0.000157473,0.0,0.0,0.0,0.000822141,0.0,0.001788587,0.00247157,0,0,0
ENSG00000271833,0.0,0.031897927,0.0,0.001207509,0.013296991,0.000349984,0.001570462,0.002167316,0.000828181,0.0,0.000366103,0.000816188,0.000854055,0.001030839,0.010896135,0.0,0.006362624,0.001191642,0.000459257,0.003541652,0.000251148,0.0,0.005076229,0.01160191,0.0,0.00152418,0.0,0.001621297,0.002035913,0,0,0
ENSG00000271781,0.0,0.010126582,0.0,0.0,0.000238901,0.0,0.000338839,0.000440578,0.0,2.9e-05,0.0,0.00083196,0.0,0.000850442,0.006974079,0.00017318,0.007879559,0.000294961,7.54e-05,0.0,0.001359937,0.000208892,0.0,0.000317351,0.0,0.000102122,0.0,0.00012179,0.000105761,1,0,0
ENSG00000271780,0.0,0.0,0.0,0.000300645,0.0,0.000423368,0.0,0.001004299,0.001823283,0.000133312,0.000130063,0.000437666,0.0,0.00130573,0.001118615,0.00422408,0.000706663,0.002135517,0.00095788,0.001376459,0.001266425,0.0,0.002857819,0.0,0.004213178,0.000513404,0.000670847,0.000822328,0.001153703,0,0,0
ENSG00000271762,0.0,0.163302752,0.222018349,0.002212945,0.0,0.0,0.0,0.00052541,0.000731881,0.0,5.78e-05,0.0,8.26e-05,0.012447384,0.021447018,0.0,0.0,0.0,0.0,0.000349577,0.0,8.68e-05,0.0,0.0,0.0,0.000358547,0.0,0.000311294,0.0,0,0,0
ENSG00000271646,0.206247567,0.019984013,0.01558753,0.000162644,0.000293196,0.000643519,0.000167516,0.0,0.000629161,8.11e-05,0.0,0.000589469,0.000157005,0.000429516,0.000359061,0.00083578,0.0002205,0.001097255,0.000820102,0.000544029,0.000371378,0.001712918,0.001786442,0.0,0.00166715,0.000492158,0.000883498,0.001076113,0.001369763,0,0,0
ENSG00000271614,0.098485733,0.181217296,0.243459102,0.000675219,0.000190035,0.000169347,8.76e-05,8.48e-05,0.00017976,3.48e-05,3.85e-05,0.000522439,0.000121815,0.001254188,0.001864358,0.000459303,0.001609917,0.000613519,0.000232909,0.000190083,0.000961842,0.000356724,0.000263573,0.001609629,0.000335242,0.00042468,0.000248514,0.0006673,0.0007889,0,0,0
ENSG00000271590,0.747490298,0.0,0.0,0.000241502,0.0,0.0,0.000820448,0.0,0.0,0.0,0.0,0.0,0.00039116,0.0,0.0,0.0,2.39e-05,0.00060172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.64e-05,0.0,0.000160432,0.000228,0,0,0
ENSG00000271576,0.045179715,0.01625,0.0,0.001192723,0.003529214,0.0,0.000167516,0.005412816,0.001162022,0.0,0.0001686,2.56e-05,0.006622651,0.001950004,0.005772604,0.000308712,0.000401151,0.000955673,0.000249311,0.004286688,2.67e-05,0.000305304,0.007394699,0.005663722,0.0,0.000252749,0.000261399,0.000367502,0.000404677,0,0,0
ENSG00000271335,0.21473295,0.019189765,0.0,0.000399217,0.000396358,0.000705613,0.000268406,0.00047068,0.000340261,0.000330381,0.000361286,0.000329235,0.000494026,0.000730178,0.002665341,0.001618854,0.001894176,0.002005734,0.001095657,0.00144419,0.000208399,0.002879501,0.001459416,0.0,0.000616121,0.000311385,0.0,0.000761293,0.001095168,1,0,0
ENSG00000271327,0.0,0.036813922,0.0,0.000276002,0.0,2.26e-05,0.000131348,0.000818216,8.99e-05,0.0,2.89e-05,0.0,0.0,1.72e-05,0.0,0.0,0.001155633,0.0,2.62e-05,0.000552769,0.0,0.0,0.001110425,0.000114361,0.0,0.000158307,0.0,0.000363823,0.000550859,0,0,0
ENSG00000271270,0.757022455,0.0,0.0,0.005184897,0.000662406,0.001157205,0.001705617,0.005557851,0.001470182,9.85e-05,0.000284211,0.004441719,0.005327356,0.003126879,0.007926972,0.0,0.005472654,0.00060172,0.001256397,0.005468695,0.000261835,0.0015683,0.021317721,0.029079109,0.001830241,0.000372644,0.000110425,0.000722135,0.000927062,0,0,1
ENSG00000271122,0.540961957,0.012145749,0.0,0.00276495,0.002019796,0.001987005,0.000277924,0.000503518,0.002471704,0.00282273,0.001984662,0.000512582,0.000438532,0.003642299,0.002706771,0.00304194,0.000369271,0.007055464,0.006842934,0.001162344,0.00212941,0.003390484,0.002533233,0.000929182,0.008725355,0.000725566,0.001872799,0.002068744,0.003184739,0,0,1
ENSG00000270964,0.0,0.110313316,0.033289817,0.000364717,0.000700413,0.000366919,6.85e-05,9.85e-05,0.000648421,0.000260827,0.0001686,0.000207004,0.000178661,0.000704407,0.0,0.0,0.000225813,0.000778697,0.000469099,0.000135461,0.000943139,0.001070172,0.0,0.0,0.0,0.000247692,0.0,0.00043923,0.000650962,0,0,0
ENSG00000270696,0.0,0.063001145,0.0,0.012922813,0.007297328,0.005001383,0.000965121,0.001113759,0.005938509,0.004723871,0.004378781,0.001050793,0.000563054,0.006348252,0.004363978,0.001272495,0.001107814,0.005285699,0.004110353,0.0,0.001929027,0.004129642,0.001230009,0.000909169,0.009803566,0.003053194,0.021143924,0.009767709,0.014766084,0,0,0
ENSG00000270605,0.105453913,0.041666667,0.060185185,0.00109908,0.001927494,0.000304825,0.000536813,0.003478104,0.001508702,0.000191273,0.001685999,0.005545742,0.003479836,0.000755949,0.0,0.0,0.003636924,0.000566325,0.000816822,0.005846676,0.000184353,4.82e-05,0.003233655,0.003879692,0.000217454,0.000397488,0.000215168,0.000629357,0.000511651,1,0,0
ENSG00000270580,0.0,0.567933884,0.068429752,0.009876933,0.058221168,0.015094467,0.01664119,0.074569889,0.036677516,0.0099636,0.010607345,0.017147837,0.04018662,0.03674083,0.227700211,0.0,0.020113332,0.033944099,0.007856581,0.013637873,0.005597384,0.007320875,0.015653333,0.018403522,0.008272325,0.000708735,0.000719215,0.00191788,0.003174317,1,0,0
ENSG00000270419,0.0,0.0,0.018994413,0.00038936,0.001020757,0.000728192,0.000592017,0.001710319,0.001765503,0.0,0.0,0.001035021,0.002028889,0.001632162,0.002941542,0.0,0.001671019,0.001156247,0.000495342,0.005184664,0.000366034,0.001034821,0.002818771,0.009743546,0.0,0.000703805,0.000259903,0.000817232,0.000795565,0,0,0
ENSG00000270344,0.0,0.033959448,0.02015176,0.000379503,4.89e-05,6.77e-05,0.000314092,0.000571931,0.0001605,6.38e-05,0.000216771,0.000311492,0.000240922,6.87e-05,0.000220961,2.26e-05,0.001065308,0.000129783,3.94e-05,0.000179158,0.000109543,8.36e-05,0.000117144,0.000597536,0.0,0.000943374,0.0,0.000605226,0.000339962,1,0,1
ENSG00000270246,0.0,0.22745098,0.237254902,0.002937451,0.015827166,0.0,0.001220202,0.001228693,0.002202063,0.001825791,0.002273691,0.000526382,0.0,0.002250666,0.001090994,0.000534598,0.0,0.005391885,0.000820102,0.0,0.0,0.0,0.0,0.0,0.00090606,0.001338091,0.0,0.001265553,0.001092198,0,0,0
ENSG00000270195,0.116135621,0.0,0.0,0.000552004,0.0,0.001608797,0.004355416,0.003568409,0.0,0.0,0.0,0.009914517,0.006739052,0.008633279,0.03659665,0.001716738,0.010496338,0.00346874,0.000282115,0.029766483,0.000985888,0.000510983,0.002301386,0.006309861,0.0,0.000165471,0.000116146,0.000240153,0.000181773,0,0,1
ENSG00000270164,0.44709502,0.0,0.0,0.000256288,9.77e-05,0.0,0.000894688,0.0,0.0,0.0,9.63e-06,0.004841928,5.96e-05,0.0,0.000234771,0.0,0.000100952,0.0,0.0,8.74e-06,0.0,0.0,0.003214131,0.0,0.0,0.001855347,0.0,0.001510511,0.000693924,0,0,1
ENSG00000270157,0.0,0.0,0.0,0.004489963,0.001438833,0.002190222,0.016686876,0.006964417,0.001470182,0.0,0.001575205,0.017826022,0.000239569,0.001821149,0.0,0.000316241,0.002093423,0.00195854,0.000747933,0.003168042,0.000160307,0.00051741,0.005759567,0.003193527,0.0,0.000366666,0.000359283,0.001122729,0.001622241,0,0,0
ENSG00000270096,0.0,0.131894484,0.201438849,0.000305574,0.000200894,8.47e-05,0.000159902,0.000153245,0.0,0.000110127,0.000264943,0.000124203,0.0,0.000120265,0.000524782,2.26e-05,0.000743856,0.00022417,0.000131216,0.0,0.0,0.000250671,0.000158632,0.0,0.0,0.000505593,0.000863688,0.001191581,0.001894322,0,0,0
ENSG00000270093,0.381000525,0.009114583,0.0,0.0,0.0,0.000141123,0.002111082,0.0,0.0,0.0,0.0,0.0,0.0,1.72e-05,4.14e-05,0.0,0.000135488,0.0,0.0,0.0,0.0,0.0,0.0,0.000726191,0.0,0.00048472,0.0,0.000473897,0.000465802,0,0,0
ENSG00000270074,0.595027942,0.0,0.0,0.000359788,0.000526667,0.0,0.00017513,1.37e-05,0.0,0.000127516,9.63e-05,4.53e-05,0.0,0.000103084,0.0,0.0,0.000730573,0.000412945,0.001410576,0.002160823,0.000213743,0.000192824,0.0,0.000623267,0.0,0.000229524,0.0,0.000319993,0.000382335,0,0,0
ENSG00000270055,0.0,0.111489362,0.068085106,0.0037556,0.000635258,0.001529768,0.004088913,0.003768174,0.001425242,0.00034777,0.0,0.004004053,0.002235974,0.003479083,0.028752538,0.001061667,0.005555009,0.005568862,0.000314919,0.001162344,0.000443516,0.001860749,0.005066467,0.001352317,0.002310452,0.002616663,0.001518482,0.007077746,0.010423375,0,0,0
ENSG00000270015,0.157993394,0.0,0.0,0.003164167,0.004218768,0.001795079,0.005493763,0.008056285,0.001348202,0.001454836,0.003815176,0.007004629,0.006249086,0.004750451,0.035795666,0.001460733,0.006014606,0.008282502,0.000777457,0.009139254,0.000355347,0.001047676,0.036180333,0.021971581,0.003406785,0.001393318,0.005196526,0.004131416,0.006114519,0,0,0
ENSG00000269984,0.188524919,0.270846595,0.310948441,0.0,4.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.18e-05,0.0,0.0,0.0,0.0,2.39e-05,0.0,1.97e-05,3.71e-05,0.0,0.0,0.0,0.0,0.0,0.000417167,0.002104222,0.001425826,0.002172011,0,0,0
ENSG00000269983,0.046920911,0.0,0.0,0.007728059,0.0,0.001541058,0.001159287,0.000930413,0.0,0.003106742,0.0,0.001403686,0.000461542,0.004011683,0.004529699,0.0,0.00529466,0.005509869,0.004333421,0.0,0.000662602,0.009737599,0.007682677,0.010123796,0.006550812,0.001378663,0.001549737,0.002803328,0.004422528,0,0,0
ENSG00000269982,0.291322463,0.022762951,0.005232862,0.000280931,5.97e-05,1.13e-05,0.000129444,0.000867474,0.0,0.0,0.0,0.000104488,0.000138056,0.000214758,0.0,0.0,0.0002205,8.26e-05,0.0,7.65e-05,5.34e-06,0.0,0.002198886,0.000691883,0.00014497,0.000312076,0.000657867,0.000918195,0.001303551,0,0,0
ENSG00000269974,0.074348237,0.0,0.0,0.001015293,0.0,0.0,0.001233527,0.000276387,2.57e-05,0.0,0.0,0.001853181,0.0,0.000326432,0.0,5.27e-05,0.003392514,0.000401147,0.000124656,0.00031025,0.0,0.000218534,0.0,0.005923893,0.0,0.00022234,0.0,0.000227739,0.000129961,0,0,0
ENSG00000269973,0.223564339,0.019814241,0.0,0.001261724,0.000477801,0.000937054,0.000361682,0.00035301,0.000571381,0.000782482,0.000558788,0.000116317,6.63e-05,0.000876213,0.00484733,0.000542128,0.000544609,0.000920278,0.000387088,0.000589911,0.000154963,0.000472418,0.000539349,0.0,0.001032908,0.000420141,0.001248399,0.001254825,0.002051202,0,0,0
ENSG00000269959,0.200822808,0.084343434,0.091666667,0.000207002,0.0,0.0,0.0,0.0,1.28e-05,0.0,3.85e-05,0.0,4.74e-05,0.000128855,0.0,0.0,0.00025238,0.0,0.0,0.000115797,1.6e-05,0.0,3.42e-05,0.000586099,2.72e-05,4.51e-05,0.0,4.59e-05,3.41e-05,0,0,0
ENSG00000269958,0.0,0.008641975,0.0,0.004839894,0.009067365,0.011588983,0.012767383,0.009356127,0.007190411,0.012977604,0.011459979,0.008140195,0.003018294,0.016106864,0.0,0.013093894,0.015020576,0.015892493,0.003352578,0.015785587,0.004509968,0.002648113,0.0,0.003453698,0.013581835,0.005483965,0.018490739,0.016012995,0.023815822,0,0,0
ENSG00000269951,0.0,0.04023845,0.0,0.002612163,0.00036921,0.001016082,0.002733556,0.000812743,0.000712621,0.0,0.000419091,0.000800416,0.000783674,0.004355296,0.008078883,0.0,0.000735886,0.001439409,0.001249836,0.002383678,0.000101528,0.00021532,0.001810847,0.002681762,0.000172151,0.000539148,0.0,0.001109147,0.001560079,0,0,0
ENSG00000269939,0.333336549,0.184818482,0.20990099,0.000448503,0.000184605,0.000135478,0.000247467,0.000309226,0.00017976,0.0,0.000158966,0.000128145,0.000157005,0.000352203,0.000676693,1.51e-05,0.001806507,0.000283162,8.86e-05,0.0,8.82e-05,0.000173541,0.001808407,0.003327901,0.0,0.000771138,0.001095636,0.002158071,0.00309463,0,0,0
ENSG00000269937,0.0,0.058482759,0.063724138,0.000478075,0.0,0.001478964,0.000947988,0.000777169,0.000417301,0.0,0.000582874,0.000958134,0.000734948,0.001340091,0.005234011,0.001920036,0.001054681,0.005096924,0.000744653,0.001337132,0.00039008,0.000536693,0.004817536,0.001532436,0.003207451,0.000113775,7.71e-05,0.000257979,0.000316764,0,0,0
ENSG00000269918,0.049690557,0.049677099,0.0,0.0,0.001889487,0.000423368,0.000909916,0.0,0.0,0.000197069,0.000467263,0.000887161,0.0,0.0,0.0,0.000203298,0.000698693,0.001002867,0.000462538,0.001708558,6.15e-05,0.000147832,0.0,0.002172856,0.0,0.001497033,0.0003683,0.002516328,0.003352108,0,0,0
ENSG00000269893,0.0,0.17155266,0.15092291,0.161180303,0.207729521,0.095822208,0.015731274,0.037397141,0.229027433,0.314395345,0.242364831,0.047451285,0.0536945,0.276075938,0.0,0.736578571,0.055170197,0.346921198,0.45432686,0.181972314,0.106670906,0.173910948,0.087899295,0.053174944,0.093224485,0.059647155,0.191549124,0.155849752,0.188928285,0,0,0
ENSG00000269887,0.0,0.0,0.029411765,0.000847721,0.000298626,0.000118543,0.00014848,0.0,0.0,0.0,0.0,0.0,0.0,0.000163216,0.000165721,0.0,0.000786362,0.0,7.54e-05,5.68e-05,0.000422142,0.0,2.68e-05,0.0,0.0,0.001513489,0.001299153,0.001984744,0.002036108,0,0,0
ENSG00000269834,0.420876986,0.014203178,0.025517573,3.45e-05,0.00418619,0.001100756,0.002162479,0.002914383,0.000892381,0.000956367,0.0,6.7e-05,0.0,0.0,0.0,0.001054137,0.000507416,0.003327159,0.000652801,0.003288209,7.75e-05,0.0,0.001466737,0.0,0.0,0.001392117,0.000784196,0.003128252,0.005493844,0,0,0
ENSG00000269825,0.076193178,0.082191781,0.059360731,0.0,0.00086873,0.002269251,0.003289405,0.00191282,0.001020782,0.001767829,0.003670662,0.002137072,0.001471249,0.0,0.0,0.000346359,0.000549922,0.002855221,0.00024275,0.000666381,0.000160307,0.001240499,0.000258692,0.002290076,0.000534575,0.00040725,5.88e-05,0.000947411,0.001396562,0,0,1
ENSG00000269821,0.561696239,0.047280344,0.062858639,8.38e-05,0.000157457,1.13e-05,0.000352164,0.003894053,5.78e-05,0.0,3.85e-05,0.000374579,0.000885186,0.0,0.000331441,0.0,0.000563205,0.000200573,0.0,7.65e-05,5.34e-06,0.0,0.000170835,0.0001744,0.0,7.02e-05,1.57e-05,0.000125663,0.000149851,0,0,0
ENSG00000269609,0.112390747,0.025999293,0.034665723,0.003134595,0.018807994,0.000925764,0.000325514,0.008072704,0.01321238,0.001941714,0.001994297,0.010665647,0.0160714,0.004836354,0.00499924,0.000316241,0.019993783,0.001227037,0.001571316,0.00304569,0.006535179,0.001381903,0.006496597,0.009529119,0.002754422,0.004063572,0.005350431,0.010614884,0.015466003,0,0,1
ENSG00000269559,0.0,0.026852846,0.0,0.0,2.71e-05,0.0,6.66e-05,0.0,1.93e-05,0.0,2.89e-05,2.17e-05,3.11e-05,0.000163216,0.000138101,0.0,2.39e-05,0.0,0.0,0.0,0.0,0.000234602,0.0,0.0,0.0,2.35e-05,0.0,3.08e-05,3.03e-05,0,0,1
ENSG00000269549,0.0,0.003493172,0.0,0.000103501,0.000298626,0.0,0.000142769,0.001948395,0.000821761,0.0,0.0,0.000343036,9.47e-05,0.0,0.00245819,0.0,0.000406464,2.36e-05,0.0,0.00030151,0.0,0.0,0.000514944,0.00014581,0.0,0.000275771,0.0,0.000446688,0.000348622,0,0,0
ENSG00000269439,0.140798386,0.144660194,0.139320388,0.001035008,0.000635258,0.003200659,0.00108695,0.001860827,0.004757227,0.000909997,0.0006744,0.000977849,0.000327546,0.0,0.003383464,0.001844741,0.001009519,0.003055795,0.001932161,0.003133084,0.000352675,0.001272637,0.0,0.0,0.0,0.000780093,0.001560807,0.00169687,0.002336078,1,0,0
ENSG00000269386,0.0,0.232638889,0.164930556,0.001251867,0.006770661,0.006604535,0.001185937,0.004091082,0.009353954,0.00397037,0.002071371,0.000662414,0.000582003,0.003264324,0.003521564,0.005195392,0.001745405,0.006736907,0.004130035,0.0,0.002767966,0.001028393,0.0,0.003279298,0.0,0.002436201,0.002837619,0.006529047,0.009831853,0,0,1
ENSG00000269352,0.0,0.144117647,0.158823529,0.002636806,0.0,0.0,0.018777019,0.008874501,0.0,0.000712928,0.001594474,0.01387717,0.005867401,0.022687054,0.301335432,0.0,0.079927315,0.015868896,0.000984123,0.042829739,0.002121395,0.000591326,0.009344654,0.006935987,0.0,0.002654925,0.0,0.003689463,0.003801856,0,0,0
ENSG00000268996,0.0,0.0,0.0,0.001069508,0.000385499,0.00142816,8e-05,0.000175137,0.001502282,0.000168089,0.000115611,0.000124203,0.000106926,0.004570054,0.001905788,0.00185227,0.00025238,0.002654648,0.00152539,0.000214116,0.002821402,0.002223901,0.000363634,0.000223004,0.003207451,5.46e-05,0.0,0.000151206,0.000256386,0,0,1
ENSG00000268912,0.115738027,0.028219396,0.012321145,4.44e-05,0.000385499,0.000197572,0.000146576,0.0,0.0,0.000255031,0.00047208,0.000102516,0.0,1.72e-05,0.0,0.000286123,0.0,0.000814092,0.000305078,0.000426047,0.0,0.000112481,0.0,0.001203648,2.72e-05,0.000405697,0.00042559,0.00089899,0.001326137,0,0,0
ENSG00000268895,0.059955321,0.022588741,0.0,0.001725013,0.00406674,0.002020875,0.000580595,3.56e-05,0.0,0.004915144,0.002842113,0.002038499,0.001132875,0.005489219,0.011172336,0.014765454,0.007938005,0.021779912,0.004572891,0.008481612,0.004982874,0.002031077,0.002950558,0.0,0.0,0.006722255,0.002266875,0.004849566,0.00403828,0,0,0
ENSG00000268858,0.0,0.305744888,0.188575138,0.001158223,0.004647703,0.001862818,0.001747496,0.011504287,0.005932089,0.0,0.001565571,0.006951399,0.0,0.006459926,0.035312314,0.007002485,0.019034741,0.009096594,0.000977562,0.005735248,0.005207304,0.004348175,0.001969479,0.006947423,0.001576544,8.84e-05,0.0,0.000166048,0.000280834,0,0,0
ENSG00000268575,0.022435285,0.559794426,0.51314489,0.000768863,0.003936431,0.00142816,0.002385199,0.001494134,0.000577801,0.000289808,0.0003372,0.001995127,0.001893539,0.001030839,0.005938324,0.000353889,0.005496564,0.000766898,0.000711849,0.002849053,0.000782832,0.000527052,0.002272101,0.00330217,0.001993331,0.001457807,0.002899867,0.002662819,0.003462678,0,1,0
ENSG00000268573,0.536583514,0.007534247,0.020319635,0.000517504,0.001808043,0.000445947,0.000350261,0.000831899,0.000629161,0.00027242,0.000322748,0.00089899,0.000896014,0.000601323,0.000870034,0.000278593,0.000231127,0.000637116,0.000118095,0.000161679,0.000157635,0.000665242,0.001871859,0.000314492,0.002527907,0.000338854,8.2e-05,0.000636437,0.000782402,0,1,1
ENSG00000268471,0.03501036,0.148382794,0.071023675,0.001246938,0.001623438,0.000767707,0.000607245,0.001247848,0.002028723,0.0,0.000780377,0.002056242,0.001893539,0.00105661,0.001850548,0.0,0.001644453,0.001970339,0.000895552,0.002527879,0.000609166,0.001430109,0.004314795,0.003931155,0.0,0.001428382,0.000309395,0.002309584,0.003028471,0,0,0
ENSG00000268460,0.14583785,0.004067107,0.0,0.000172501,4.89e-05,0.0,2.09e-05,0.0,0.0,0.000544839,0.000924891,1.77e-05,0.0,0.000369384,0.001891978,0.0,3.72e-05,0.0,0.0,0.000211931,5.34e-06,0.0,0.0,0.0,0.0,0.000401087,0.0,0.000259675,0.000160244,0,0,0
ENSG00000268388,0.112302248,0.079835027,0.084106643,0.0,0.0,0.0,2.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040659589,0.0,0.080005191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018916265,0.0,0.012434638,0.000633958,0,0,0
ENSG00000268205,0.275988504,0.026779422,0.043927649,0.004351962,0.0,0.002286185,0.00135726,0.002621576,0.003306305,0.003106742,0.004812324,0.001563375,0.0,0.001477536,0.0,0.000519539,0.001447862,0.002607454,0.001463063,0.0,0.00080955,0.003355133,0.010601509,0.003307888,0.009332415,0.002413461,0.010784966,0.0077248,0.011945865,0,0,0
ENSG00000268069,0.0,0.215940686,0.181649676,0.0,0.000461513,0.0,0.000131348,0.000429632,0.0,5.22e-05,3.85e-05,0.00020109,0.000900074,0.000936346,0.010095151,0.0,0.000844808,0.000117984,0.0,0.000216301,8.28e-05,0.000199251,0.0,0.0,0.0,0.001349747,0.000301313,0.002138023,0.002208874,0,0,0
ENSG00000268001,0.480584341,0.0,0.0,0.000300645,0.000157457,0.007332727,0.000702425,0.000131352,0.001162022,0.000654966,0.000688851,0.000427809,0.00066592,0.000438107,0.0,0.000150591,0.000175337,0.000389348,0.000475659,0.0,0.000504967,0.002256038,0.0,0.0,0.001295665,0.008649413,0.002807476,0.007062501,0.006359817,0,0,0
ENSG00000267940,0.054193336,0.060650888,0.092455621,0.0,0.0,6.21e-05,0.000142769,0.0,0.0,1.74e-05,0.00020232,0.000370636,0.0,4.3e-05,0.000428112,0.0,0.000611024,0.0,4.59e-05,0.0,0.0,0.0,0.0,0.001601052,2.72e-05,0.000317237,0.0,0.000654713,0.000654944,0,0,0
ENSG00000267858,0.08379571,0.031070584,0.011482607,0.001370153,0.0,0.000270955,0.000159902,0.000716966,0.000744721,0.0,0.00020232,0.000833931,0.000311304,0.004235031,0.009169878,0.0,0.004542834,0.0,0.00063968,0.001459484,0.001389327,0.001108737,0.0,0.0,0.001014787,0.000555918,0.001127571,0.001266906,0.001786308,0,0,1
ENSG00000267757,0.0,0.408759124,0.402270884,0.00134551,0.0,0.000378208,0.0,0.000785378,0.000975842,0.0,0.0,0.004199229,0.0,0.008624689,0.021005096,0.0,0.001756031,0.00331536,0.0,0.0,0.001170241,0.004283901,0.0,0.0,0.001830241,0.000582676,0.0,0.000717338,0.000884507,0,0,0
ENSG00000267546,0.181060623,0.014784946,0.0,0.000916721,0.0,0.000118543,9.52e-05,0.001121969,0.001341782,0.000179681,0.000520251,0.00018729,0.000743069,0.000463878,0.0,6.78e-05,0.001798537,0.0,0.000170581,0.0,0.000141604,0.0,0.0018743,0.0,0.0,0.000487841,0.0,0.00086422,0.001107062,0,1,0
ENSG00000267530,0.103641598,0.021889401,0.0,0.004420962,0.0,0.001953136,0.001511451,0.000662235,0.001303262,0.0,0.000298663,0.0,0.0,0.014036595,0.028324426,0.0,0.001168916,0.000589922,1.31e-05,0.0,0.000574433,0.0,0.0,0.0,0.0,0.000384937,0.0,0.000444443,0.000251808,0,0,0
ENSG00000267520,0.414103394,0.038063498,0.060691107,0.000842792,0.0,0.000767707,0.000382622,0.0,0.0,0.000909997,0.0,0.000786616,0.0,0.000704407,0.0,0.0,0.000932476,0.000578123,0.000259152,0.0,0.000678633,0.000472418,0.001025008,0.000457443,0.001920847,0.00137114,0.001609713,0.002865557,0.002313073,0,1,0
ENSG00000267519,0.0,0.052453469,0.065425832,0.008743353,0.0,0.007852058,0.014474904,0.002607894,0.0,0.001507002,0.015641258,0.005725146,0.004291933,0.052882055,0.532419108,0.0,0.030588417,0.012341164,0.0041694,0.102480686,0.001709941,0.003531888,0.00586939,0.004460074,0.002102059,0.00203761,0.000735431,0.003138546,0.00355706,0,0,0
ENSG00000267432,0.09564761,0.195410672,0.188308141,0.000226716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001030839,0.007056939,0.0,7.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000266706,0.0,0.000104865,0.0,0,0,0
ENSG00000267374,0.230796831,0.155315315,0.153153153,0.001439154,0.00086873,0.000400788,0.00017513,0.000188819,0.000539281,0.000139108,0.0,0.0,0.0,0.000635684,0.0,3.76e-05,0.000528669,0.000318558,0.0,0.0,0.000598479,0.001333698,0.0,0.0,0.0,0.00034393,0.0,0.000137077,0.0,0,0,1
ENSG00000267365,0.0,0.106104056,0.102417042,3.94e-05,0.000195464,0.001371711,0.001147865,0.0,0.0,1.74e-05,0.0,0.000139974,0.0,9.45e-05,8.29e-05,0.000489421,0.0,0.000436542,0.000206666,0.000137646,0.0,0.000260312,0.0,0.0,0.0,0.000285424,0.000286082,0.000625497,0.000633672,0,0,0
ENSG00000267296,0.050940443,0.058716432,0.060992262,0.000542147,0.000803575,1.13e-05,0.0,0.000654026,0.001739823,0.000191273,0.000211954,3.94e-06,0.0,0.001700885,0.001684827,0.000188239,0.000294886,0.000141581,1.97e-05,1.97e-05,0.000480921,0.000224961,0.0,0.0,0.0,0.001284585,0.0,0.001875539,0.002218637,0,0,0
ENSG00000267288,0.05880099,0.293103448,0.262405383,0.003095167,0.0,0.0,0.0,0.003899526,0.000526441,0.000260827,0.0,0.0,4.06e-06,0.004106176,0.048335198,0.0,0.002863845,0.0,9.19e-05,0.002405527,0.000168322,6.43e-05,0.000158632,0.00011722,0.0,0.001843413,0.001983274,0.002885978,0.003629329,0,0,0
ENSG00000267279,0.276019169,0.09052808,0.119865884,0.001596869,0.000825293,0.002924059,0.000460669,0.0,0.0,0.010496847,0.007625535,0.0,0.0,0.003006615,0.0,0.012898125,2.39e-05,0.0158335,0.002935966,0.001398308,0.0,0.002307457,0.0,0.0,0.0,0.000805051,0.0,0.001378209,0.00098107,0,0,1
ENSG00000267278,0.0,0.131334572,0.107455559,0.010207149,0.003534643,0.0,0.0,0.000446051,0.000937321,0.002341649,0.001835331,0.00179798,0.003126573,0.005824242,0.008493185,0.0,0.00644498,0.001970339,0.003578927,0.002610903,0.004798521,0.000684524,0.001144592,0.0,0.004185996,0.004422786,0.000883186,0.004421584,0.003886976,0,0,0
