ID,gene_length,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,H1.hESC_cell,H1.hESC_cytosol,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,HeLa.S3_cytosol,MCF.7_cell,A549_cytosol,IMR.90_cytosol,MCF.7_nucleus,IMR.90_cell,SK.N.SH_cytosol,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_2,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_8,DISEASE_DB_is_1,with_repeat_Alu,with_repeat_ERV1,with_repeat_ERVL-MaLR,with_repeat_Simple_repeat
ENSG00000279611,0.000558541,0.0,0.03012973,0.025758919,0.022702703,0.0,0.0,0.0,0.216698123,0.0,8.87e-05,0.00037464,9.18e-05,0.000309776,0.0,0.000180841,0.0,0.0,0.0,0.000247498,0.000249202,0.0,0.0,0.001131284,0.0,0.0,0.000180397,0.000414125,0.002502544,0.0015102,6.89e-05,0.000109543,0.002341502,0.000106053,0.002140314,0.0,0.0,0.000651757,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000279608,0.003667623,0.0,0.14737432,0.23228381,0.107349588,0.13295913,0.064374671,0.0,0.216844159,1.29e-05,0.000162644,0.000108591,1.27e-05,0.000260494,5.08e-05,0.0003179,0.000158718,0.000170289,0.0,0.0,0.00016838,0.0,0.000105977,0.000249548,0.0,9.81e-05,6.01e-05,0.0,0.000191277,0.000165178,0.0,0.0,0.0,0.0,1.46e-05,0.0,0.0,3.83e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
ENSG00000279602,0.000815678,0.0,0.025293182,0.033002273,0.0,0.0,0.0,0.0,0.226367275,0.0,0.001601798,0.0025899,0.000469111,0.0,0.000333049,0.002063492,0.007166919,0.005135559,0.002112183,0.0,0.002224295,0.00022605,0.0,0.001852201,0.001919154,0.001051471,0.001881282,0.0,0.001912772,0.001238836,0.000121375,0.000293896,0.0,0.000343869,0.0,0.0,0.0,0.000357827,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
ENSG00000279598,0.002823952,0.0,0.452833144,0.534631101,0.473779796,0.51169126,0.480136209,0.990049751,0.292497588,3.43e-05,0.000113358,0.000141169,1.53e-05,8.45e-05,0.0,0.000258888,0.000218921,0.000134439,0.0,0.000162641,0.000159961,0.0,8.67e-05,0.000399277,0.0,5.14e-05,0.0,0.0,3.19e-05,4.72e-05,0.0,0.0,5.77e-05,0.0,0.0,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000279584,0.000290988,0.0,0.020464981,0.088970817,0.031128405,0.062256809,0.0,0.0,0.216046086,0.0,0.0,0.0,5.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.78e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.73e-05,0.0,0.0,0.000212372,1.97e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
ENSG00000279570,0.000420533,0.0,0.000837307,0.011610098,0.0,0.0,0.0,0.0,0.240976442,0.0,0.00014293,0.0,3.31e-05,0.0,0.0,0.000315996,0.0,0.000107551,0.0,0.0,0.000136388,0.0,0.0,0.00016082,0.0,7.01e-05,0.0,0.0,0.000164711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
ENSG00000279561,0.002613035,0.0,0.076740995,0.084490811,0.0,0.0,0.0,0.0,0.235527655,3.86e-05,0.00095615,8.69e-05,2.04e-05,0.000288655,0.000107253,0.000104697,0.000675918,0.001613265,0.000937321,3.54e-05,4.88e-05,4.06e-05,0.000154149,0.001586016,3.15e-05,0.005346144,0.000541191,9.79e-05,0.001981845,0.000141581,0.000600315,0.000975201,0.000916992,0.000376006,0.00207442,0.001041969,0.004917708,0.000549521,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000279557,0.000721937,0.0,0.955578231,0.823156463,0.970238095,0.852040816,0.960034014,0.945273632,0.220146463,2.58e-05,4.44e-05,0.0,1.02e-05,0.000154888,2.82e-05,0.000125637,0.0001724,0.000259915,0.0,0.000134356,0.0,0.0,0.0,0.000393731,0.0,0.0,0.0,0.0,0.0,4.72e-05,2.95e-05,0.0,0.0,4.5e-05,0.0,0.0,0.0,0.000127796,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
ENSG00000279555,0.00132149,0.0,0.04305341,0.079191702,0.032904149,0.01669051,0.009537434,0.0,0.222064055,1.29e-05,0.00014293,0.000179175,3.57e-05,0.0,3.39e-05,0.000435922,0.00075254,0.0,2.57e-05,6.01e-05,0.000126285,0.0,4.82e-05,0.000371549,1.57e-05,0.000476667,9.45e-05,0.0,0.002042947,0.000106186,4.59e-05,1.6e-05,0.0,0.0,0.0,0.0,4.46e-06,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
ENSG00000279539,0.001387239,0.0,0.116701547,0.137918107,0.109190173,0.080527753,0.047315742,0.129353234,0.219373053,0.000193218,0.000182359,0.0,7.65e-06,0.000126727,0.000107253,0.0,0.000177873,0.00031369,0.00023112,0.000176784,4.71e-05,3.48e-05,5.78e-05,0.000171911,0.000162551,0.000224314,0.000652865,0.0,0.000162054,0.0,4.59e-05,0.00014962,0.000305664,7.71e-05,8.54e-05,0.0,0.000111462,5.11e-05,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0
ENSG00000279529,0.001724447,0.0,0.142118925,0.14054676,0.135493373,0.115979381,0.131443299,0.039800995,0.231588279,0.001107786,0.000266145,0.000287767,0.000122377,0.000274574,0.000327404,0.000456862,0.00070602,0.00051983,0.000365941,0.000784921,0.000134704,1.74e-05,0.0001686,0.001037011,0.0,0.000986046,0.000352203,0.0,0.00135488,0.000648914,0.000203385,0.00031527,0.001003501,0.000221747,0.000636969,0.000126848,0.0,0.000153355,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000279522,0.000996651,0.0,0.059460576,0.163417397,0.049436796,0.10387985,0.019399249,0.054726368,0.223598682,0.0,0.000842792,0.000135739,3.31e-05,0.0,0.0,0.000104697,3.01e-05,0.0,3.85e-05,0.00026164,3.54e-05,2.9e-05,9.15e-05,0.000598915,0.000146821,0.0,0.000249119,0.0,0.000140801,0.0,0.000147618,5.08e-05,0.000161483,3.86e-05,0.0,0.0,0.0,0.00029393,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0
ENSG00000279520,0.000829349,0.0,0.031003729,0.027558538,0.01715138,0.0,0.0,0.15920398,0.216694798,0.001163605,0.000305574,0.0,0.000293195,0.002935834,0.000406433,0.002897265,0.004364733,0.001676003,0.0,0.000735422,0.001060792,0.0,0.000452811,0.001369741,0.0,0.001121569,0.001340091,0.000564717,0.004091207,0.002831625,7.54e-05,0.000106871,0.002301131,0.000160686,0.002462459,0.0,0.000394576,0.000523962,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1
ENSG00000279519,0.00166,0.0,0.057884219,0.1022671,0.025983951,0.032862056,0.0,0.069651741,0.216253641,0.000330618,0.001552512,0.000347492,0.000109629,0.00152776,0.000993503,0.001741786,0.000851055,0.00135335,0.0002889,0.000456103,0.000915985,0.000730316,0.001343982,0.004331045,0.0,0.000808464,0.000566962,0.0,0.001450519,0.001109053,0.000554389,9.89e-05,0.001851286,0.0,0.001618048,0.0,0.000430244,0.001188498,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1
ENSG00000279518,0.001378776,0.0,0.024671854,0.08256476,0.0,0.011899314,0.0,0.0,0.235524884,0.0,0.000349931,1.09e-05,1.02e-05,0.000112646,2.26e-05,0.000276021,0.00022713,0.000286803,1.93e-05,1.06e-05,0.000197004,0.0,0.000260126,0.000310549,0.0,0.000775752,2.58e-05,0.0,0.001123754,0.000117984,1.31e-05,8.02e-06,0.000495983,0.0,0.00537641,0.0,0.0,1.28e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000279500,0.000974517,0.0,0.020732097,0.006620205,0.017902813,0.0,0.0,0.263681592,0.218507088,0.000382143,0.000857578,0.000933884,0.000260051,0.001239105,0.000112898,0.001203069,0.001157544,0.001317499,5.78e-05,0.000696529,0.000604483,0.0,0.000746657,0.001053647,0.0,0.001481405,0.000549781,0.0,0.001272525,0.000837689,0.0,0.0,0.001920493,0.0,0.002159838,0.0,0.0,7.67e-05,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
ENSG00000279495,0.001583835,0.0,0.0209064,0.0328076,0.0,0.0,0.0,0.0,0.235305968,0.000888805,0.000280931,0.001091341,0.000247303,0.00190794,0.001281393,0.00086423,0.00087842,0.00225857,0.001515122,0.000692993,0.000284562,0.000579616,0.000510617,0.000909464,0.000125846,0.001458039,0.00079031,0.001099315,0.000972326,0.002229904,0.000495342,0.00051031,0.002168484,0.001925024,0.0,0.00075203,0.0,0.000549521,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0
ENSG00000279481,0.001599458,0.0,0.060900126,0.138633914,0.010697306,0.041600634,0.0,0.0,0.245226457,0.0,5.42e-05,0.000211753,2.55e-05,8.45e-05,0.0,0.000237949,0.000139562,9.86e-05,0.0,0.0,0.000139755,0.0,2.89e-05,0.000232912,0.0,0.0,0.0,0.0,1.33e-05,7.08e-05,0.0,0.0,9.23e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,1
ENSG00000279456,0.001015529,0.0,0.174587585,0.214308543,0.145052243,0.10633067,0.107559926,0.0,0.233548545,0.000133106,0.000803363,0.00061354,0.000163169,0.000415382,0.000152412,0.000847098,0.000913994,0.001971768,0.0,0.0,0.000313186,0.0,0.000399823,0.000526824,0.0,0.0,0.000146036,0.0,0.0,0.000176977,8.53e-05,0.0,0.000432543,0.00021532,0.0,0.0,0.000474829,1.28e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
ENSG00000279453,0.00154087,0.0,0.201074774,0.182211175,0.0,0.0,0.179950698,0.0,0.216965533,0.0,0.001256795,0.001313953,0.000400274,0.002949915,0.00203781,0.000978446,0.000383111,0.001891105,0.0,0.000905134,0.00125948,0.0,0.001710085,0.007308985,0.000314615,0.0,0.000352203,0.000587305,0.000887314,0.002182711,0.001892796,0.000309927,0.007797316,0.002445648,0.000854173,0.002745361,0.001112392,0.001456869,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
ENSG00000279434,0.001273968,0.0,0.113039032,0.137723814,0.07312253,0.101284585,0.100296443,0.0,0.226058299,8.59e-05,0.00021193,0.0,2.55e-05,0.000246413,3.95e-05,0.000125637,0.000320172,0.000304728,0.0,0.0,0.000240783,4.64e-05,0.000139697,0.000332731,0.0,8.88e-05,0.000163216,0.0,0.00021253,0.000129783,0.0,1.34e-05,0.0,0.0,0.000143989,0.0,3.12e-05,0.000153355,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
ENSG00000279433,0.001423043,0.0,0.017756325,0.008702175,0.003994674,0.0,0.0,0.0,0.222362501,0.0,0.000207002,1.63e-05,0.0,0.0,0.0,2.28e-05,0.000131352,7.17e-05,0.0,0.0,0.00013302,0.0,0.0,3.33e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000561314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
ENSG00000279432,0.001988094,0.0,0.037885293,0.098714194,0.010573534,0.0,0.0,0.109452736,0.22871965,0.0,0.000468218,0.0,0.000112179,0.001189822,0.0,0.001130733,0.000405003,0.000609456,4.49e-05,0.000381853,0.000356965,0.0,0.00023604,0.000637734,0.0,0.000476667,0.000412336,0.0,0.000839494,0.0,0.0,0.0,0.000657466,3.54e-05,0.000522266,0.0,3.34e-05,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
ENSG00000279430,0.000255835,0.0,0.092432609,0.118917391,0.093478261,0.067391304,0.123913044,0.706467662,0.218041546,0.0,0.000241502,0.0,0.0,0.00114054,0.0,0.001073625,0.0,0.0,0.0,0.0,0.000154909,7.54e-05,0.000110794,0.0,0.0,0.0,0.000609913,0.0,0.0,0.0,2.95e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000279425,0.001380729,0.0,0.178752742,0.207800274,0.0,0.0,0.0,0.0,0.228439493,1.72e-05,0.000345003,0.000320344,7.14e-05,0.000352018,0.0,0.001231623,0.000254495,0.000224065,0.0,0.00018032,0.000158277,0.0,0.00010116,0.000610006,0.0,0.000369183,0.0,0.0,0.001445206,0.0,0.0,0.0,0.000271061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0
ENSG00000279423,0.000392541,0.0,0.156797015,0.192759701,0.152238806,0.168656716,0.155223881,0.0,0.21631793,0.039073067,0.030902379,0.086226836,0.008974303,0.176692153,0.064092215,0.014341653,0.026089883,0.116155053,0.141188857,0.009107912,0.013574767,0.091475007,0.037511079,0.039001586,0.0,0.014711243,0.094914526,0.0,0.011388965,0.060089432,0.024137252,0.008811538,0.005034805,0.005077692,0.002150076,0.015792621,0.003071895,0.012690096,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
ENSG00000279415,0.000592392,0.0,0.017794268,0.036444217,0.0,0.0,0.0,0.0,0.283252967,0.0,4.93e-05,0.000434365,3.57e-05,0.000112646,0.0,0.0,0.0,0.0,0.0,0.0,0.000239099,0.000475285,0.000486531,0.001846656,0.0,0.000457974,8.59e-05,0.00050448,6.64e-05,0.001651781,0.000583913,0.000117558,0.0,0.0,3.66e-05,0.001866483,0.000341074,0.001009585,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
ENSG00000279407,0.001905419,0.0,0.025131597,0.06938477,0.014028056,0.006680027,0.009352037,0.417910448,0.219695884,0.001176486,0.001616584,0.001275947,0.000609335,0.000844844,0.000406433,0.000740497,0.001663798,0.001846292,0.000725461,0.001046561,0.000127969,1.16e-05,0.000125246,0.000909464,0.000634475,0.002009477,0.001357272,0.0,0.003320785,0.0,0.000127936,0.000371378,0.00475221,0.000488487,0.001791323,0.000498333,0.001854729,0.001022364,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0
ENSG00000279369,0.001143121,0.0,0.027371366,0.047289632,0.020844761,0.014262205,0.0,0.0,0.216038882,0.0,0.000103501,0.001118489,0.000288096,0.003583548,0.002658749,0.000327418,6.84e-05,0.000116514,5.78e-05,1.41e-05,5.05e-06,0.0,9.63e-06,0.00584497,0.0,0.0,0.000386565,0.00135532,0.0,0.001085456,0.00208306,4.54e-05,0.000201854,0.000208892,0.0,0.0,0.005133944,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
ENSG00000279357,0.000287733,0.0,0.023825147,0.035212181,0.0,0.0,0.0,0.0,0.217969775,0.0,0.0,0.0,1.53e-05,0.0,0.0,0.0,0.000508991,0.00083352,0.0,0.00041721,0.0,0.0,0.0,0.0,0.000178282,0.0,0.0,0.0,0.000124862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000279356,0.001339066,0.0,0.063472222,0.107560734,0.038135593,0.027306968,0.017419962,0.0,0.217866413,2.15e-05,0.000157715,0.0,2.55e-05,0.0,1.13e-05,0.000178938,0.000164191,0.000259915,1.28e-05,6.36e-05,9.77e-05,0.0,0.00020232,0.000144183,0.0,0.000219641,4.3e-05,0.0,0.000281603,0.00015338,0.0,0.0,0.000467147,0.0,0.0,0.0,0.0,3.83e-05,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1
ENSG00000279355,0.001178274,0.0,0.015993074,0.017428343,0.0,0.0,0.017048482,0.0,0.247006603,0.000360674,0.000197144,0.002057803,0.000267699,0.002119151,9.03e-05,0.002352838,0.0,4.48e-05,0.0,0.001428415,0.001203914,0.0,0.001006783,0.001414106,0.0,2.8e-05,0.0,0.0,0.0,0.000884883,0.0,0.0,0.001810915,1.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1
ENSG00000279348,0.001333207,0.0,0.229104492,0.236067139,0.082742317,0.191962175,0.0,0.0,0.217362075,0.0,0.002454447,0.0,0.000390076,0.001105338,0.001016082,0.000582499,0.000380375,0.000788707,0.00025038,0.000169713,0.000387273,0.0,0.000679217,0.002151659,0.0,0.001616928,0.000695817,0.000180709,0.000528669,0.001592789,0.001089096,0.000138933,0.001712872,0.000488487,0.0,0.000135909,0.003025081,0.001750799,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
ENSG00000279344,0.001644376,0.0,0.164985345,0.253415735,0.166216737,0.197840339,0.181642885,0.0,0.229131711,0.0,3.45e-05,0.0,2.55e-06,5.63e-05,0.0,9.33e-05,6.57e-05,7.17e-05,0.0,0.0,2.36e-05,0.0,1.93e-05,6.1e-05,0.0,5.61e-05,0.0,0.0,0.000180651,4.72e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
ENSG00000279329,0.001169811,0.0,0.045073498,0.048418455,0.0,0.0,0.0,0.0,0.215953532,0.0,0.000768863,0.000781857,0.00020906,0.000366099,0.000349984,0.000220817,5.47e-05,0.0,0.0,0.0,0.000324973,0.000689743,0.000592508,0.001109102,0.002060731,0.000682288,0.001494717,0.000308712,0.000496789,0.000460139,0.00039693,0.000288552,0.001684036,0.001455819,0.0,0.000951363,0.001246146,0.000549521,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1
ENSG00000279320,0.001251835,0.0,0.050488442,0.083003015,0.004522613,0.0,0.0,0.0,0.218325859,0.0,5.42e-05,0.0,2.55e-06,0.0,1.13e-05,0.000188455,0.0,0.000161326,1.28e-05,2.12e-05,0.000122917,1.16e-05,0.000120429,2.22e-05,1.57e-05,0.0,0.0,0.0,4.78e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
ENSG00000279283,0.001088439,0.0,0.033752731,0.047688902,0.032777458,0.027027027,0.028752156,0.28358209,0.216460918,0.0,0.000517504,0.0,5.1e-05,0.000711077,4.52e-05,0.001007,0.001283423,0.000448129,3.21e-05,0.0,0.000126285,0.0,6.26e-05,0.000443641,6.29e-05,0.001836569,0.000240529,0.0,0.00159132,0.000330356,0.0,3.21e-05,0.00029413,0.0,0.0,0.0,0.0,2.56e-05,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1
ENSG00000279281,0.001305866,0.0,0.252165943,0.270942113,0.250844187,0.266280753,0.235407622,0.731343284,0.269255102,0.0,0.0,0.000130309,1.27e-05,0.00019713,0.0,0.000241756,0.000506254,0.000188214,0.0,0.0,0.000116182,0.0,0.0,0.000266185,0.0,0.000182255,1.72e-05,0.0,0.000770422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1
ENSG00000279277,0.001080627,0.0,0.18066242,0.226585408,0.181818182,0.171395483,0.097278518,0.0,0.217293352,0.0,2.46e-05,0.0,5.1e-06,5.63e-05,0.0,9.14e-05,0.0,0.0,0.0,8.13e-05,0.000139755,0.0,0.000105977,0.000177456,1.05e-05,0.000266373,0.0,0.0,0.000688067,0.0,0.0,0.0,0.0,1.93e-05,0.000151311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000279267,0.001285035,0.0,0.032947575,0.032268006,0.0,0.0,0.0,0.0,0.22130256,0.0,0.000433718,0.0,6.88e-05,0.0,0.000248376,0.0,8.21e-05,0.000546717,0.00017334,0.000604601,0.000139755,0.000312993,0.000342017,0.001364196,0.000125846,0.0,0.000111674,0.0,0.0,0.0,0.000505183,6.68e-05,0.000605561,0.0,0.0,0.000244636,0.000586291,0.000306709,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0
ENSG00000279259,0.000832604,0.0,0.035046062,0.025793462,0.0,0.0,0.0,0.0,0.215967111,0.001391173,0.000197144,0.0,0.00021161,0.000422422,0.0,0.000213202,0.000645816,0.000439166,0.000321,0.000325283,7.07e-05,0.0,8.19e-05,0.000776372,0.001069693,0.0,0.001237007,0.000662601,0.000741199,0.000495534,0.000223068,0.000162979,0.00096313,0.000298877,0.002176921,0.0,0.000891697,0.001469649,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0
ENSG00000279253,0.000906815,0.0,0.270501279,0.244979519,0.210958904,0.15890411,0.281506849,0.0,0.22634954,0.000128812,0.00038936,0.000184605,6.88e-05,0.000344978,0.000225796,0.000369297,0.000730648,0.000403316,0.00018618,0.000194462,0.000476514,0.0,0.000476897,0.002007475,0.0,0.000766405,0.000446697,0.000880958,0.002696478,0.001698975,0.000337882,0.000216414,0.001216889,0.0,0.0,0.0,0.000664314,0.000894569,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ENSG00000279246,0.001410023,0.0,0.154773399,0.184495298,0.143752799,0.13210927,0.166592029,0.0,0.22122303,0.000111637,0.000561861,0.000461513,0.000127476,0.000126727,7.34e-05,0.000108505,0.0020387,0.002966614,0.001271162,0.000102535,6.57e-05,4.64e-05,5.78e-05,0.000604461,0.001106398,0.000205621,0.000472468,0.0,0.000342705,0.0,5.25e-05,4.81e-05,0.000409474,6.75e-05,0.0,0.0,0.000135984,5.11e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1
ENSG00000279233,0.002212682,0.0,0.027127813,0.034511829,0.020484709,0.017311021,0.02423543,0.0,0.236140342,0.000218981,0.000492861,0.001020757,0.000193763,0.000725158,0.000129833,0.001014614,0.002077011,0.001451938,0.0,0.000194462,0.00076276,0.0,0.000650314,0.000698735,0.0,0.000743039,0.00052401,0.0,0.002715074,0.000873084,9.19e-05,5.08e-05,0.001245725,0.0,0.001488702,0.000163091,0.00044139,0.000638978,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
ENSG00000279227,0.000932204,0.0,0.025686458,0.05148966,0.013342228,0.00933956,0.0,0.248756219,0.215959906,0.00066553,0.00074422,0.000993609,0.000249853,0.000668835,0.000643519,6.85e-05,0.000738858,0.006013892,0.005591829,0.000265176,0.000245834,0.000370954,0.00026976,0.005551058,0.00054009,0.000387876,0.001786788,0.000436714,2.92e-05,0.000967472,0.001033329,0.000285881,0.0,0.000674883,0.000351431,0.001739635,0.0,0.001929712,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1
ENSG00000279220,0.040881557,0.0,0.227052723,0.107376047,0.211496483,0.050933786,0.286684453,0.0,0.220014282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,1,0,0
ENSG00000279207,0.003736626,0.0,0.274095058,0.321949371,0.175650078,0.205269502,0.052178405,0.0,0.215986231,0.0,0.002681163,0.00295911,0.001065699,0.000894127,0.000739482,0.000525391,0.000593823,0.001138248,0.000468661,0.001060704,0.000602799,0.000614393,0.000920074,0.004990961,0.0,0.009552027,0.001889872,0.000542128,0.00531857,0.002855221,0.001666448,0.002538193,0.002208855,0.000604181,0.0,0.001830241,0.0027063,0.001265176,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
ENSG00000279204,0.001412627,0.0,0.1280827,0.098781404,0.105945463,0.023692445,0.088064372,0.0,0.217782726,0.0,0.000182359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99e-05,0.0,0.0,0.00025771,0.0,0.0,3.54e-05,2.95e-05,0.0,3.46e-05,0.0,0.0,0.0,0.0,0.000178914,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1
ENSG00000279202,0.001083882,0.0,0.06382679,0.1007806,0.024249423,0.033487298,0.0,0.0,0.288616959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0
ENSG00000279199,0.001406117,0.0,0.173076336,0.175963628,0.162101482,0.128872923,0.137853615,0.0,0.217848401,0.0,8.87e-05,0.000304055,0.000114728,9.86e-05,0.0,0.000102794,0.000199765,0.000206139,3.85e-05,3.54e-05,0.0,0.0,2.89e-05,0.000316094,5.77e-05,0.000168235,0.000128855,3.01e-05,0.000382554,0.000176977,9.84e-06,8.02e-06,0.00029413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0
ENSG00000279198,0.001975725,0.0,0.146087041,0.170613153,0.141843972,0.125080593,0.13926499,0.0,0.218823546,0.000678411,0.000586504,0.001324813,0.000270249,0.000429463,0.000152412,0.000287442,0.000415949,0.000501905,0.00027606,0.000350032,4.04e-05,0.0,3.37e-05,0.000454732,0.000178282,0.000471993,0.000704407,0.000218357,0.002614122,0.0,9.51e-05,0.000283209,0.000519052,6.43e-05,0.0,0.0,0.0,0.000115016,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1
ENSG00000279196,0.002325952,0.0,0.24643956,0.333615385,0.27032967,0.334340659,0.296428571,0.0,0.216797605,0.0,5.91e-05,0.000260619,6.12e-05,0.0,0.0,0.0,0.000369429,0.000125476,0.0,0.0,4.55e-05,0.0,0.0,0.000471369,0.0,6.54e-05,0.000180397,0.0,0.000199247,0.000837689,0.0,5.34e-06,0.0003345,0.0,0.0,0.0,0.00011815,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
ENSG00000279191,0.002156046,0.0,0.022428529,0.018544244,0.017460787,0.0,0.0,0.019900498,0.258342286,0.000133106,0.000266145,0.000108591,5.1e-06,0.000901167,0.000186282,0.002282405,0.000788115,0.000367466,0.0,0.000395996,0.000415898,6.38e-05,0.0,0.000188547,3.15e-05,0.00024768,0.000300661,0.00017318,0.000799645,0.001345022,3.61e-05,2.94e-05,0.000657466,0.000115694,0.0,2.72e-05,0.0,0.000102236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1
