ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.MEL.5_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000274964,0.000839113,0.243151903,0,0,0.128806785,0.249011799,0.252656066,0.114306785,0.187315634,0.216076696,0.15920398,0.184079602,0.248756219,0.280385447,0,0.001015293,0.00114984,0.000505821,0,0.000402824,0.000211276,0.000999732,0.00059836,0.000595824,7.39E-05,0.000331616,0.00012198,0.000332354,0.000284562,0.000527451,0.000423908,0.001269922,0.000212919,0.000188769,0.000113483,0.000433683,0.000115047,0.001046797,0.00025771,0,0,0.0002205,0,0.001864153,0.000387088,0.000187898,0.000221758,0.001810915,0.000591326,0,0,0.00085623,0.000451692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000274956,0.004538634,0.336535041,0,0,0.093304305,0.130758488,0.162518199,0.078136099,0.089359284,0.057252451,0,0,0,0.41803556,0,0.000123215,1.47E-05,0,0,2.04E-05,3.82E-05,0,0,0,0,0,0,0,0,0,0,0,7.89E-06,0,0,0,0,0,1.72E-05,2.76E-05,0,0,0,0,0,0,0,0,0,0,0,0.000153355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
ENSG00000274925,0.001983537,0.492529349,0,0,0.123517662,0.141591201,0.186504089,0.00867052,0.004174695,0,0.179104478,0.407960199,0,0.215954364,0.002851046,0.000571719,0.003066241,0.002514004,0.001053335,0.000430869,0.000327981,0.000619553,0.00031047,0.000805219,0.00220289,0.002195832,0.000873121,0.002216872,0.000170063,0,0,0.001020374,0.001614633,0.000838975,0.001039457,0.00140851,0.001307476,0.002238464,0.00103943,0,0,0.003344695,0,0.000448341,0.00024275,0.001828725,0.000323286,0.002254993,0.000446708,0.001688822,0.000443969,0.000932907,0.00152851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274895,0.001665858,0.53094984,0,0,0.207318355,0.372345773,0.257851465,0.195734958,0.343107388,0.192307692,0.139303483,0.487562189,0.23880597,0.216846099,0,0,0,0,0,2.55E-06,1.21E-05,4.93E-05,1.13E-05,7.80E-05,0.001190382,0.000627381,0.00014766,0,2.19E-05,0,0,0.000404822,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000274828,0.001304564,0.511739594,0,0,0.01240367,0.013742154,0.093847465,0,0,0,0,0,0,0.216071303,0.003507989,0.000985722,0.00286723,0.00292923,0.001949212,0.000601686,0.000267616,0.002231797,0.001614442,0.000340743,0.001267004,0.006892225,0.004468327,0.002400727,0.000466412,0.000388343,0.000693668,0.00411477,0.000538211,0.002060731,0.001221754,0.002160739,0.000699757,0.002331928,0.002018727,0.001891978,0.002228748,0.000595085,0,0.002666446,0.001810786,0.001203856,0.000967185,0.002249226,0.00170649,0.003177524,0.004575602,0.003118211,0.002349941,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274712,0.001260949,0.550160085,0,0,0.400325848,0.213729541,0.323801428,0.421157685,0.126247505,0.25998004,0.373134328,0,0,0.227055336,0,0.000571719,0.006449425,0.004288152,0.002562752,0.000736811,0.000503038,0.002464129,0.001676536,0.001168805,0.001565284,0.007976697,0.005180948,0,0.000255937,0.000324585,0.000289028,0.0025953,0.003432327,0.00067118,0.001103442,0.001546675,0,0.003911471,0.001013659,0.001063374,0.000752955,0.004479075,9.13E-05,0.00082589,0.001463063,0.00136335,0.003524081,0.001407208,0.000475632,0.005613138,0.011189838,0.000728435,0.000278257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000274667,0.0003984,0.141053006,0,0,0.073814433,0.067460972,0.128069181,0.011782032,0,0,0,0,0,0.268033884,0,0.001113866,0,0.000400127,0,0.000132575,1.61E-05,0,0.000304825,0.000367393,0.000136825,0.001183061,0.00017976,0.001028883,0,5.22E-05,0,0,0.00013406,0,0.000144872,0,0.000142117,0.00084585,0.00079031,0.000731933,0,0.000855434,0,0.000507333,0,0.000345207,0.000243132,0.001378372,0,0,0,0.001469649,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274565,0.000706965,0.675382426,0,0,0.290279271,0.36937294,0.411880474,0.299219428,0.316565481,0.327840416,0.621890547,0.800995025,0.666666667,0.216001195,0,0.000586504,0,6.04E-05,0.000722131,0.000305942,0.000561391,0.000323857,0.000214506,0.00014848,0,0,0,3.89E-05,0.000493352,6.38E-05,0,0.003854131,0,0,4.83E-06,0,0.000115047,0.00046732,0.002998024,0.008120313,0,0.000241753,0.004195441,0.006123388,0.001728776,0.010246976,0.000109543,0.001389906,0,0,0.000552696,0.000345048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000274492,0.001611827,0.332621843,0,0,0.091076288,0.174928038,0.149743068,0.048761306,0.07510814,0,0.323383085,0.268656716,0,0.216503316,0,0,0,0,0,2.55E-06,0,0,0,0,1.09E-05,0,0,0,0,0,9.63E-06,0.000992647,0,0,1.57E-05,5.37E-05,2.03E-05,0,1.72E-05,0,0,0,6.15E-06,0.000117984,4.92E-05,3.28E-05,5.34E-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000274333,0.039824366,0.354500178,0,0,0.013742188,0.01640625,0.122115385,0,0,0,0,0,0,0.323512418,0.015113977,0.00921157,0.01775619,0.010524091,0.009268258,0.002791722,0.003243591,0.020473394,0.010115664,0.013675396,0.006772861,0.01597132,0.010682896,0.028267764,0.002236082,0,0.003078153,0.01338132,0.003966595,0.001447231,0.001201231,0.004686079,0.009764113,0.004042321,0.007001117,0.009169878,0.015985242,0.002646002,0,0,0.002660412,0,0.000753443,0.00684572,0.003997879,0,0,0.023348243,0.010560441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
ENSG00000274272,0.004166924,0.792422625,0,0,0.8732,0.95112,0.984510319,0.285518814,0.326795895,0.304903079,0.691542289,0.726368159,0.726368159,0.214596254,0,0.000138001,0,0,0,0.000293195,0.002213369,0.004555119,0.000756417,0.002933433,0.003218135,0.000618418,0.00027606,0,0.000330024,0,0.00020232,0.001319832,0.007048001,0.000267423,0.001210889,0,0.005987862,0.000518726,0.00156344,0.013022883,0.002718169,0.008801409,0,0.004648584,0.00039693,0.006176589,0.000590464,0.006995669,0.001108737,0.005078669,0.002111119,0.001648562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000274270,0.001679529,0.66826752,0,0,0.118774839,0.111910087,0.096730886,0.112958066,0.061579146,0.060823574,0.323383085,0.189054726,0.592039801,0.228042951,0.000124519,5.42E-05,0,1.51E-05,3.26E-05,1.27E-05,1.41E-05,0,0,5.33E-05,0.000161454,0.000134439,7.70E-05,0.00010607,5.05E-06,0,0,0.000244003,5.72E-05,0,0.00029578,0,0.000136703,0.000196275,0.000120265,0.000428112,0,0.000342705,1.85E-05,0.000200573,7.87E-05,0.000159495,0.00014962,0.00010381,5.14E-05,0.000239168,0.000235576,8.95E-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000274253,0.013551455,0.495553184,0,0,0.107219713,0.125738193,0.122537828,0.156058752,0,0.140758874,0,0,0,0.218316992,2.58E-05,0.000108429,0,0,0,0.000117278,2.01E-05,0,0,0,0,0.000672194,0.00026964,0,0,0,0,0.001192285,0,0,0,0,9.47E-06,0,0.000369384,0,0,0.000300199,0,0,0.000173862,2.62E-05,0.000256491,0,0,0,0,0.000230032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000274220,0.00162029,0.451440768,0,0,0.275283255,0.235125587,0.268051139,0.276604069,0.145539906,0,0.129353234,0,0,0.224503165,0.000618299,0.000335145,0.000405392,0.000203838,0.000667836,0.000219259,8.25E-05,0.000218251,0.000146767,5.71E-05,0.000623924,0.001676003,0.001162022,0.00054803,5.56E-05,8.11E-05,8.67E-05,0.000476914,0.000112374,0.000162551,0.00011469,0.000326222,0.000216559,0.001373922,0.000283481,0.000317631,0.000143062,0.000326765,0,0.000318558,0.000144338,0,0.00058512,0.000519052,0.00026674,0.000817566,0.000851696,0.000115016,7.24E-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000274104,0.000307263,0.511739594,0,0,0.036018553,0.035074212,0.03689342,0,0,0,0.039800995,0,0,0.216036665,0.009265899,0.001936943,0.002837747,0.005126153,0.004343648,0.000905079,0.000464807,0.001774173,0.001349132,0.000201781,0.001784204,0.008908806,0.008756893,0.00418271,0.000298032,0,0,0.002417843,0.001040936,0,0.002989194,0,0.002156118,0.002088922,0.007473585,0,0.001912507,0.001145007,0,0.002123718,0.00152539,0.001470408,0.002244297,0.001395673,0.001195507,0,0,0.001188498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000273987,0.000404259,0.253112771,0,0,0.009668605,0.017295058,0.045970592,0,0,0,0,0,0,0.23158911,0,0.000985722,0.000486471,0,0,0.000137674,7.85E-05,0,0,0.000357875,0,0,0,2.83E-05,0.000249202,0,0.000491348,0.001286559,0.000124203,0,4.71E-05,0,0,0,0.000369384,0.002016268,0,0.000496789,0,0,0.000806981,0.001590575,0,0,0,0,0,0.000357827,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273729,0.002225701,0.564923515,0,0,0.293339071,0.320983936,0.360185314,0.288869765,0.307228916,0.281985083,0.412935323,1,0.407960199,0.216118689,0.000218981,0.00032036,0.000442246,0.00069456,0.001009898,0.000244754,0.000833032,0.000542108,0.000163702,0.000399754,0.000311962,0.000259915,0.00011556,0,5.39E-05,3.48E-05,7.23E-05,0.000210729,0.000757044,0.000230718,0.000544478,0.000345411,0.000208438,0.000565458,0.000979297,0.007015509,0.000180709,0.002736327,0.000438927,0.000448341,7.22E-05,0.000779994,0.00022443,0.00046138,0,0.000563754,0,0.000166134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
ENSG00000273723,0.000590439,0.315368196,0,0,0.145856263,0.162298768,0.185180676,0.100616016,0,0,0,0,0,0.216067701,0,0.000906864,0.0070612,0.002113878,0.001487699,0.000828593,0.00020524,0,0.000762062,0.000451151,0.000383111,0.001971768,0.000674101,0.003235147,0.000116182,0,0.000332383,0.001236649,0.000780702,0.001048718,0,0.0036959,0.000457481,0.001364575,0.000927755,0,6.78E-05,0.000982952,0,0.00082589,0.000472379,0.001018143,0.000285881,0.001384139,0.000494914,0,0,0.000472843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273599,0.003489254,0.676093917,0,0,0.04520527,0.044058227,0.076641069,0.044591856,0.030956329,0.040169523,0,0,0,0.26170112,0,0,0,2.26E-05,2.71E-05,5.10E-06,1.81E-05,0.000154888,5.08E-05,0.000220817,0.000240813,9.86E-05,1.93E-05,0,7.41E-05,0,2.89E-05,0.00016082,5.13E-05,0,7.12E-05,1.15E-05,0,6.08E-05,6.01E-05,0.001215285,0,0.000305512,0.000420467,0.000389348,9.84E-06,0.000327728,1.60E-05,4.61E-05,0,0,0,1.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000273456,0.000393843,0.542867307,0.006604876,0,0.23878125,0.294541667,0.30570148,0.230654762,0.282738095,0.282738095,0.019900498,0,0,0.216317653,0,0.001084294,0.001194065,0,0.002160965,0.000887232,0.000120729,0.001506639,0.001857173,0.00061486,0.000875683,0.002617074,0.004089546,0,0,0.000185477,0.000293846,0.002212659,0.000942362,0.000372295,0.000228174,0.000211085,0.000207085,0.004682549,0,0,0.00084331,0.001686959,8.92E-05,0.001286029,0.002194594,0.000893606,0.003625608,0.000980432,0.000623463,0,0.001395332,0.00086901,0,0.000552983,0,0.001125879,0.001652108,0.601367889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273448,0.000826094,0.314834578,0.013853863,0.234930723,0.069426388,0.097980639,0.105294895,0.011976048,0,0.001497006,0,0,0,0.241865961,7.30E-05,0.00099065,0.004127632,0.000800254,0.000114021,9.69E-05,3.22E-05,0.000204171,0,0.000485416,0.000218921,0.000385391,7.70E-05,0.000243962,0.000255937,0,0.000274577,0.001159012,0.001092194,0,0.000178676,0,9.61E-05,0.000686961,0.000154626,0,0,0.000911223,0,0.000141581,4.26E-05,0.000972261,3.21E-05,0.000767044,0.000109267,0,0,2.56E-05,0.000146752,0.000202373,0,0.000396527,0.000504906,0.619514892,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273432,0.043728945,0.548025614,0.021921637,0.0954585,0.573288889,0.334711111,0.501510666,0.327527818,0.292694727,0.346879536,0.383084577,0.199004975,0.288557214,0.241640394,0.000283387,0.000345003,0.000508583,0.000422776,0.00024433,0.000112179,0.000195179,0.000302736,0.000254021,0.000458765,0.000714229,0.000860408,0.000436561,0,0.000242467,0.000144904,0.000375737,0.001103557,0.000270091,0.000251692,0.000327169,0.00021876,0.000263932,0.000387876,0.000618504,0.002637721,0,0.000866061,0.000430722,0.000743301,0.000305078,0.00197948,0.000109543,0.000536354,3.86E-05,0,0,6.39E-05,1.72E-05,0.000301328,0,0.000608371,0.000672606,0.605405162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273419,0.002620195,0.603521878,0.043941528,0.041396758,0.386796188,0.35945259,0.443530506,0.419599218,0.340420332,0.475073314,0.368159204,0.338308458,0.427860697,0.222634067,0,5.91E-05,0,0,0.00012488,1.27E-05,9.46E-05,0,1.13E-05,2.28E-05,8.76E-05,5.38E-05,1.93E-05,7.07E-06,1.01E-05,1.16E-05,9.63E-06,0.000981556,3.94E-06,0,0,0,1.22E-05,2.34E-05,6.01E-05,0.000690503,0,5.05E-05,1.74E-05,0,3.28E-05,0.000109243,1.07E-05,0,0,0,0,8.95E-05,5.15E-05,0.000301967,0.000352751,0.000684221,0.000947978,0.546924977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000273374,0.002143027,0.381714692,0.035939257,0.654969749,0.169669545,0.196960107,0.229318562,0.072045252,0.061625484,0.032450134,0.587064677,0.587064677,0,0.216910943,0,2.46E-05,0.000508583,0.000135892,5.97E-05,4.84E-05,3.62E-05,0,0,0,0,0.000161326,3.21E-05,0.000424282,6.74E-06,0,2.89E-05,3.33E-05,0.000305578,1.57E-05,0,0.000134327,0.000347848,0.000121503,0,0,0,0.000159398,3.08E-06,0,0,3.06E-05,5.34E-06,0.000622863,1.61E-05,0,0,0.000166134,0,4.76E-05,0,8.81E-05,0.000101805,0.644799837,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273373,0.001811027,0.247954465,0.030371511,0,0.111060021,0.216386802,0.224470366,0.088452088,0.101439101,0.157950158,0,0.278606965,0.248756219,0.221748151,0,0.000271074,0.006950638,0.001540111,0,0.000647578,0.000344078,0.000394261,7.90E-05,0.000574884,0.001256058,0.001738741,0.00010272,0.004858025,0.000154909,0,0,0.001070284,0.002393363,0,0.00134731,0.00517733,0.004424575,0.002149673,0.000163216,0,0,0.004022135,0,0,4.59E-05,0.000707893,5.88E-05,0.00584222,0.000183183,0.004693071,0,0.000971246,0.006678178,0.001369044,0.001013198,0.002062432,0.002748349,0.726781942,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273344,0.001424345,0.485236571,0.023886724,0.347415626,0.041317517,0.03902439,0.154951668,0.003547672,0,0,0.129353234,0,0,0.216049412,0.009257311,0.001355368,0.004945788,0.006100047,0.002850519,0.001414982,0.000720351,0.000612512,0.000688678,0.000277924,0.00244644,0.006838449,0.005437748,0.005865694,0.000400744,0.000527451,0.00057324,0.003183124,0.001242025,0,0.001843497,0.002183766,0.002930317,0.004682549,0.00444979,0.005910704,0.000993901,0.002539737,0.000282021,0.001533797,0.002142107,0.003436779,0.002161472,0.004100512,0.00146546,0.011394669,0.006704842,0.007361022,0.006476156,0.000740112,0.002122997,0.002258529,0.003558506,0.360835196,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000273343,0.000366502,0.431874778,0.006146355,0,0.010693651,0.013625397,0.027508066,0,0,0,0,0,0,0.216317376,0,0.00038936,0.000825526,0.000664362,0.000950173,0.000150422,0.000223349,0.001267267,0.00028789,0.000845194,0,0.000681156,0,0.005048951,0.00049672,0,0.000698485,0.001192285,0.001155281,0.000367051,0.000735226,0.001043909,0.007449636,0.001401961,0.000377974,0.000897654,0,0.001293778,0,0.001404014,0,0,4.01E-05,0,0,0.005657067,0.000163091,0.000638978,0,0.00023618,0,0.000356603,0.000460533,0.725976452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273329,0.004566626,0.451440768,0.076583806,0.146607437,0.057708557,0.086234538,0.094549881,0.039254448,0.023580909,0.007766168,0.547263682,0.572139304,0.562189055,0.215971821,0.000961799,0.001212438,0.001297256,0.000943695,0.000760138,0.000257501,0.000211276,0.000556189,0.000203216,0.000592017,0.001329944,0.001613265,0.000378781,0.00130113,0.000316554,5.22E-05,0.000279394,0.00243448,0.000530325,0.000398513,0.0011131,0.001803814,0.001058433,0.002570262,0.000970707,0.003811576,0.000128002,0.0022847,0,0.000448341,0.000410051,0.001494442,0.000317942,0.001384139,0.000205679,0.001564357,0.000253697,0.00028115,0.000707079,0.00012778,0.000197265,0.000288249,0.000320881,0.549309064,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
ENSG00000273314,0.001386588,0.4811455,0.023253529,0.050940443,0.046056441,0.103812472,0.081655894,0.030496131,0.077378243,0.021847975,0.189054726,0.726368159,0.517412935,0.216156653,0.00097468,0.001429297,0.000184269,0.000135892,0.001547424,0.000282996,0.000106644,0.001640406,0.001010437,0.000106601,7.94E-05,0.00031369,0.00019902,0.000756636,5.05E-05,0.000695539,0.00047208,0.003277398,8.08E-05,0.000639718,0.000170225,0.000671633,0.000146177,0.002149673,0.001589211,0.001339575,0.000760485,9.83E-05,0,0.001533797,0.001650046,0.000209746,0.000737412,0.000622863,0.001012325,0,0.003225573,0.002376997,0,0.000410834,0.000944499,0.001084103,0.001313574,0.458606749,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273306,0.000363247,0.415688367,0.00609177,0,0.0009744,0.0339408,0.064221538,0,0,0,0,0,0,0.239452345,0,0.002119302,0.002461838,0.002506455,0.00369753,0.000724063,0.002044348,0.007469832,0.002184577,0.00786183,0.006523839,0.009464486,0.002401084,0.002669439,0.004079839,0,0.003579136,0.002794938,0.004029682,0,0.001831424,0.002383337,0.003816856,0.003593693,0.002766085,0.022538012,0,0.008610132,0,0.005686846,0.000492061,0,0.00026985,0.005721108,0.000642746,0,0,0.004230032,0,0.000419377,0.000585173,0.000803793,0.001035188,0.629639811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273301,0.003302423,0.193169691,0.055382701,0.00925136,0.42414786,0.501077821,0.448783895,0.42996109,0.487937743,0.396108949,0.711442786,0.825870647,0.656716418,0.22827877,0,1.97E-05,0,0,0,0,0,0,0,0,8.21E-06,0,0,0,0,0,0,0.00027173,0,0.001247975,0,0.002717235,0,0.000121503,0,0,0,0.000138145,0,0,1.31E-05,0,6.15E-05,0,0,0,0,0.000102236,0,0.000333731,0,0.00016296,7.48E-05,0.967926478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000273270,0.004547748,0.549982213,0.076267208,0.316333285,0.083023961,0.113824472,0.125343458,0.047497519,0.035020559,0.024528569,0.154228856,0.139303483,0.248756219,0.220774114,0.000339206,0.000266145,0.000169528,0.00017364,0.000347492,0.00010708,0.000116705,0.000528028,0.000496751,0.000159902,0.000112197,0.00027784,0.00020544,0.000233355,0.000104395,0.000173885,0.000226406,0.003837494,7.10E-05,0.000246449,0.000205235,0,9.47E-05,0.001532811,0.000360794,0.000510972,0.000783074,0.000435687,5.74E-05,0.000991069,0.001210471,0.000550584,0.000617182,0.000507518,0.000392075,0.000722386,0.002482604,0.000715655,0.000337339,0.000419613,0.000897949,0.001015194,0.001426029,0.510576771,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000273247,0.027367208,0.363927428,0.086092643,0.362135754,0.079288499,0.150807906,0.183505073,0.031572327,0.041006289,0.00591195,0.129353234,0,0,0.216099568,0.00114643,0.000468218,0.001503637,0.000558668,0.001780896,0.000374779,0.001042295,0.000696997,0.000536266,0.000517777,0.001080921,0.002007618,0,0.001184453,0.000114498,9.27E-05,0.000327566,0.001031465,0.000559897,0,0.00028733,0.000970989,0.000560347,0.001775817,0.000876213,0.002085319,0,0.001673676,0.000146651,0,0.000433014,0.000742851,0.000873673,0,0.000311732,0.000722386,0,0.00086901,0.000303034,0.000967062,0.000941925,0.002422674,0.003134692,0.490247351,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
ENSG00000273226,0.000311169,0.225186766,0.005218398,0.199623655,0.219504587,0.118077064,0.124931981,0.225688073,0,0,0,0,0,0.217279774,0.000287681,0.001286367,0.003066241,0.001774147,0.000276908,5.35E-05,4.63E-05,0.000598431,0.000750772,0.000611053,0.000342064,0.002097244,0.000738301,0.000487924,0.000533763,0.000510062,0.000582874,0.001818928,0,0.000367051,0,0.000836663,0,0.000574804,0.000678636,0,0.000195768,0.000656187,0,0,0.000410051,0.000721003,8.82E-05,0,0,0,0,0.000485623,0,0.001674382,0.002388433,0.003012175,0.004478827,0.657506585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000273204,0.000235004,0.587691213,0.003941091,0,0.063109813,0.085376168,0.082693038,0.070093458,0.046728972,0.081775701,0.39800995,0.606965174,0.47761194,0.216245328,0,0.000399217,0,0.002023283,0.00110763,9.43E-05,9.05E-05,0.001274307,0,0.001085047,0.000985143,0.002455747,0,0,0.00011955,0,0.000178234,0.000737553,0.00049681,0,0,0.000610226,0.000646971,0.000616863,0.003917189,0.004640179,0,0.00111844,0.000198953,0,0.000974282,0,0.001803453,0.00272214,0.001156942,0,0,0.006875399,0,9.18E-05,0,0.00021375,0.000277136,0.532359005,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273203,0.001814282,0.365884027,0.030426096,0.200254213,0.129060617,0.119742116,0.256686796,0,0,0,0,0,0,0.219905378,0.000360674,0.000660434,0.003773835,0.00137402,2.71E-05,5.10E-06,8.05E-06,0,0,0,0,0,0,0.000756636,8.42E-05,3.48E-05,9.15E-05,0,0.001547603,0,3.62E-06,0,0.000527863,0,0.00025771,0,0,0,0,0,0,0,0,0.0019897,0.000224961,0.002059777,0,0,0,0.000289236,0,0.000274634,0.000267185,0.858691918,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
