ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,GM12878_cell,GM12878_cytosol,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,GM12878_nucleus,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000273387,0.000873615,0.648879402,0.014650815,0.118059823,0.176213627,0.245689851,0.216170149,0.161816891,0.202980838,0.112136267,0.487562189,0.253731343,0.313432836,0.221341355,0.000343499,5.91e-05,0.000302202,0.0,0.001292235,0.000239655,0.000499014,0.001401034,0.0,0.0,0.0,0.0,0.0,0.000166177,0.0,0.0,2.41e-05,0.001053647,0.000512582,0.0,0.000719531,0.0,0.000182722,0.0,0.000154626,0.000386682,0.000293653,0.000321452,0.000121012,0.000684309,0.000121375,0.000561508,0.000122902,0.0,0.0,0.003814493,0.0,0.003234633,0.0,0.000106292,0.000165159,0.000266292,0.000424597,0.490222459,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000273237,0.000875568,0.337068659,0.014683566,0.604473219,0.061996459,0.065201133,0.08266746,0.016997167,0.025495751,0.0,0.0,0.228855721,0.0,0.222240573,0.0,0.002168588,0.003014646,0.001230579,0.000418076,0.000114728,6.24e-05,0.000865965,0.000304825,0.000927049,0.00104261,0.001523639,6.42e-05,0.0,0.000345178,0.0,0.000260126,0.000709826,0.002139044,0.0,0.001401637,0.0,0.000150238,0.003140392,0.001761017,0.003535374,0.0,0.001506308,0.0,0.000247767,7.22e-05,0.000391089,0.00049428,0.000645931,8.36e-05,0.001371558,0.000225863,0.0,0.0,0.000575451,0.0,0.000872229,0.000530245,0.724590249,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272902,0.002398862,0.472785486,0.026288497,0.392181764,0.045850399,0.101588962,0.15607022,0.018982229,0.026655897,0.0,0.069651741,0.12437811,0.12437811,0.243993878,3.43e-05,0.00035486,6.63e-05,1.51e-05,0.0,3.31e-05,1.61e-05,0.00019009,0.000355629,0.00012183,6.57e-05,0.000466054,0.000462241,6.01e-05,3.7e-05,0.000104331,9.63e-05,0.001048102,2.17e-05,0.000188769,5.31e-05,0.000157354,8.12e-06,0.00049536,0.000549781,0.000455732,0.0,9.56e-05,0.0,0.000165178,0.000488781,0.000107058,0.00019504,0.00039794,0.000401716,4.15e-05,0.0,0.0,0.000586291,0.000110291,0.0,0.000199833,0.000286093,0.654451871,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272763,0.007182265,0.551760939,0.016681405,0.108026007,0.152739234,0.060055024,0.059553369,0.10678392,0.088567839,0.036432161,0.059701493,0.059701493,0.0,0.216600027,0.0,0.002439662,0.000250606,0.000702109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000230662,0.000419487,0.0,0.0,0.0,0.0,0.010548922,0.013630526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007670437,0.007751514,0.0,0.0,0.0,0.0,0.001955662,0.0,0.000917015,0.0,0.972520019,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000272463,0.001787592,0.327463536,0.029978493,0.0,0.157460007,0.127465695,0.123837753,0.148595805,0.081763242,0.048702453,0.0,0.004975124,0.004975124,0.220238463,0.0,0.0,0.00067074,0.000460523,0.0,2.55e-06,2.01e-06,8.45e-05,0.000118543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000112374,0.0,0.0,0.0,0.0,0.0,1.72e-05,0.0,0.000128002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000467439,0.000128303,0.000604572,0.000492186,0.777253689,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272323,0.001081929,0.45962291,0.016342973,0.042420172,0.001126316,0.002231579,0.003461374,0.01215611,0.013435701,0.0,0.034825871,0.0,0.0,0.216072135,0.0,0.000867435,0.0,0.0,0.000190035,4.84e-05,2.01e-06,0.0,0.0,0.0,0.000161454,0.000430204,0.00030816,0.000123749,4.21e-05,0.000179681,0.000105977,0.000892827,0.0,0.0,0.0,0.0,0.0,0.000887909,0.000618504,0.000331441,0.0,0.00026035,0.0,0.0,0.000547828,0.000117982,0.000414126,0.0,0.0,0.0,0.001026389,0.0,0.00070667,0.00037163,0.0,0.00065224,0.000562837,0.667903631,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000272221,0.000741466,0.417111348,0.012434634,0.157618039,0.011252902,0.021936982,0.057251578,0.0,0.0,0.0,0.0,0.0,0.0,0.217137063,0.002194103,0.000468218,0.00124566,0.000958794,0.000879589,0.000305942,0.000142863,0.00210507,0.002105548,0.000525391,0.001841671,0.00635447,0.002799124,0.002121408,0.000565756,0.000886813,0.000814097,0.000399277,0.000465267,0.0,0.00094529,0.002717235,0.000703817,0.000934641,0.000549781,0.0,0.000527069,0.000425061,0.0,0.00135682,0.000433014,0.000334283,0.000275194,0.0,6.43e-06,0.0,0.0,0.000806393,0.0,0.000796857,0.000689909,0.00170402,0.002023489,0.577111273,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000272189,0.00118869,0.417467094,0.019934715,0.019356807,0.053079239,0.131798204,0.098239887,0.039091389,0.041732699,0.019545695,0.039800995,0.134328358,0.129353234,0.215992605,0.0,0.000611148,0.0,0.0,0.0,8.41e-05,3.62e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09e-05,0.000417324,0.000433543,0.00032164,0.0,0.0006135,0.000397191,0.000924934,9.47e-06,0.002663726,0.001005068,0.000607642,0.0,0.000374585,0.0,0.0,8.53e-05,0.0,0.001466808,0.0,1.29e-05,0.0,0.0,0.000534575,4.68e-05,0.000305729,0.0,0.000389459,0.000307201,0.781872444,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000272168,0.35782169,0.352899324,0.121103942,0.078391605,0.052449495,0.013247475,0.134226569,0.300628366,0.276122083,0.298833034,0.258706468,0.104477612,0.0,0.236105149,1.29e-05,0.001986229,0.000633886,0.0,0.004039592,0.001279858,0.001839108,0.00475929,0.002370859,0.007109911,0.0,0.0,0.0,1.77e-05,3.54e-05,0.0,0.000139697,0.016192895,0.000364722,0.0,0.0,0.0,4.06e-06,0.0,0.000386565,0.000331441,9.04e-05,0.000111578,0.0,0.000247767,0.001033329,0.00182654,9.08e-05,5.77e-05,9.64e-05,0.002828533,0.007630729,0.005807843,0.006712247,0.001130906,0.0,0.001514383,0.001287848,0.766426097,0,0,0,1,0,0,0,0,0,0,1,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
ENSG00000272163,0.001617686,0.624866596,0.027129117,0.0,0.454126176,0.589839342,0.528647411,0.47531348,0.572884013,0.501959248,1.0,1.0,1.0,0.216421292,0.0,0.000118287,0.0,0.0,0.008448395,0.001328299,0.000704254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85e-05,0.0,1.93e-05,0.000820736,0.0,0.0,0.0,0.0,0.0,0.0,0.000300661,0.000248581,0.0,0.0,3.08e-06,4.72e-05,0.000124656,1.09e-05,0.0,0.000265293,6.11e-05,0.0,0.0,0.003379603,0.001208249,0.004046692,0.0,0.001642071,0.000302561,0.987469657,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000271122,0.00268985,0.443970117,0.045109663,0.540961957,0.059704692,0.068226006,0.103888608,0.012145749,0.010478685,0.0,0.114427861,0.069651741,0.0,0.216047749,0.003052852,0.00276495,0.001923771,0.003193465,0.002019796,0.000448715,0.000356151,0.002316282,0.001987005,0.000277924,0.000503518,0.003083128,0.002471704,0.001866839,0.000939558,0.00282273,0.001984662,0.017623637,0.000512582,0.003277244,0.000960985,0.002202956,0.000438532,0.006505098,0.003642299,0.002706771,0.00304194,0.000369271,0.000143574,0.007055464,0.006842934,0.001162344,0.00212941,0.00255489,0.003390484,0.002533233,0.000929182,0.008725355,0.002445478,0.000725566,0.001872799,0.002068744,0.003184739,0.408295229,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000270696,0.001092996,0.324261829,0.018329894,0.0,0.11172394,0.14772394,0.26065876,0.063001145,0.021191294,0.0,0.0,0.0,0.0,0.219739113,0.003885838,0.012922813,0.013127345,0.00621329,0.007297328,0.002031966,0.000400419,0.005568932,0.005001383,0.000965121,0.001113759,0.010647546,0.005938509,0.004992381,0.000902515,0.004723871,0.004378781,0.00731453,0.001050793,0.003686244,0.000305439,0.006355566,0.000563054,0.007065883,0.006348252,0.004363978,0.001272495,0.001107814,0.0,0.005285699,0.004110353,0.0,0.001929027,0.00385252,0.004129642,0.001230009,0.000909169,0.009803566,0.001716516,0.003053194,0.021143924,0.009767709,0.014766084,0.3258844,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270246,0.000288384,0.33582355,0.004836297,0.0,0.220145098,0.232196078,0.312370231,0.22745098,0.276470588,0.237254902,0.303482587,0.422885572,0.472636816,0.227487902,0.0,0.002937451,0.00325051,0.001940238,0.015827166,0.007436944,0.007571733,0.0,0.0,0.001220202,0.001228693,0.004714318,0.002202063,0.0,0.000663416,0.001825791,0.002273691,0.000648825,0.000526382,0.0,0.0,0.0,0.0,0.0,0.002250666,0.001090994,0.000534598,0.0,0.0,0.005391885,0.000820102,0.0,0.0,0.002110812,0.0,0.0,0.0,0.00090606,0.0,0.001338091,0.0,0.001265553,0.001092198,0.859574484,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269983,0.000423137,0.200462469,0.007096147,0.046920911,0.017722455,0.107627615,0.120613563,0.0,0.061366806,0.0,0.0,0.0,0.0,0.318787439,0.0,0.007728059,0.009965284,0.002295067,0.0,0.001180427,0.000100608,0.001591124,0.001541058,0.001159287,0.000930413,0.004069012,0.0,0.004967631,0.001062476,0.003106742,0.0,0.006233156,0.001403686,0.001310898,0.0,0.0,0.000461542,0.004004935,0.004011683,0.004529699,0.0,0.00529466,0.0,0.005509869,0.004333421,0.0,0.000662602,0.025877631,0.009737599,0.007682677,0.010123796,0.006550812,0.006883899,0.001378663,0.001549737,0.002803328,0.004422528,0.601993688,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000269973,0.00205905,0.383849164,0.034530945,0.223564339,0.063513622,0.083437461,0.134476695,0.019814241,0.016408669,0.0,0.0,0.0,0.0,0.216487243,0.000287681,0.001261724,0.000560179,0.000415226,0.000477801,8.41e-05,0.000126766,0.00095045,0.000937054,0.000361682,0.00035301,0.001138248,0.000571381,0.00028639,0.000378854,0.000782482,0.000558788,0.001269922,0.000116317,0.000456192,0.0,0.000441359,6.63e-05,0.000532745,0.000876213,0.00484733,0.000542128,0.000544609,0.000167161,0.000920278,0.000387088,0.000589911,0.000154963,0.000813182,0.000472418,0.000539349,0.0,0.001032908,0.00070444,0.000420141,0.001248399,0.001254825,0.002051202,0.376213304,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000269951,0.000393192,0.29544646,0.006593958,0.0,0.059824143,0.10642921,0.143202206,0.04023845,0.074515648,0.0,0.019900498,0.208955224,0.0,0.220287788,0.000845867,0.002612163,0.001820581,0.001064488,0.00036921,0.000181016,6.44e-05,0.001668568,0.001016082,0.002733556,0.000812743,0.002151019,0.000712621,0.001845625,0.000343494,0.0,0.000419091,0.001763473,0.000800416,0.000487654,0.00044186,0.001519809,0.000783674,0.000486013,0.004355296,0.008078883,0.0,0.000735886,0.0,0.001439409,0.001249836,0.002383678,0.000101528,0.000836251,0.00021532,0.001810847,0.002681762,0.000172151,0.0,0.000539148,0.0,0.001109147,0.001560079,0.596344422,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000269893,0.000681576,0.440946282,0.009334163,0.0,0.048582915,0.098241206,0.077790453,0.17155266,0.163952226,0.15092291,0.094527363,0.0,0.0,0.216008123,0.19358343,0.161180303,0.462751804,0.311185432,0.207729521,0.057060763,0.018262304,0.11757417,0.095822208,0.015731274,0.037397141,0.214187766,0.229027433,0.213947552,0.076621159,0.314395345,0.242364831,0.218931269,0.047451285,0.0,0.051696392,0.143023269,0.0536945,0.127008309,0.276075938,0.0,0.736578571,0.055170197,0.030003918,0.346921198,0.45432686,0.181972314,0.106670906,0.138927177,0.173910948,0.087899295,0.053174944,0.093224485,0.031710965,0.059647155,0.191549124,0.155849752,0.188928285,0.464746867,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269559,0.001168509,0.466915688,0.0,0.0,0.060922664,0.049844253,0.06908789,0.026852846,0.0,0.0,0.069651741,0.0,0.0,0.228196746,5.15e-05,0.0,0.0,4.53e-05,2.71e-05,1.53e-05,2.01e-06,4.22e-05,0.0,6.66e-05,0.0,6.27e-05,1.93e-05,0.000116677,1.01e-05,0.0,2.89e-05,0.00011091,2.17e-05,3.15e-05,0.0,8.06e-05,3.11e-05,0.00013085,0.000163216,0.000138101,0.0,2.39e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000234602,0.0,0.0,0.0,0.0,2.35e-05,0.0,3.08e-05,3.03e-05,0.773079168,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000268996,0.001174368,0.703308431,0.0,0.0,0.017399786,0.018906467,0.074614044,0.0,0.0,0.0,0.0,0.0,0.0,0.215979026,0.0,0.001069508,0.0,0.000905948,0.000385499,0.000117278,5.23e-05,0.001731931,0.00142816,8e-05,0.000175137,0.001541564,0.001502282,0.000392461,4.38e-05,0.000168089,0.000115611,0.002695119,0.000124203,0.0,0.000771444,0.0,0.000106926,0.002486144,0.004570054,0.001905788,0.00185227,0.00025238,3.59e-05,0.002654648,0.00152539,0.000214116,0.002821402,0.000720906,0.002223901,0.000363634,0.000223004,0.003207451,0.0,5.46e-05,0.0,0.000151206,0.000256386,0.427562814,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268001,0.001599458,0.307008182,0.020753502,0.480584341,0.046106602,0.135155844,0.153643646,0.0,0.0,0.0,0.0,0.0,0.0,0.216023918,0.006384797,0.000300645,0.009405105,0.006341633,0.000157457,3.57e-05,8.05e-06,0.009208803,0.007332727,0.000702425,0.000131352,0.001308537,0.001162022,0.005144415,0.000131336,0.000654966,0.000688851,0.000305003,0.000427809,0.004388886,0.000486529,0.004448129,0.00066592,0.001023431,0.000438107,0.0,0.000150591,0.000175337,1.23e-05,0.000389348,0.000475659,0.0,0.000504967,0.001851286,0.002256038,0.0,0.0,0.001295665,4.24e-05,0.008649413,0.002807476,0.007062501,0.006359817,0.890188406,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000267546,0.007777912,0.467982924,0.015567856,0.181060623,0.065661017,0.048661017,0.115565873,0.014784946,0.028225806,0.0,0.248756219,0.0,0.0,0.214153712,0.001133548,0.000916721,0.001459413,0.0,0.0,0.000181016,4.83e-05,0.000176009,0.000118543,9.52e-05,0.001121969,0.002518485,0.001341782,0.001435486,0.000235732,0.000179681,0.000520251,0.001935384,0.00018729,0.000288398,0.000439445,0.000882718,0.000743069,0.000972026,0.000463878,0.0,6.78e-05,0.001798537,0.0,0.0,0.000170581,0.0,0.000141604,0.002070441,0.0,0.0018743,0.0,0.0,0.0,0.000487841,0.0,0.00086422,0.001107062,0.664009508,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000267520,0.003667623,0.300426894,0.061507222,0.414103394,0.13202368,0.21057183,0.202548427,0.038063498,0.068759867,0.060691107,0.149253731,0.273631841,0.0,0.228248842,0.0,0.000842792,0.006530504,0.001275876,0.0,0.00010708,0.0,0.0,0.000767707,0.000382622,0.0,0.0,0.0,0.000654101,0.0,0.000909997,0.0,0.00048246,0.000786616,0.0,0.0,0.001109154,0.0,0.002724477,0.000704407,0.0,0.0,0.000932476,0.0,0.000578123,0.000259152,0.0,0.000678633,0.000709371,0.000472418,0.001025008,0.000457443,0.001920847,0.000519413,0.00137114,0.001609713,0.002865557,0.002313073,0.588602533,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
ENSG00000267296,0.001386588,0.726254002,0.023253529,0.050940443,0.060702777,0.096289941,0.09387746,0.058716432,0.06827492,0.060992262,0.014925373,0.0,0.0,0.216029737,1.29e-05,0.000542147,0.0,0.0,0.000803575,0.00031869,0.000167009,0.0,1.13e-05,0.0,0.000654026,0.002195832,0.001739823,0.0,6.06e-05,0.000191273,0.000211954,0.000138638,3.94e-06,0.0,1.93e-05,7.68e-06,0.0,0.00059817,0.001700885,0.001684827,0.000188239,0.000294886,6.15e-06,0.000141581,1.97e-05,1.97e-05,0.000480921,0.0,0.000224961,0.0,0.0,0.0,0.0,0.001284585,0.0,0.001875539,0.002218637,0.737781369,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266962,0.001461451,0.752401281,0.024487167,0.129056092,0.217502163,0.145737889,0.246123983,0.235726644,0.10899654,0.242647059,0.348258707,0.0,0.164179105,0.217482341,0.0,0.004504749,0.0,0.013060744,0.011972179,0.002450087,0.001482957,0.016016841,0.009156031,0.001300152,0.0093616,0.012825454,0.012538279,0.002400727,0.001608026,0.0,0.004142742,0.01477879,0.003599902,0.0,0.003210124,0.0,0.0,0.001383268,0.021630444,0.03173551,0.021933589,0.001001549,0.0,0.016317236,0.004497441,0.003670559,0.003318354,0.008858489,0.007613324,0.003755921,0.004451497,0.021419252,0.006317671,0.000722532,0.00294423,0.002287708,0.003305458,0.333685616,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000266801,0.002498462,0.337068659,0.006255527,0.0,0.276116487,0.261326165,0.230063593,0.211267606,0.258215962,0.136150235,0.0,0.129353234,0.0,0.240948177,0.0,0.0,0.000250606,0.0,0.0,1.02e-05,8.05e-06,7.74e-05,9.03e-05,9.52e-05,0.0,0.0,0.0,0.00010607,6.4e-05,0.0,0.0,0.0,0.0,3.15e-05,0.0,0.000299356,4.33e-05,0.00011683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000299897,0.0,0.0,0.0,0.0,0.0,0.000228157,0.0,0.000189254,0.0,0.887118601,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265688,0.00185985,0.791533262,0.019945633,0.168367637,0.005588097,0.033467502,0.055057806,0.0,0.0,0.0,0.253731343,0.417910448,0.417910448,0.215980412,0.0,0.003178953,0.000633886,0.002136526,0.004517394,0.000670523,0.000412491,0.001802335,0.00117414,0.000171323,0.001075448,0.002939727,0.002664304,0.000636422,0.000165012,0.001008532,0.0,0.006748888,0.000565812,0.0,0.00020765,0.0,0.000468309,0.000261699,0.017833519,0.018864537,0.005353513,0.000140801,0.0,0.006241372,0.001377772,0.000847724,0.000641228,0.002906692,0.004528144,0.0,0.001120736,0.011724413,0.001830208,0.00110401,0.0,0.001132845,0.001065369,0.840549578,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263753,0.005608195,0.371220206,0.075448422,0.161854066,0.096244338,0.156982841,0.27071956,0.014287863,0.004361558,0.01248308,0.0,0.0,0.0,0.227122396,0.036114677,0.007151412,0.017019112,0.026823597,0.021370747,0.004183759,0.003316029,0.020804292,0.011950257,0.002891554,0.01586902,0.029388304,0.026964042,0.01309616,0.005019397,0.013221042,0.011985048,0.014202056,0.003528929,0.0,0.006406967,0.01015509,0.005834917,0.001696373,0.025169659,0.02680532,0.068677057,0.000696037,0.003288873,0.029743856,0.006921664,0.007725652,0.001632459,0.024222431,0.016332171,0.014103619,0.01271121,0.037030661,0.011538556,0.00630294,0.039190996,0.020992071,0.031400383,0.294777183,0,1,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0
ENSG00000263731,0.001701662,0.403059409,0.028537429,0.045072642,0.069471093,0.089616188,0.208559434,0.007459903,0.008205893,0.016784782,0.0,0.0,0.0,0.217815702,0.007067502,0.004992681,0.004444575,0.007202283,0.009919805,0.001486369,0.000758582,0.007420549,0.004707848,0.001121215,0.001606331,0.004561954,0.003004565,0.002984114,0.001717472,0.003784893,0.001878685,0.003848585,0.001048821,0.0,0.000876476,0.002245173,0.001404928,0.006061144,0.008753544,0.0,0.00303441,0.004258575,0.000585577,0.005297498,0.002821152,0.002003513,0.001095431,0.007330169,0.003364774,0.003873065,0.004197044,0.016753044,0.003535578,0.000526428,0.000925497,0.001202922,0.001541054,0.542382485,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262468,0.005140791,0.52223408,0.024039564,0.116545998,0.026788732,0.013795775,0.00597028,0.015004413,0.0,0.0,0.0,0.0,0.0,0.216889882,0.003250364,0.000675219,0.001068762,0.003125519,0.001069623,0.000374779,0.000245483,0.000528028,0.000604004,0.000171323,0.0,0.00055568,0.000532861,0.001626413,0.000170063,0.000597005,0.000260126,0.00145847,0.0,0.0,0.000654339,0.0,0.000843227,0.003051602,0.000962117,0.00248581,0.0,0.008163818,0.000359961,0.001816959,0.000656082,0.002169562,0.0038821,0.0,0.000890203,0.001408165,0.000314492,0.002944694,0.000185027,0.000678557,0.0,0.001334057,0.001458867,0.617944103,0,0,1,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262185,0.001801913,0.488794023,0.014476141,0.589255598,0.000930233,0.005959302,0.021999215,0.0,0.0,0.0,0.0,0.0,0.0,0.216764075,0.0,8.38e-05,1.47e-05,0.0,1.63e-05,1.27e-05,0.0,5.63e-05,0.0,0.0,0.0,0.000170289,3.85e-05,0.0,0.0,0.0,0.0,1.66e-05,0.0,0.000251692,0.000111069,0.00045671,0.0,0.000280392,7.73e-05,0.0,0.000564717,0.0,0.0,0.001793362,6.56e-06,0.0,9.62e-05,0.0,0.0,0.0,0.0,7.25e-05,0.0,0.000162315,0.0,0.000259771,0.000368819,0.704533713,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000261801,0.013091212,0.524012807,0.043810522,0.201522461,0.046814208,0.009928962,0.041980473,0.04368471,0.034662868,0.047483381,0.034825871,0.0,0.0,0.216034448,0.000416493,0.002454447,0.0,0.0,0.015262492,0.002814668,0.001605698,0.007751447,0.004442538,0.000590113,0.0,0.000170289,0.00014124,0.00026164,0.000813274,0.003384958,0.001541485,0.007103801,0.0,0.0,6.28e-05,0.000437521,4.87e-05,0.033086277,0.004235031,0.003949676,0.052473458,0.01197608,0.002400765,0.059593898,0.015637712,0.006738097,0.015034119,0.030439522,0.041196793,0.0,0.001183635,0.0,0.002893556,0.001273304,0.000429652,0.003529414,0.004347529,0.427090816,0,0,0,0,0,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000261568,0.001007066,0.325151192,0.016888831,0.022087265,0.100967782,0.167076208,0.209456964,0.086741016,0.158612144,0.177199504,0.0,0.0,0.0,0.233918762,0.0,0.000123215,0.0,0.0,0.0,2.04e-05,6.64e-05,0.0,1.69e-05,0.000363586,0.0,0.0,0.0,0.0,0.0,0.0,9.63e-06,0.000715371,1.97e-05,0.0,0.0,0.0,0.0,0.0,1.72e-05,0.0,0.0,2.13e-05,0.0,0.0,0.0,0.000172604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48e-05,0.0,6.52e-05,2.94e-05,0.801952797,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
