ID,gene_length,GC_content,Length_ExonProj,repeat_coverage,hg38_phastCons100way_exons_merged_mean_score,hg38_phastCons20way_exons_merged_mean_score,hg38_phastCons7way_exons_merged_mean_score,phastcons_elements_100way_exons_merged_percentage,phastcons_elements_20way_exons_merged_percentage,phastcons_elements_7way_exons_merged_percentage,promoters_hg38_100way_phastCons_elements,promoters_hg38_20way_phastCons_elements,promoters_hg38_7way_phastCons_elements,Distance_closest_pc,K562_cytosol,A549_cell,H1.hESC_cell,H1.hESC_cytosol,H1.hESC_nucleus,endothelial.cell.of.umbilical.vein_cell,endothelial.cell.of.umbilical.vein_cytosol,endothelial.cell.of.umbilical.vein_nucleus,HepG2_nucleus,HepG2_cell,HepG2_cytosol,K562_cell,keratinocyte_nucleus,keratinocyte_cytosol,keratinocyte_cell,SK.N.SH_cell,HeLa.S3_cytosol,HeLa.S3_nucleus,HeLa.S3_cell,K562_nucleus,MCF.7_cell,A549_cytosol,A549_nucleus,IMR.90_cytosol,MCF.7_nucleus,IMR.90_nucleus,IMR.90_cell,SK.N.SH_cytosol,SK.N.SH_nucleus,MCF.7_cytosol,HT1080_nucleus,HT1080_cytosol,SK.MEL.5_nucleus,SK.N.DZ_nucleus,SK.MEL.5_cytosol,SK.N.DZ_cytosol,NCI.H460_cytosol,NCI.H460_nucleus,max_exp,min_exp,mean_exp,median_exp,Tau_exp,genomic_classification_is_1,genomic_classification_is_2,genomic_classification_is_3,genomic_classification_is_4,genomic_classification_is_5,genomic_classification_is_6,genomic_classification_is_7,genomic_classification_is_8,CRISPR_candidate_is_1,lncRNA_DB_is_1,DISEASE_DB_is_1,GWAS_SNP_is_1,with_repeat_Alu,with_repeat_CR1,with_repeat_ERV1,with_repeat_ERVK,with_repeat_ERVL,with_repeat_ERVL-MaLR,with_repeat_Gypsy,with_repeat_L1,with_repeat_L2,with_repeat_Low_complexity,with_repeat_MIR,with_repeat_SVA,with_repeat_Satellite,with_repeat_Simple_repeat,with_repeat_TcMar-Mariner,with_repeat_TcMar-Tigger,with_repeat_centr,with_repeat_hAT-Blackjack,with_repeat_hAT-Charlie,with_repeat_hAT-Tip100
ENSG00000267943,0.00364614,0.50337958,0.043581262,0.790734954,0.096539786,0.119012262,0.210007951,0.0,0.032281912,0.0,0.0,0.0,0.0,0.216153882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65e-06,0.0,6.33e-06,0.0,0.818656348,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204261,0.001524596,0.554962647,0.020556993,0.163534943,0.120703863,0.088053219,0.138074172,0.095433556,0.054899949,0.046690611,0.323383085,0.323383085,0.104477612,0.215934689,0.0,0.000359788,0.0008633,0.000254952,0.000203227,0.001950182,0.00200394,0.000430212,0.0,0.0,0.002266263,0.0,0.0,0.000544839,0.000650314,0.00606679,0.0,0.002693413,0.0,0.0,0.0,0.000463878,0.0,0.002258866,6.11e-05,0.000238948,0.002760834,0.002509513,0.001785028,0.0,0.001516786,0.001436537,0.001559476,0.0,0.0,0.0,0.002031949,0.0,0.036192833,0.019103307,0.035332465,0.019076074,0.852365504,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000246792,0.00656839,0.348274635,0.04083014,0.32759763,0.099666667,0.030345238,0.026844159,0.029434954,0.048357424,0.0,0.0,0.0,0.213930348,0.255543212,0.0,0.0,0.002687632,0.000915277,0.000839068,0.000112646,0.0,0.0,0.000465207,0.000636343,0.00024396,0.000845028,5.22e-05,0.0,6.26e-05,0.000166365,9.44e-05,0.000464798,0.000376114,0.001132875,0.006836896,8.59e-05,0.0,0.0,0.005501877,0.0,4.72e-05,3.28e-05,0.000131091,0.001196958,0.0,0.0,0.000410003,0.000860566,0.000163091,0.000209549,1.28e-05,0.0,0.000518056,0.0,0.000264789,6.63e-05,0.962521116,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000238035,0.011793158,0.449128424,0.044924071,0.042164223,0.00778481,0.004036392,0.063658458,0.0,0.0,0.0,0.0,0.0,0.0,0.227748661,0.010837409,0.001769371,0.023488275,0.002297116,0.012111151,0.007230459,0.002178932,0.006571195,0.013493729,0.008684741,0.001893903,0.012095562,0.003076296,0.000962163,0.001175382,0.028786753,0.00169368,0.0,0.0,0.022727888,0.004257288,0.005712568,0.057311734,0.0,0.012262996,0.005352239,0.005415482,0.004192363,0.038916661,0.001028636,0.004636865,0.0,0.0,0.0,0.0,0.000782464,0.002492013,0.000920537,0.001332671,0.00288593,0.003789038,0.005394538,0.410195822,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000282386,0.000417929,0.43738883,0.0,0.0,0.040328632,0.043007052,0.126404638,0.0,0.0,0.0,0.0,0.0,0.0,0.217008208,0.0,0.0,0.0,0.000303393,4.43e-05,0.000337938,0.000208861,0.0,0.0,0.000645306,0.0002568,0.000176784,6.74e-05,0.0,0.000125246,0.001125739,0.000623987,0.000184712,0.0,1.76e-05,0.0,0.000446697,0.0,0.000368948,0.000409121,0.0,0.000589922,0.00055767,0.0,0.001031308,0.0,0.000388861,2.68e-05,0.00035166,0.0,0.0,0.001405751,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000266389,0.000720635,0.64603344,0.003646328,0.108452254,0.076514851,0.165778878,0.327493875,0.045,0.07,0.1325,0.024875622,0.0,0.0,0.215999532,0.0,0.0,0.0,0.000257501,0.000253531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000226663,0.0,0.000141385,0.0,0.935842237,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000267898,0.000726494,0.651903237,0.009585257,0.0,0.043778037,0.04532243,0.022365615,0.021186441,0.0,0.0,0.149253731,0.119402985,0.0,0.215988171,0.0,9.36e-05,6.52e-05,0.0,0.000106644,0.0,0.0,0.000137059,0.000730648,0.000896258,0.0,5.3e-05,1.35e-05,0.0,1.93e-05,0.0,0.000293641,0.000571037,0.000176544,0.00014347,0.0,0.000283481,0.002154369,0.0,5.84e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406519,0.0,0.000316665,5.6e-05,0.899084635,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278600,0.0014276,0.358235503,0.0,0.0,0.199945575,0.178357522,0.217205887,0.149115044,0.013274336,0.080530973,0.31840796,0.0,0.0,0.216294099,0.0,0.003262739,0.002394436,0.001017258,0.000814922,0.001189822,0.000293535,0.001471476,0.002835024,0.005368586,0.002054403,0.004709526,0.001862279,0.000139108,0.00144996,0.002390116,0.0,0.002058391,0.003772658,0.003134694,0.004635817,0.002559918,0.0,0.0,0.007536854,0.0,0.00158099,0.000301798,0.002359645,0.000999247,0.005599995,0.000478846,0.008805305,0.00540641,0.002382937,0.003149919,0.001520767,0.002614857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000269940,0.000353482,0.53699751,0.005928012,0.01946041,0.002865574,0.007808197,0.053795507,0.0,0.0,0.0,0.0,0.0,0.0,0.252710885,0.0,0.002129159,0.002665914,0.000724063,0.001947764,0.006610907,0.005385236,0.006441751,0.003902263,0.005404436,0.002073663,0.002011802,0.004298732,0.004092089,0.00453293,0.002556481,0.002821052,0.001420954,0.0,0.001521328,0.003846046,0.007645391,0.022482772,0.00388525,0.003405797,0.002595615,0.012376559,0.00111862,0.003847532,0.001461465,0.016402046,0.0,0.007150649,0.0,0.023838431,0.0,0.015539936,0.0,0.00348213,0.007752709,0.007692907,0.010700099,0.56033703,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000227533,0.015781062,0.489327641,0.035982926,0.353162967,0.066103004,0.040515021,0.265257524,0.029761905,0.031547619,0.014880952,0.129353234,0.064676617,0.0,0.215967942,0.0,0.00095615,0.002296704,0.000790351,0.000573464,0.000802602,0.000429013,0.000230334,0.001023455,0.003244454,0.002227743,0.003153827,0.000641526,0.002017064,0.0,0.001125739,0.0002045,0.000131592,0.0,0.00312928,0.000504706,0.000498239,0.000566212,0.001264965,0.000340048,0.0,0.002277098,0.00072169,0.000701339,0.000219086,0.002035838,0.0,0.0,0.0,0.0,0.0,0.000753994,0.001536133,0.000203019,0.0,0.000459302,0.00072226,0.547758501,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000273237,0.000875568,0.337068659,0.014683566,0.604473219,0.061996459,0.065201133,0.08266746,0.016997167,0.025495751,0.0,0.0,0.228855721,0.0,0.222240573,0.0,0.002168588,0.000418076,0.000114728,6.24e-05,0.000865965,0.000304825,0.000927049,0.00104261,0.001523639,6.42e-05,0.0,0.000345178,0.0,0.000260126,0.000709826,0.0,0.001401637,0.0,0.000150238,0.003140392,0.001761017,0.003535374,0.0,0.001506308,0.0,0.000247767,7.22e-05,0.000391089,0.00049428,0.000645931,8.36e-05,0.001371558,0.000225863,0.0,0.0,0.003246006,0.000468845,0.000575451,0.0,0.000872229,0.000530245,0.724590249,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272795,0.00019269,0.495553184,0.003231476,0.0,0.002705234,0.002760331,0.0063211,0.0,0.0,0.0,0.074626866,0.0,0.0,0.215976255,0.006552253,0.0,0.001422545,0.000247303,0.000601634,0.0,0.000524976,0.000409272,0.003412428,0.002339234,0.002227743,0.001163239,0.0,0.0,4.82e-05,0.000948283,0.0,0.0,0.0,0.001463128,0.000172909,0.001082381,0.001505296,0.0,0.001168916,0.0,0.000778697,0.000305078,0.0,0.00041947,0.0,0.0,0.0,0.0,0.0,0.0,0.000894569,0.0,0.000119135,0.0,7.31e-05,0.0,0.938268939,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279433,0.001423043,0.384204909,0.0,0.0,0.017756325,0.008702175,0.09049503,0.003994674,0.0,0.0,0.0,0.0,0.0,0.222362501,0.0,0.000207002,1.63e-05,0.0,3.22e-05,0.0,0.0,2.28e-05,0.000131352,7.17e-05,0.0,0.0,0.00013302,0.0,0.0,3.33e-05,0.0,0.0,0.000118975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05,0.0,0.0,0.0,0.000561314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000227674,0.058310251,0.224831021,0.019760041,0.595148676,0.087408322,0.065638492,0.331389661,0.0,0.0,0.0,0.0,0.0,0.0,0.833020431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001893665,0.002285458,0.001239062,0.001697127,0.0,0.0,0.0,0.0,0.0,0.000417714,0.0,0.000913609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000449845,0.000356724,0.0,0.0,0.001105393,0.0,1.28e-05,0.0,6.79e-06,0.0,2.4e-06,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000261173,0.00320738,0.395233013,0.004890883,0.727782266,0.307878307,0.342190476,0.321393331,0.0,0.243190662,0.0,0.0,0.0,0.0,0.216004243,0.000150281,0.000418932,0.000331203,5.86e-05,0.000100608,0.0,0.0,0.0,0.0,0.000358503,0.0,0.000173248,0.0,0.0,0.0,0.000327185,9.96e-05,0.0,0.000188057,0.0,0.0,0.00078172,0.000345251,0.0,0.000124862,0.0,0.0,9.51e-05,0.000117982,8.55e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58e-05,0.0,9.7e-05,2.27e-05,0.843570092,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272686,0.001322141,0.366417645,0.022172731,0.190241196,0.046512869,0.083765968,0.096092351,0.027168732,0.037178265,0.026692088,0.313432836,0.805970149,0.746268657,0.215948821,0.003769907,0.001739799,0.001688593,0.000724063,0.00042054,0.000816683,0.001100756,0.00024366,0.000435105,0.002930764,0.002612944,0.005575768,0.000255937,0.001251971,0.000857451,0.003343944,0.001557347,0.000735226,0.001838355,0.001752776,0.004243268,0.003857057,0.003438704,0.001076726,0.000974983,6.87e-05,0.001380417,0.002174911,0.000609575,0.002425978,0.002162717,0.0018961,0.00542766,0.005249164,0.004738692,0.005272157,0.003731629,0.001812485,0.001531466,0.002973308,0.002652993,0.003510268,0.673292768,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273615,0.000667906,0.363927428,0.0,0.0,0.146651418,0.310279963,0.258997074,0.128087832,0.299176578,0.215004575,0.0,0.0,0.0,0.237598765,0.004778937,0.0,1.63e-05,5.1e-06,2.01e-05,0.0,0.0,0.0,0.0,0.000492942,0.000449401,0.003542752,0.0,0.0,0.0,2.77e-05,0.0,0.0,0.0,0.000747129,0.00046732,0.000231939,0.0,0.0,0.000903254,0.0,0.0,2.62e-05,1.97e-05,0.0001042,0.000363336,0.000549548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000234184,0.07223667,0.239238705,0.006997893,0.0,0.99792,0.92948,0.930743382,0.335227273,0.363636364,0.367897727,0.258706468,0.28358209,0.223880597,0.398666221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010811178,0.0,0.00695852,0.0,0.931135083,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181798,0.00380563,0.386695126,0.01325342,0.000772901,0.00240856,0.002307393,0.006667105,0.055512119,0.039874902,0.0,0.059701493,0.0,0.0,0.21839292,0.000244743,0.000665362,0.000646118,0.000356933,0.00023341,0.0,0.000112898,0.0,0.0,0.0,1.93e-05,0.000385389,6.06e-05,0.0,0.000120429,0.000343822,0.0,0.000138836,0.00016503,0.000227387,0.000602843,0.000420926,0.0,0.0,0.000342705,4.1e-06,0.000176977,0.000118095,9.39e-05,0.000237789,0.000715138,0.000475632,0.0,0.0,0.0,0.0,0.001865815,0.001196888,0.000210916,0.0,0.000217667,0.000221813,0.839154059,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235527,0.003531568,0.401636428,0.032958875,0.227573436,0.120107617,0.125964002,0.181084616,0.091763943,0.054474708,0.066472114,0.427860697,0.144278607,0.562189055,0.215959906,0.0,0.0,0.0,2.29e-05,4.02e-06,0.0,0.0,0.0,6.57e-05,0.000170289,0.0,0.000533888,0.0,0.000179681,8.19e-05,0.0,0.00026218,0.0,0.000360763,0.000116401,0.002364641,0.0,5.52e-05,0.0,0.001176886,0.0,7.08e-05,8.53e-05,0.0,0.000862986,0.000299897,0.000112481,0.0,0.0,0.0,0.0,0.0,0.0,0.000321174,0.0,0.000379589,0.000319564,0.803659501,0,0,0,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243224,0.001153537,0.592493774,0.011277416,0.277188595,0.020625813,0.093911063,0.117927012,0.010009099,0.0,0.0,0.119402985,0.184079602,0.119402985,0.215949376,0.000966092,0.000379503,0.001373679,0.000382428,0.000217313,0.00038018,0.000479817,8.76e-05,0.000391321,0.000914183,0.000975842,0.000608137,0.000161644,0.000341973,0.00030348,0.001242195,0.0,0.000316304,0.000429845,0.000323485,0.000406569,0.001108152,0.000607642,0.000564717,0.000114235,5.95e-05,0.000696108,0.000314919,0.0,0.0,0.0,0.000976974,0.000856614,0.000357378,0.000797333,0.0,0.000651757,0.0,0.0001032,0.0,0.000136194,6.42e-05,0.77101712,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245532,0.0147766,0.409462825,0.247808382,0.093658763,0.057816041,0.105401037,0.128019538,0.043705526,0.045813933,0.035052271,0.527363184,0.248756219,0.0,0.218511522,0.036853201,0.14489125,0.001465981,0.001277309,0.000736448,0.039404948,0.0,0.100111741,0.098265327,0.05326462,0.016332505,0.0,0.240065601,0.0,0.129258353,0.179358495,0.043175728,0.395191696,0.298201175,0.0,0.140051218,0.170363371,0.0,0.0,0.88989339,0.0,0.0,0.053615011,1.0,0.041284379,1.0,0.035566339,1.0,0.0,0.09328791,0.004139702,0.102926518,0.020009758,0.272031857,0.067769904,0.266070374,0.257332977,0.851925663,0,0,1,0,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
ENSG00000262001,0.003430015,0.390252579,0.033875916,0.22623213,0.04940404,0.039776094,0.139173543,0.169769643,0.213316504,0.184285264,0.024875622,0.0,0.0,0.451933706,0.025281562,0.010019862,0.020024216,0.007421647,0.003066522,0.012820513,0.008010116,0.007671471,0.008693891,0.021868698,0.008153413,0.030162889,0.001153401,0.000243439,0.000684034,0.005462329,0.004703501,0.006349019,0.013294494,0.017701008,0.003187124,0.006159265,0.0,0.000609894,0.002648658,0.0,0.002572059,0.001236714,0.004660299,0.000293896,0.008518222,0.002204618,0.016863818,0.0,0.00682263,0.0,0.004805112,0.006702954,0.002084621,0.000288386,0.002491199,0.003096979,0.800543079,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279522,0.000996651,0.413376023,0.0,0.0,0.059460576,0.163417397,0.129866053,0.049436796,0.10387985,0.019399249,0.054726368,0.0,0.0,0.223598682,0.0,0.000842792,0.000135739,3.31e-05,2.01e-06,0.0,0.0,0.000104697,3.01e-05,0.0,3.85e-05,0.00026164,3.54e-05,2.9e-05,9.15e-05,0.000598915,0.000146821,1.81e-05,0.000230274,5.28e-05,0.0,0.000249119,0.000345251,0.0,0.000140801,0.0,0.0,0.000147618,0.000104873,5.08e-05,0.000161483,3.86e-05,0.0,0.0,0.0,0.0,0.00029393,4.57e-05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174365,0.002783591,0.57203842,0.0,0.0,0.04700607,0.062396055,0.105050672,0.038420491,0.016008538,0.0,0.049751244,0.0,0.0,0.222015838,0.016037132,0.012691168,0.018520228,0.004038437,0.00700833,0.01905124,0.009901158,0.008838372,0.027348678,0.028931212,0.018341968,0.007322394,0.00614249,0.010009969,0.00805426,0.022320686,0.0,0.014970114,0.0,0.011786234,0.008393072,0.03043553,0.071577523,0.017920337,0.025110449,0.007288438,0.023349104,0.006783887,0.029340436,0.006067617,0.019435617,0.003499751,0.033342038,0.044289104,0.015964772,0.014775415,0.015118211,0.013017111,0.003128549,0.004868399,0.007839153,0.011584191,0.490130841,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000229368,0.000468706,0.734080398,0.005010972,0.0,0.264300207,0.293503106,0.223750869,0.274285714,0.215238095,0.158095238,0.621890547,0.368159204,0.666666667,0.215972098,0.0,0.0,0.0,0.0,6.04e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.81e-05,0.0,9.25e-05,0.000102534,0.803231444,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000266904,0.012362114,0.412664532,0.046572561,0.253087487,0.177721415,0.053584283,0.21020461,0.1000231,0.0,0.033264033,0.0,0.0,0.0,0.218557799,0.0,0.001074437,0.001026187,0.000731712,0.000533221,0.001851617,0.000581425,0.000355971,0.000974197,0.0,0.001598582,0.001421343,0.000897464,0.001425856,0.002177348,0.011734303,0.000199256,0.00018109,0.0,0.000602305,0.001032778,0.0,0.000428112,0.001091785,0.001498338,0.000298429,0.001651781,0.002870358,0.002628382,0.000555731,0.002012769,0.000305304,0.000485658,0.001463819,0.0,0.0,0.000127796,0.000358304,0.001860556,0.003415192,0.00428516,0.006388796,0.538096027,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177738,0.034461591,0.396478122,0.029650979,0.043065362,0.047768595,0.05777686,0.323668202,0.0,0.0,0.0,0.0,0.0,0.0,0.221565536,0.0,0.001493369,0.0,8.16e-05,1.01e-05,0.003020319,0.003257108,0.000818544,0.000339327,0.001604302,0.001194122,0.001407201,0.0,0.00157076,0.000751474,0.000698735,0.0,0.001618945,0.004762837,0.000217913,0.00239268,0.003427541,0.002692961,0.001912507,0.001009519,0.000249204,0.003067593,0.001177667,0.000498147,0.00250346,0.0,0.0,0.0,2.57e-05,0.008154538,0.000185027,0.003169329,0.000724232,0.001653998,0.001054885,0.002465392,0.00335351,0.730550519,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000279277,0.001080627,0.361792956,0.0,0.0,0.18066242,0.226585408,0.162011289,0.181818182,0.171395483,0.097278518,0.0,0.0,0.0,0.217293352,0.0,2.46e-05,0.0,5.1e-06,0.0,5.63e-05,0.0,9.14e-05,0.0,0.0,0.0,8.13e-05,0.000139755,0.0,0.000105977,0.000177456,1.05e-05,2.41e-05,0.0,4.47e-05,0.000266373,0.0,0.0,0.0,0.000688067,0.0,0.0,0.0,0.000100503,0.0,0.0,1.93e-05,0.000151311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000273792,0.000809819,0.474386339,0.0,0.0,0.003836003,0.041396644,0.058616823,0.0,0.0,0.0,0.0,0.0,0.0,0.321319381,0.0,1.48e-05,0.0,0.0,4.83e-05,0.0,1.69e-05,0.000302671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022182,0.0,0.0,0.0,0.0,0.0,1.72e-05,2.76e-05,0.0,0.0,0.0,0.0,0.0,0.000155125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000261054,0.001892399,0.513696194,0.027227371,0.0,0.511065803,0.413471585,0.480020975,0.332421875,0.226953125,0.28359375,0.368159204,0.134328358,0.23880597,0.225256623,0.0,0.0,1.63e-05,0.0,1.41e-05,0.000274574,6.21e-05,0.000277924,0.000273651,0.000295765,0.00018618,0.0,0.000190269,0.0,5.78e-05,3.88e-05,0.0,0.000161774,8.06e-05,0.0,9.35e-05,7.73e-05,0.001187665,0.0,0.00020456,4.72e-05,0.00015338,0.0,4.81e-05,1.87e-05,3.46e-05,0.0,0.000107382,0.0,0.0,0.0,0.000191693,0.0,0.021400385,0.000818053,0.030809916,0.026301311,0.742599706,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000267414,0.001772619,0.465136962,0.021801548,0.156906038,0.958326733,0.985465347,0.975727404,0.071740184,0.060591372,0.060106641,0.985074627,1.0,1.0,0.216074906,0.0,0.0,9.77e-05,1.53e-05,2.41e-05,0.000133767,9.03e-05,0.000138962,1.92e-05,1.79e-05,0.0,0.0,0.000111131,0.0,0.000207137,0.000687643,8.39e-05,3.62e-05,0.0,0.0,0.000397222,0.0,4.14e-05,0.0,0.000180651,0.0,7.08e-05,0.000347723,0.000242519,4.54e-05,0.0,2.89e-05,0.0,0.00040884,0.000362424,0.0,0.000166134,0.0,0.000412135,0.000415243,0.000817239,0.001014048,0.613936517,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000253738,0.006648461,0.255602988,0.064858787,0.348754747,0.048748062,0.030631783,0.021047069,0.008824509,0.0,0.0,0.114427861,0.0,0.184079602,0.215950484,0.0,0.007235198,0.0,0.000874485,0.000273653,0.002112111,0.005334432,0.000721461,0.000612978,0.005252073,0.002401084,0.007166824,0.000917669,0.00889131,0.005101353,0.006371793,0.002684719,0.000501016,0.007422503,0.0,0.015613171,0.004381067,0.0,0.0,0.00319061,0.0,0.010264639,0.005343787,0.000404198,0.00910009,0.00295283,0.006404962,0.004112233,0.006541442,0.017994346,0.007171471,0.00770607,0.002136483,0.011299927,0.02673896,0.028845107,0.042222707,0.478999959,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
ENSG00000280202,0.001060447,0.313411597,0.0,0.0,0.034891509,0.06846816,0.125088793,0.024764151,0.0,0.0,0.034825871,0.0,0.0,0.258295178,0.002769465,0.000552004,0.000390928,9.18e-05,4.83e-05,0.002450049,0.00117414,0.000515873,5.47e-05,1.79e-05,0.0,0.001796126,8.42e-06,1.16e-05,1.45e-05,1.66e-05,0.0,0.0,0.0,0.000856762,0.002364641,0.000128855,0.0,0.0,0.000688067,0.0,2.36e-05,0.0,0.0,0.000609166,0.006211323,0.002638472,0.000932269,0.0,0.004376268,0.0,0.004332268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
